method,method_label,candidate_budget,metric,equal_direction_group_macro_mean,group_clustered_bootstrap_ci95_low,group_clustered_bootstrap_ci95_high,n_query_groups,cluster_semantics
countergan_one_shot,CounterGAN one-shot,512,group_sparsity,0.3715621063240111,0.35176900667674477,0.39631012219702694,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,diversity,0.025755564511443178,0.023145930829036626,0.02843932287357304,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,plausibility,0.38590734471270266,0.37297733772193864,0.39905641424063387,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,plausibility_distance,0.38590734471270266,0.3750230600483994,0.3998816000269829,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,plausibility_inlier_rate,0.3067583144368859,0.2568456632653061,0.3703470568783068,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,target_data_support,0.5502588813303098,0.5330285241874528,0.5683636904761904,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,local_surrogate_fidelity,0.9437018760294622,0.9345236497750865,0.9501797153198015,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,fidelity,0.9437018760294622,0.9335816807979164,0.9527723545611477,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,changed_set_dice,0.9957178698013782,0.9942875836508847,0.9971144672010218,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,constraint_validity,1.0,1.0,1.0,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,mean_target_logit_margin,0.874768267678363,0.7888078870030032,0.9720563517524193,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,generation_time_to_k_or_cap_seconds,0.017170823235005628,0.01649898459239546,0.017996459113874493,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,candidate_evaluations,512.0,512.0,512.0,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,512,rounds_used,1.0,1.0,1.0,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,valid_cfe_yield_at_k,0.20550000000000002,0.17435,0.23233749999999997,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,coverage_at_1,0.77,0.715,0.8276249999999999,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,full_k_success,0.005,0.0,0.02,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,robust_completeness_at_k,0.202,0.1712375,0.2307625,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,robust_full_k_success,0.0,0.0,0.0,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,proximity,0.15401709773799493,0.14832126949459223,0.16088308796342018,200,unique factual feature group
