query_id,query_group_id,direction,difficulty_stratum,method,method_label,candidate_budget,valid_cfe_yield_at_k,coverage_at_1,full_k_success,robust_completeness_at_k,robust_full_k_success,proximity,sparsity,group_sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,changed_set_dice,constraint_validity,mean_target_logit_margin,generation_time_to_k_or_cap_seconds,candidate_evaluations,rounds_used
0,225881163819431823,disease_to_no_disease,near_boundary,countergan_one_shot,CounterGAN one-shot,128,0.2,1.0,0.0,0.2,0.0,0.2074299156665802,0.16666666666666669,0.16666666666666669,0.020841989666223526,0.35764009897232574,0.35764009897232574,0.0,1.0,0.9615384615384616,0.9615384615384616,1.0,1.0,2.249866485595703,0.010856982000404969,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,countergan_one_shot,CounterGAN one-shot,256,0.2,1.0,0.0,0.2,0.0,0.2105264663696289,0.2222222222222222,0.2222222222222222,0.022610731422901154,0.36458193754091733,0.36458193754091733,0.0,1.0,0.8076923076923077,0.8076923076923077,1.0,1.0,2.1550135612487793,0.013641704999827198,256.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,countergan_one_shot,CounterGAN one-shot,512,0.2,1.0,0.0,0.2,0.0,0.2082761824131012,0.2222222222222222,0.2222222222222222,0.021669359877705574,0.36740371756700224,0.36740371756700224,0.0,1.0,0.8076923076923077,0.8076923076923077,0.9807692307692308,1.0,2.152944564819336,0.02192541499971412,512.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,countergan_one_shot,CounterGAN one-shot,1024,0.2,1.0,0.0,0.2,0.0,0.20908083021640778,0.2777777777777778,0.2777777777777778,0.02001170441508293,0.38210637836802475,0.38210637836802475,0.0,0.9,0.8076923076923077,0.8076923076923077,0.9875,1.0,2.166841506958008,0.03352882200033491,1024.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,0.7,1.0,0.0,0.7,0.0,0.17942239344120026,0.3015873015873017,0.3015873015873017,0.0621543824672699,0.36588935201690453,0.36588935201690453,0.14285714285714285,0.9428571428571428,0.6551724137931034,0.6551724137931034,0.9972527472527473,1.0,1.6955221891403198,0.01928470999973797,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,1.0,1.0,1.0,1.0,1.0,0.1361817568540573,0.5,0.5,0.09380830079317093,0.3681598834836163,0.3681598834836163,0.4,0.9400000000000001,0.8787878787878788,0.8787878787878788,0.9958333333333333,1.0,1.320718765258789,0.07037302900062059,256.0,2.0
0,225881163819431823,disease_to_no_disease,near_boundary,countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,1.0,1.0,1.0,1.0,1.0,0.10602178424596786,0.7000000000000001,0.7000000000000001,0.08485998958349228,0.37278985704430373,0.37278985704430373,0.4,0.9,0.8787878787878788,0.8787878787878788,0.9828571428571429,1.0,1.249193787574768,0.16644906800047465,512.0,4.0
0,225881163819431823,disease_to_no_disease,near_boundary,countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,1.0,1.0,1.0,1.0,1.0,0.09528730809688568,0.7333333333333334,0.7333333333333334,0.08824022859334946,0.3637747996599734,0.3637747996599734,0.6,0.8800000000000001,0.9696969696969697,0.9696969696969697,0.9914285714285713,1.0,1.1738725900650024,0.3424085369997556,1024.0,8.0
0,225881163819431823,disease_to_no_disease,near_boundary,dice_gradient_style,Custom DiCE-style gradient,128,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.030272098000750702,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,dice_gradient_style,Custom DiCE-style gradient,256,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.03560952299994824,256.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,dice_gradient_style,Custom DiCE-style gradient,512,0.5,1.0,0.0,0.5,0.0,0.07665300369262695,0.5111111111111111,0.5111111111111111,0.06478679925203323,0.368338509319036,0.368338509319036,0.8,0.7200000000000001,1.0,1.0,0.9752164502164502,1.0,0.6898847222328186,0.06641377799951442,512.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,dice_gradient_style,Custom DiCE-style gradient,1024,0.5,1.0,0.0,0.5,0.0,0.09330414235591888,0.4444444444444445,0.4444444444444445,0.0739067941904068,0.39315116600857875,0.39315116600857875,0.0,0.76,0.9259259259259259,0.9259259259259259,0.9881944444444445,1.0,1.0390127897262573,0.12563398000020243,1024.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,genetic_cfe,Budget-matched genetic CFE,128,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.006272262000493356,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,genetic_cfe,Budget-matched genetic CFE,256,0.2,1.0,0.0,0.2,0.0,0.03397787734866142,0.5,0.5,0.020594045519828796,0.3696857185548419,0.3696857185548419,1.0,1.0,0.9615384615384616,0.9615384615384616,0.9841269841269842,1.0,0.4528454542160034,0.01263217399991845,256.0,2.0
0,225881163819431823,disease_to_no_disease,near_boundary,genetic_cfe,Budget-matched genetic CFE,512,0.2,1.0,0.0,0.2,0.0,0.03185773268342018,0.6111111111111112,0.6111111111111112,0.02023719996213913,0.3688988449764993,0.3688988449764993,1.0,0.8,0.9615384615384616,0.9615384615384616,1.0,1.0,0.4427458345890045,0.025432479999835778,512.0,4.0
0,225881163819431823,disease_to_no_disease,near_boundary,genetic_cfe,Budget-matched genetic CFE,1024,1.0,1.0,1.0,1.0,1.0,0.03601110726594925,0.7666666666666667,0.7666666666666667,0.024770177900791168,0.32962255324227757,0.32962255324227757,1.0,0.8200000000000001,1.0,1.0,0.9357142857142857,1.0,0.5287574529647827,0.06704238999918744,1024.0,8.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_countergan,CounterGAN + iterative black-box search,128,0.2,1.0,0.0,0.2,0.0,0.2074299156665802,0.16666666666666669,0.16666666666666669,0.020841989666223526,0.35764009897232574,0.35764009897232574,0.0,1.0,0.9615384615384616,0.9615384615384616,1.0,1.0,2.249866485595703,0.010266997999679006,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_countergan,CounterGAN + iterative black-box search,256,0.9,1.0,0.0,0.9,0.0,0.21215792000293732,0.17283950617283952,0.17283950617283952,0.03809231147170067,0.351727875534461,0.351727875534461,0.1111111111111111,0.9777777777777779,0.9333333333333333,0.9333333333333333,0.9944444444444444,1.0,2.0991439819335938,0.021063139999569103,256.0,2.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_countergan,CounterGAN + iterative black-box search,512,1.0,1.0,1.0,1.0,1.0,0.20423150062561035,0.16666666666666669,0.16666666666666669,0.036994729191064835,0.370498010753272,0.370498010753272,0.1,0.9600000000000002,0.8787878787878788,0.8787878787878788,0.9959313725490195,1.0,1.865562081336975,0.029459635000421258,384.0,3.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_countergan,CounterGAN + iterative black-box search,1024,1.0,1.0,1.0,1.0,1.0,0.21188461780548096,0.18888888888888894,0.18888888888888894,0.04326789453625679,0.3226410530755913,0.3226410530755913,0.2,0.9800000000000001,0.8181818181818182,0.8181818181818182,0.9953205128205129,1.0,2.263705015182495,0.038233307999689714,512.0,4.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps16_sparse_diverse,Unified DP-CounterGAN epsilon=16 + counted sparse-diverse search,128,1.0,1.0,1.0,1.0,1.0,0.166799396276474,0.2666666666666667,0.2666666666666667,0.06461581587791443,0.2931873543163266,0.2931873543163266,0.7,0.9800000000000001,0.8787878787878788,0.8787878787878788,0.9990384615384615,1.0,1.6169170141220093,0.020840977000261773,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps16_sparse_diverse,Unified DP-CounterGAN epsilon=16 + counted sparse-diverse search,256,1.0,1.0,1.0,1.0,1.0,0.1420557200908661,0.5,0.5,0.0945170521736145,0.3577897026893654,0.3577897026893654,0.3,0.9,0.8181818181818182,0.8181818181818182,0.993560606060606,1.0,1.2427597045898438,0.07481097799973213,256.0,2.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps16_sparse_diverse,Unified DP-CounterGAN epsilon=16 + counted sparse-diverse search,512,1.0,1.0,1.0,1.0,1.0,0.12323200702667236,0.6666666666666667,0.6666666666666667,0.07931424677371979,0.3391888757690545,0.3391888757690545,0.7,0.8800000000000001,0.9696969696969697,0.9696969696969697,0.981904761904762,1.0,1.1681276559829712,0.16801888899954065,512.0,4.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps16_sparse_diverse,Unified DP-CounterGAN epsilon=16 + counted sparse-diverse search,1024,1.0,1.0,1.0,0.9,0.0,0.10206794738769531,0.7111111111111111,0.7111111111111111,0.09163748472929001,0.34311822506171064,0.34311822506171064,0.8,0.8400000000000001,0.9393939393939394,0.9393939393939394,0.9914285714285713,1.0,0.8995181322097778,0.34415142799934983,1024.0,8.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps2_sparse_diverse,Unified DP-CounterGAN epsilon=2 + counted sparse-diverse search,128,1.0,1.0,1.0,1.0,1.0,0.12206137180328369,0.5333333333333334,0.5333333333333334,0.0893174484372139,0.33400778471564013,0.33400778471564013,0.9,0.74,0.7575757575757576,0.7575757575757576,0.9933080808080808,1.0,1.0902454853057861,0.022597962999498122,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps2_sparse_diverse,Unified DP-CounterGAN epsilon=2 + counted sparse-diverse search,256,1.0,1.0,1.0,1.0,1.0,0.13028505444526672,0.5444444444444445,0.5444444444444445,0.08054039627313614,0.3210122765701083,0.3210122765701083,0.6,0.86,0.8787878787878788,0.8787878787878788,0.9944444444444445,1.0,1.1035784482955933,0.078154199999517,256.0,2.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps2_sparse_diverse,Unified DP-CounterGAN epsilon=2 + counted sparse-diverse search,512,1.0,1.0,1.0,1.0,1.0,0.09675770998001099,0.7222222222222222,0.7222222222222222,0.09109584242105484,0.34027750808908996,0.34027750808908996,0.7,0.8800000000000001,0.8484848484848485,0.8484848484848485,0.9788095238095238,1.0,0.9961796998977661,0.16204170400033036,512.0,4.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps2_sparse_diverse,Unified DP-CounterGAN epsilon=2 + counted sparse-diverse search,1024,1.0,1.0,1.0,1.0,1.0,0.09130433946847916,0.7555555555555555,0.7555555555555555,0.08115942031145096,0.3484587169130577,0.3484587169130577,0.5,0.8800000000000001,0.9696969696969697,0.9696969696969697,0.9864285714285714,1.0,1.127001404762268,0.338454632000321,1024.0,8.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,128,1.0,1.0,1.0,1.0,1.0,0.13208332657814026,0.3777777777777778,0.3777777777777778,0.08375168591737747,0.32781118051589997,0.32781118051589997,0.6,0.9199999999999999,0.8181818181818182,0.8181818181818182,0.9969405594405595,1.0,1.2134668827056885,0.03108453200002259,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,256,1.0,1.0,1.0,1.0,1.0,0.13297486305236816,0.5111111111111112,0.5111111111111112,0.08790922164916992,0.33996054018342986,0.33996054018342986,0.5,0.9199999999999999,0.9393939393939394,0.9393939393939394,0.9958333333333333,1.0,1.1626734733581543,0.07463159899998573,256.0,2.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,512,1.0,1.0,1.0,1.0,1.0,0.09958623349666595,0.7111111111111112,0.7111111111111112,0.09666231274604797,0.3529228390733296,0.3529228390733296,0.7,0.8600000000000001,0.9696969696969697,0.9696969696969697,0.9792857142857143,1.0,0.9576050043106079,0.17868101300064154,512.0,4.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,1024,1.0,1.0,1.0,1.0,1.0,0.09339509904384613,0.7444444444444445,0.7444444444444445,0.08920566737651825,0.3516837129122713,0.3516837129122713,0.5,0.86,0.9393939393939394,0.9393939393939394,0.9878571428571428,1.0,1.0040333271026611,0.33451622199936537,1024.0,8.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,128,1.0,1.0,1.0,1.0,1.0,0.15562036633491516,0.2777777777777778,0.2777777777777778,0.07342730462551117,0.29833717594308573,0.29833717594308573,0.6,0.96,0.8181818181818182,0.8181818181818182,0.9990384615384615,1.0,1.6120688915252686,0.023621502999958466,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,256,1.0,1.0,1.0,1.0,1.0,0.12388249486684799,0.5555555555555556,0.5555555555555556,0.09069234132766724,0.3395628966200911,0.3395628966200911,0.5,0.9,0.7575757575757576,0.7575757575757576,0.9958333333333333,1.0,1.1650645732879639,0.07149002999994991,256.0,2.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,512,1.0,1.0,1.0,1.0,1.0,0.10483543574810028,0.7111111111111111,0.7111111111111111,0.0940762534737587,0.3613217964341918,0.3613217964341918,0.4,0.8800000000000001,1.0,1.0,0.9821825396825397,1.0,1.0867435932159424,0.17735799300044164,512.0,4.0
0,225881163819431823,disease_to_no_disease,near_boundary,proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,1024,1.0,1.0,1.0,1.0,1.0,0.09146806597709656,0.7444444444444445,0.7444444444444445,0.07762214541435242,0.34761720647566025,0.34761720647566025,0.7,0.86,0.9696969696969697,0.9696969696969697,0.9885714285714284,1.0,1.1693731546401978,0.3370949370000744,1024.0,8.0
0,225881163819431823,disease_to_no_disease,near_boundary,uniform_random,Uniform constrained random,128,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.006636958999479248,128.0,1.0
0,225881163819431823,disease_to_no_disease,near_boundary,uniform_random,Uniform constrained random,256,0.2,1.0,0.0,0.2,0.0,0.035652074962854385,0.5555555555555556,0.5555555555555556,0.024151185527443886,0.37010871760185593,0.37010871760185593,1.0,0.9,1.0,1.0,1.0,1.0,0.41087502241134644,0.011834007000288693,256.0,2.0
0,225881163819431823,disease_to_no_disease,near_boundary,uniform_random,Uniform constrained random,512,0.9,1.0,0.0,0.9,0.0,0.05846481770277023,0.46913580246913583,0.46913580246913583,0.05926252156496048,0.37773099628542606,0.37773099628542606,0.5555555555555556,0.8888888888888888,0.7333333333333333,0.7333333333333333,0.9920634920634921,1.0,0.29173967242240906,0.02406541000073048,512.0,4.0
