profile,query_number,direction,group_off,feature_off,base_fraction,proximity_weight,sparsity_weight,diversity_weight,returned,reference_valid_returned,returned_validity,conditional_returned_validity,valid_cfe_yield_at_k,completeness_at_k,coverage_at_1,full_k_success,proximity,sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,fidelity_oracle_evaluations,constraint_validity,mean_target_logit_margin,minimum_target_logit_margin,robust_validity,robust_cfe_fraction_95,robust_completeness_at_k,robust_full_k_success,changed_set_dice,runtime_seconds,generation_time_to_k_or_cap_seconds,time_to_full_k_seconds,time_per_returned_cfe_seconds,candidate_evaluations,candidate_throughput_per_second,rounds_used,k1_achieved,rounds_to_k1,rounds_to_k1_or_cap,candidates_to_k1,candidates_to_k1_or_cap,time_to_k1_seconds,time_to_k1_or_cap_seconds,k3_achieved,rounds_to_k3,rounds_to_k3_or_cap,candidates_to_k3,candidates_to_k3_or_cap,time_to_k3_seconds,time_to_k3_or_cap_seconds,k5_achieved,rounds_to_k5,rounds_to_k5_or_cap,candidates_to_k5,candidates_to_k5_or_cap,time_to_k5_seconds,time_to_k5_or_cap_seconds,k10_achieved,rounds_to_k10,rounds_to_k10_or_cap,candidates_to_k10,candidates_to_k10_or_cap,time_to_k10_seconds,time_to_k10_or_cap_seconds,group_sparsity
diverse,4,no_disease_to_disease,0.06,0.03,0.65,0.1,0.55,7.0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.07230748236179352,0.7777777777777779,0.07111047953367233,0.3949376575200775,0.3949376575200775,1.0,0.26000000000000006,0.9090909090909091,0.9090909090909091,81,1.0,0.26907074451446533,0.11628168076276779,1.0,1.0,1.0,1.0,0.9776190476190475,0.25700679300007323,0.25700679300007323,0.25700679300007323,0.02570067930000732,1024,3984.3304842129533,8,1.0,1.0,1.0,128.0,128.0,0.023909806999654393,0.023909806999654393,1.0,1.0,1.0,128.0,128.0,0.023909806999654393,0.023909806999654393,1.0,1.0,1.0,128.0,128.0,0.023909806999654393,0.023909806999654393,1.0,1.0,1.0,128.0,128.0,0.023909806999654393,0.023909806999654393,0.7777777777777779
diverse,5,no_disease_to_disease,0.06,0.03,0.65,0.1,0.55,7.0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.03041621670126915,0.8222222222222222,0.03787953779101372,0.44467537359820025,0.44467537359820025,1.0,0.1,0.7575757575757576,0.7575757575757576,81,1.0,0.23485669493675232,0.11767102777957916,1.0,1.0,1.0,1.0,0.9855555555555554,0.1746137420004743,0.1746137420004743,0.1746137420004743,0.017461374200047432,1024,5864.372347035656,8,1.0,2.0,2.0,256.0,256.0,0.02866143099981855,0.02866143099981855,1.0,3.0,3.0,384.0,384.0,0.04523711500041827,0.04523711500041827,1.0,3.0,3.0,384.0,384.0,0.04523711500041827,0.04523711500041827,1.0,4.0,4.0,512.0,512.0,0.0659292580003239,0.0659292580003239,0.8222222222222222
diverse,6,no_disease_to_disease,0.06,0.03,0.65,0.1,0.55,7.0,2,2,1.0,1.0,0.2,0.2,1.0,0.0,0.11661994457244873,0.5,0.021739130839705467,0.4396873405188806,0.4396873405188806,0.0,0.0,0.9230769230769231,0.9230769230769231,65,1.0,0.34417441487312317,0.11798517405986786,1.0,1.0,0.2,0.0,1.0,0.11412927000037598,0.11412927000037598,,0.05706463500018799,1024,8972.282044707958,8,1.0,8.0,8.0,1024.0,1024.0,0.11409293500037165,0.11409293500037165,0.0,,8.0,,1024.0,,0.11409293500037165,0.0,,8.0,,1024.0,,0.11409293500037165,0.0,,8.0,,1024.0,,0.11409293500037165,0.5
diverse,7,no_disease_to_disease,0.06,0.03,0.65,0.1,0.55,7.0,5,5,1.0,1.0,0.5,0.5,1.0,0.0,0.12292798608541489,0.3555555555555556,0.020912285894155502,0.3696523452439658,0.3696523452439658,1.0,0.4,0.9629629629629629,0.9629629629629629,66,1.0,0.14573514461517334,0.10312143713235855,1.0,1.0,0.5,0.0,1.0,0.12733167799979128,0.12733167799979128,,0.025466335599958256,1024,8041.989362628823,8,1.0,6.0,6.0,768.0,768.0,0.09008585599985963,0.09008585599985963,1.0,7.0,7.0,896.0,896.0,0.1077279909995923,0.1077279909995923,1.0,8.0,8.0,1024.0,1024.0,0.1272740199992768,0.1272740199992768,0.0,,8.0,,1024.0,,0.1272740199992768,0.3555555555555556
sparse_diverse,0,disease_to_no_disease,0.07,0.035,0.55,0.1,0.66,6.0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.114035964012146,0.6333333333333334,0.08030940592288971,0.22913485101359904,0.22913485101359904,0.1,0.8800000000000001,0.8787878787878788,0.8787878787878788,81,1.0,0.3164196014404297,0.12532958388328552,1.0,1.0,1.0,1.0,0.9957671957671957,0.29379343799973867,0.29379343799973867,0.29379343799973867,0.029379343799973867,1024,3485.4420404070115,8,1.0,1.0,1.0,128.0,128.0,0.01911296299931564,0.01911296299931564,1.0,1.0,1.0,128.0,128.0,0.01911296299931564,0.01911296299931564,1.0,1.0,1.0,128.0,128.0,0.01911296299931564,0.01911296299931564,1.0,2.0,2.0,256.0,256.0,0.04698472599920933,0.04698472599920933,0.6333333333333334
sparse_diverse,1,disease_to_no_disease,0.07,0.035,0.55,0.1,0.66,6.0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.05912191793322563,0.8111111111111111,0.07273849099874496,0.3822985954347094,0.3822985954347094,0.5,1.0,0.8787878787878788,0.8787878787878788,81,1.0,0.2932186424732208,0.11655744910240173,1.0,1.0,1.0,1.0,0.9722222222222221,0.2958310349995372,0.2958310349995372,0.2958310349995372,0.029583103499953724,1024,3461.43534264957,8,1.0,1.0,1.0,128.0,128.0,0.023191633999886108,0.023191633999886108,1.0,1.0,1.0,128.0,128.0,0.023191633999886108,0.023191633999886108,1.0,1.0,1.0,128.0,128.0,0.023191633999886108,0.023191633999886108,1.0,1.0,1.0,128.0,128.0,0.023191633999886108,0.023191633999886108,0.8111111111111111
sparse_diverse,2,disease_to_no_disease,0.07,0.035,0.55,0.1,0.66,6.0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.07694150507450104,0.7777777777777778,0.0963950976729393,0.39840440532694016,0.39840440532694016,0.8,0.8400000000000001,0.8787878787878788,0.8787878787878788,81,1.0,0.7199293375015259,0.13846012949943542,1.0,1.0,1.0,1.0,0.9820634920634921,0.297407819,0.297407819,0.297407819,0.029740781900000002,1024,3443.083653426072,8,1.0,1.0,1.0,128.0,128.0,0.023419912999997905,0.023419912999997905,1.0,1.0,1.0,128.0,128.0,0.023419912999997905,0.023419912999997905,1.0,1.0,1.0,128.0,128.0,0.023419912999997905,0.023419912999997905,1.0,1.0,1.0,128.0,128.0,0.023419912999997905,0.023419912999997905,0.7777777777777778
sparse_diverse,3,disease_to_no_disease,0.07,0.035,0.55,0.1,0.66,6.0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.09892143309116364,0.688888888888889,0.08954274654388428,0.29770036158365354,0.29770036158365354,0.6,0.9199999999999999,0.9393939393939394,0.9393939393939394,81,1.0,0.3020420968532562,0.1056913435459137,1.0,1.0,1.0,1.0,0.9952380952380953,0.3211588029998893,0.3211588029998893,0.3211588029998893,0.03211588029998893,1024,3188.453781851818,8,1.0,1.0,1.0,128.0,128.0,0.017918081000061648,0.017918081000061648,1.0,1.0,1.0,128.0,128.0,0.017918081000061648,0.017918081000061648,1.0,1.0,1.0,128.0,128.0,0.017918081000061648,0.017918081000061648,1.0,2.0,2.0,256.0,256.0,0.05147475699959614,0.05147475699959614,0.688888888888889
sparse_diverse,4,no_disease_to_disease,0.07,0.035,0.55,0.1,0.66,6.0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.06250236928462982,0.8,0.07265894114971161,0.4034399850959486,0.4034399850959486,1.0,0.2800000000000001,0.9696969696969697,0.9696969696969697,81,1.0,0.2557390332221985,0.13115878403186798,1.0,1.0,1.0,1.0,0.9742857142857142,0.2869079879992569,0.2869079879992569,0.2869079879992569,0.028690798799925688,1024,3569.0884981656636,8,1.0,1.0,1.0,128.0,128.0,0.02336870699946303,0.02336870699946303,1.0,1.0,1.0,128.0,128.0,0.02336870699946303,0.02336870699946303,1.0,1.0,1.0,128.0,128.0,0.02336870699946303,0.02336870699946303,1.0,2.0,2.0,256.0,256.0,0.05417452899928321,0.05417452899928321,0.8
sparse_diverse,5,no_disease_to_disease,0.07,0.035,0.55,0.1,0.66,6.0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.04130486771464348,0.8222222222222222,0.05653491988778114,0.4576001488281178,0.4576001488281178,0.8,0.22000000000000003,0.8484848484848485,0.8484848484848485,81,1.0,0.29466134309768677,0.10655771940946579,1.0,1.0,1.0,1.0,0.9855555555555554,0.19169404599961126,0.19169404599961126,0.19169404599961126,0.019169404599961127,1024,5341.845619983818,8,1.0,2.0,2.0,256.0,256.0,0.031111422999856586,0.031111422999856586,1.0,3.0,3.0,384.0,384.0,0.04810568299944862,0.04810568299944862,1.0,3.0,3.0,384.0,384.0,0.04810568299944862,0.04810568299944862,1.0,5.0,5.0,640.0,640.0,0.08811984499971004,0.08811984499971004,0.8222222222222222
