method,epsilon,search_seed,query_number,direction,returned,reference_valid_returned,returned_validity,conditional_returned_validity,valid_cfe_yield_at_k,completeness_at_k,coverage_at_1,full_k_success,proximity,sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,fidelity_oracle_evaluations,constraint_validity,mean_target_logit_margin,minimum_target_logit_margin,robust_validity,robust_cfe_fraction_95,robust_completeness_at_k,robust_full_k_success,changed_set_dice,runtime_seconds,generation_time_to_k_or_cap_seconds,time_to_full_k_seconds,time_per_returned_cfe_seconds,candidate_evaluations,candidate_throughput_per_second,rounds_used,k1_achieved,rounds_to_k1,rounds_to_k1_or_cap,candidates_to_k1,candidates_to_k1_or_cap,time_to_k1_seconds,time_to_k1_or_cap_seconds,k3_achieved,rounds_to_k3,rounds_to_k3_or_cap,candidates_to_k3,candidates_to_k3_or_cap,time_to_k3_seconds,time_to_k3_or_cap_seconds,k5_achieved,rounds_to_k5,rounds_to_k5_or_cap,candidates_to_k5,candidates_to_k5_or_cap,time_to_k5_seconds,time_to_k5_or_cap_seconds,k10_achieved,rounds_to_k10,rounds_to_k10_or_cap,candidates_to_k10,candidates_to_k10_or_cap,time_to_k10_seconds,time_to_k10_or_cap_seconds,group_sparsity
proposed_dp_eps4_sparse_diverse,4,11,4,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.05532407760620117,0.8111111111111111,0.06765557080507278,0.39953155433832166,0.39953155433832166,1.0,0.2800000000000001,1.0,1.0,81,1.0,0.23823729157447815,0.10006517916917801,0.9333333333333332,0.9,0.9,0.0,0.9722222222222221,0.3489027129999158,0.3489027129999158,0.3489027129999158,0.03489027129999158,1024,2934.9155562463257,8,1.0,1.0,1.0,128.0,128.0,0.02158434600005421,0.02158434600005421,1.0,1.0,1.0,128.0,128.0,0.02158434600005421,0.02158434600005421,1.0,1.0,1.0,128.0,128.0,0.02158434600005421,0.02158434600005421,1.0,2.0,2.0,256.0,256.0,0.05461764499978017,0.05461764499978017,0.8111111111111111
proposed_dp_eps4_sparse_diverse,4,11,5,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.03765397518873215,0.8222222222222222,0.04974725469946861,0.4581739051988195,0.4581739051988195,1.0,0.18,0.9090909090909091,0.9090909090909091,81,1.0,0.2761324346065521,0.10677270591259003,1.0,1.0,1.0,1.0,0.971111111111111,0.2266105479993712,0.2266105479993712,0.2266105479993712,0.02266105479993712,1024,4518.765825511536,8,1.0,2.0,2.0,256.0,256.0,0.03356355599953531,0.03356355599953531,1.0,2.0,2.0,256.0,256.0,0.03356355599953531,0.03356355599953531,1.0,3.0,3.0,384.0,384.0,0.0550639510001929,0.0550639510001929,1.0,4.0,4.0,512.0,512.0,0.08085921200017765,0.08085921200017765,0.8222222222222222
proposed_dp_eps4_sparse_diverse,4,11,6,no_disease_to_disease,1,1,1.0,1.0,0.1,0.1,1.0,0.0,0.05658777803182602,0.7777777777777778,0.0,0.2879002793495831,0.2879002793495831,0.0,0.2,0.8846153846153846,0.8846153846153846,65,1.0,0.3595857620239258,0.3595857620239258,1.0,1.0,0.1,0.0,1.0,0.11584166099964932,0.11584166099964932,,0.11584166099964932,1024,8839.652256048883,8,1.0,8.0,8.0,1024.0,1024.0,0.11578642099993885,0.11578642099993885,0.0,,8.0,,1024.0,,0.11578642099993885,0.0,,8.0,,1024.0,,0.11578642099993885,0.0,,8.0,,1024.0,,0.11578642099993885,0.7777777777777778
proposed_dp_eps4_sparse_diverse,4,11,7,no_disease_to_disease,6,6,1.0,1.0,0.6,0.6,1.0,0.0,0.14395351707935333,0.3148148148148149,0.046405915170907974,0.3701360377713632,0.3701360377713632,1.0,0.4333333333333333,0.8518518518518519,0.8518518518518519,67,1.0,0.14775419235229492,0.12153476476669312,1.0,1.0,0.6,0.0,0.9953379953379953,0.12187339299998712,0.12187339299998712,,0.02031223216666452,1024,8402.162069945063,8,1.0,7.0,7.0,896.0,896.0,0.10193956300008722,0.10193956300008722,1.0,7.0,7.0,896.0,896.0,0.10193956300008722,0.10193956300008722,1.0,8.0,8.0,1024.0,1024.0,0.12183897700015223,0.12183897700015223,0.0,,8.0,,1024.0,,0.12183897700015223,0.3148148148148149
proposed_dp_eps2_sparse_diverse,2,11,0,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.10356994718313217,0.6666666666666667,0.08718685805797577,0.26737855940478167,0.26737855940478167,0.1,0.8400000000000001,0.9393939393939394,0.9393939393939394,81,1.0,0.28337398171424866,0.13312295079231262,1.0,1.0,1.0,1.0,0.9952380952380953,0.31521787800011225,0.31521787800011225,0.31521787800011225,0.031521787800011226,1024,3248.5467083806566,8,1.0,1.0,1.0,128.0,128.0,0.01775678100057121,0.01775678100057121,1.0,1.0,1.0,128.0,128.0,0.01775678100057121,0.01775678100057121,1.0,1.0,1.0,128.0,128.0,0.01775678100057121,0.01775678100057121,1.0,2.0,2.0,256.0,256.0,0.0561313380003412,0.0561313380003412,0.6666666666666667
proposed_dp_eps2_sparse_diverse,2,11,1,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.06108269840478897,0.8111111111111111,0.08351805806159973,0.38819412445627355,0.38819412445627355,0.5,1.0,0.9090909090909091,0.9090909090909091,81,1.0,0.25843575596809387,0.11655744910240173,1.0,1.0,1.0,1.0,0.9844444444444443,0.34225586899992777,0.34225586899992777,0.34225586899992777,0.03422558689999278,1024,2991.9136317285947,8,1.0,1.0,1.0,128.0,128.0,0.024503522000486555,0.024503522000486555,1.0,1.0,1.0,128.0,128.0,0.024503522000486555,0.024503522000486555,1.0,1.0,1.0,128.0,128.0,0.024503522000486555,0.024503522000486555,1.0,1.0,1.0,128.0,128.0,0.024503522000486555,0.024503522000486555,0.8111111111111111
proposed_dp_eps2_sparse_diverse,2,11,2,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0673912987112999,0.8,0.08647342771291733,0.38311664000656076,0.38311664000656076,1.0,0.8200000000000001,0.7272727272727273,0.7272727272727273,81,1.0,0.7763921022415161,0.13846012949943542,1.0,1.0,1.0,1.0,0.9866666666666667,0.34372022499974264,0.34372022499974264,0.34372022499974264,0.034372022499974265,1024,2979.1671409524033,8,1.0,1.0,1.0,128.0,128.0,0.0216992929999833,0.0216992929999833,1.0,1.0,1.0,128.0,128.0,0.0216992929999833,0.0216992929999833,1.0,1.0,1.0,128.0,128.0,0.0216992929999833,0.0216992929999833,1.0,1.0,1.0,128.0,128.0,0.0216992929999833,0.0216992929999833,0.8
proposed_dp_eps2_sparse_diverse,2,11,3,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.09162396192550659,0.7111111111111112,0.08131556957960129,0.2712767771020445,0.2712767771020445,0.8,0.96,0.9696969696969697,0.9696969696969697,81,1.0,0.3345116972923279,0.11642885208129883,1.0,1.0,1.0,1.0,0.9976190476190476,0.3349236860003657,0.3349236860003657,0.3349236860003657,0.03349236860003657,1024,3057.4129056936326,8,1.0,1.0,1.0,128.0,128.0,0.023283727000489307,0.023283727000489307,1.0,1.0,1.0,128.0,128.0,0.023283727000489307,0.023283727000489307,1.0,1.0,1.0,128.0,128.0,0.023283727000489307,0.023283727000489307,1.0,1.0,1.0,128.0,128.0,0.023283727000489307,0.023283727000489307,0.7111111111111112
proposed_dp_eps2_sparse_diverse,2,11,4,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.053311653435230255,0.8111111111111111,0.06988641619682312,0.4100443411477472,0.4100443411477472,1.0,0.26000000000000006,0.9393939393939394,0.9393939393939394,81,1.0,0.22266177833080292,0.10006517916917801,0.9333333333333332,0.9,0.9,0.0,0.9722222222222221,0.316701612999168,0.316701612999168,0.316701612999168,0.0316701612999168,1024,3233.327390734477,8,1.0,1.0,1.0,128.0,128.0,0.027102485999421333,0.027102485999421333,1.0,1.0,1.0,128.0,128.0,0.027102485999421333,0.027102485999421333,1.0,1.0,1.0,128.0,128.0,0.027102485999421333,0.027102485999421333,1.0,1.0,1.0,128.0,128.0,0.027102485999421333,0.027102485999421333,0.8111111111111111
proposed_dp_eps2_sparse_diverse,2,11,5,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.04387107118964195,0.8222222222222222,0.06029217690229416,0.44899049631158167,0.44899049631158167,1.0,0.18000000000000002,0.9090909090909091,0.9090909090909091,81,1.0,0.2877405881881714,0.11767102777957916,1.0,1.0,1.0,1.0,0.9711111111111113,0.2787647510003808,0.2787647510003808,0.2787647510003808,0.02787647510003808,1024,3673.3482132344675,8,1.0,1.0,1.0,128.0,128.0,0.016435644000011962,0.016435644000011962,1.0,1.0,1.0,128.0,128.0,0.016435644000011962,0.016435644000011962,1.0,1.0,1.0,128.0,128.0,0.016435644000011962,0.016435644000011962,1.0,2.0,2.0,256.0,256.0,0.04480202800004918,0.04480202800004918,0.8222222222222222
