round,candidates,candidates_cumulative,feasible_candidates,margin_valid_candidates,archive_size,round_elapsed_seconds,cumulative_elapsed_seconds,proposal_adapts_to_oracle,acceptance_denominator_kind,query_id,method,method_seed,run_seed,robustness_seed,generator_training_seed,candidate_budget,direction,optimization_steps,gradient_restarts,final_unique_candidate_pool,backward_steps
3,64,192,64,54,113,0.04751976899933652,0.13682391899965296,True,all genetic population candidates,58,genetic_cfe,11,63125969,70125969,,512,disease_to_no_disease,,,,
4,64,256,64,57,168,0.05229201499969349,0.18911593399934645,True,all genetic population candidates,58,genetic_cfe,11,63125969,70125969,,512,disease_to_no_disease,,,,
5,64,320,64,56,223,0.05235119400094845,0.2414671280002949,True,all genetic population candidates,58,genetic_cfe,11,63125969,70125969,,512,disease_to_no_disease,,,,
6,64,384,64,56,274,0.05581962399992335,0.29728675200021826,True,all genetic population candidates,58,genetic_cfe,11,63125969,70125969,,512,disease_to_no_disease,,,,
7,64,448,64,55,328,0.05546986399895104,0.3527566159991693,True,all genetic population candidates,58,genetic_cfe,11,63125969,70125969,,512,disease_to_no_disease,,,,
8,64,512,64,56,384,0.05910930200116127,0.41186591800033057,True,all genetic population candidates,58,genetic_cfe,11,63125969,70125969,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11027621700122836,0.11027621700122836,True,final restart pool only,58,dice_gradient_style,11,63125969,70125969,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10343011399891111,0.10343011399891111,True,final restart pool only,58,wachter_style,11,63125969,70125969,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,20,20,0.044156580999697326,0.044156580999697326,False,all independently sampled candidates,59,uniform_random,11,64125972,71125972,,512,disease_to_no_disease,,,,
2,64,128,64,33,53,0.04586314699918148,0.0900197279988788,False,all independently sampled candidates,59,uniform_random,11,64125972,71125972,,512,disease_to_no_disease,,,,
3,64,192,64,24,77,0.044624086000112584,0.1346438139989914,False,all independently sampled candidates,59,uniform_random,11,64125972,71125972,,512,disease_to_no_disease,,,,
4,64,256,64,28,105,0.04468936000012036,0.17933317399911175,False,all independently sampled candidates,59,uniform_random,11,64125972,71125972,,512,disease_to_no_disease,,,,
5,64,320,64,33,138,0.047236141999746906,0.22656931599885866,False,all independently sampled candidates,59,uniform_random,11,64125972,71125972,,512,disease_to_no_disease,,,,
6,64,384,64,27,165,0.0490592430014658,0.27562855900032446,False,all independently sampled candidates,59,uniform_random,11,64125972,71125972,,512,disease_to_no_disease,,,,
7,64,448,64,22,187,0.04705348099923867,0.32268203999956313,False,all independently sampled candidates,59,uniform_random,11,64125972,71125972,,512,disease_to_no_disease,,,,
8,64,512,64,27,214,0.049443582000094466,0.3721256219996576,False,all independently sampled candidates,59,uniform_random,11,64125972,71125972,,512,disease_to_no_disease,,,,
1,64,64,64,20,20,0.04348501799904625,0.04348501799904625,True,all genetic population candidates,59,genetic_cfe,11,64125972,71125972,,512,disease_to_no_disease,,,,
2,64,128,64,48,64,0.04713736500161758,0.09062238300066383,True,all genetic population candidates,59,genetic_cfe,11,64125972,71125972,,512,disease_to_no_disease,,,,
3,64,192,64,55,115,0.050862864998634905,0.14148524799929874,True,all genetic population candidates,59,genetic_cfe,11,64125972,71125972,,512,disease_to_no_disease,,,,
4,64,256,64,58,166,0.054617575000520446,0.19610282299981918,True,all genetic population candidates,59,genetic_cfe,11,64125972,71125972,,512,disease_to_no_disease,,,,
5,64,320,64,61,223,0.05721230599920091,0.2533151289990201,True,all genetic population candidates,59,genetic_cfe,11,64125972,71125972,,512,disease_to_no_disease,,,,
6,64,384,64,62,284,0.059503782000319916,0.31281891099934,True,all genetic population candidates,59,genetic_cfe,11,64125972,71125972,,512,disease_to_no_disease,,,,
7,64,448,64,62,342,0.06061993900038942,0.3734388499997294,True,all genetic population candidates,59,genetic_cfe,11,64125972,71125972,,512,disease_to_no_disease,,,,
8,64,512,64,60,399,0.05997307899997395,0.4334119289997034,True,all genetic population candidates,59,genetic_cfe,11,64125972,71125972,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.1099188400003186,0.1099188400003186,True,final restart pool only,59,dice_gradient_style,11,64125972,71125972,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.1024652119995153,0.1024652119995153,True,final restart pool only,59,wachter_style,11,64125972,71125972,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,21,21,0.04398718900120002,0.04398718900120002,False,all independently sampled candidates,60,uniform_random,11,65125975,72125975,,512,disease_to_no_disease,,,,
2,64,128,64,24,45,0.045314205999602564,0.08930139500080259,False,all independently sampled candidates,60,uniform_random,11,65125975,72125975,,512,disease_to_no_disease,,,,
3,64,192,64,28,73,0.04739320699991367,0.13669460200071626,False,all independently sampled candidates,60,uniform_random,11,65125975,72125975,,512,disease_to_no_disease,,,,
4,64,256,64,28,101,0.04824060300052224,0.1849352050012385,False,all independently sampled candidates,60,uniform_random,11,65125975,72125975,,512,disease_to_no_disease,,,,
5,64,320,64,32,133,0.04730382500019914,0.23223903000143764,False,all independently sampled candidates,60,uniform_random,11,65125975,72125975,,512,disease_to_no_disease,,,,
6,64,384,64,28,161,0.048586662000161596,0.28082569200159924,False,all independently sampled candidates,60,uniform_random,11,65125975,72125975,,512,disease_to_no_disease,,,,
7,64,448,64,25,186,0.04698295499838423,0.32780864699998347,False,all independently sampled candidates,60,uniform_random,11,65125975,72125975,,512,disease_to_no_disease,,,,
8,64,512,64,23,209,0.04548263200013025,0.3732912790001137,False,all independently sampled candidates,60,uniform_random,11,65125975,72125975,,512,disease_to_no_disease,,,,
1,64,64,64,21,21,0.04438191100052791,0.04438191100052791,True,all genetic population candidates,60,genetic_cfe,11,65125975,72125975,,512,disease_to_no_disease,,,,
2,64,128,64,41,62,0.046325114999490324,0.09070702600001823,True,all genetic population candidates,60,genetic_cfe,11,65125975,72125975,,512,disease_to_no_disease,,,,
3,64,192,64,51,113,0.04863106700031494,0.13933809300033317,True,all genetic population candidates,60,genetic_cfe,11,65125975,72125975,,512,disease_to_no_disease,,,,
4,64,256,64,57,169,0.05251861199940322,0.1918567049997364,True,all genetic population candidates,60,genetic_cfe,11,65125975,72125975,,512,disease_to_no_disease,,,,
5,64,320,64,54,222,0.052995324000221444,0.24485202899995784,True,all genetic population candidates,60,genetic_cfe,11,65125975,72125975,,512,disease_to_no_disease,,,,
6,64,384,64,54,272,0.056975158000568626,0.30182718700052646,True,all genetic population candidates,60,genetic_cfe,11,65125975,72125975,,512,disease_to_no_disease,,,,
7,64,448,64,59,330,0.05797448699922825,0.3598016739997547,True,all genetic population candidates,60,genetic_cfe,11,65125975,72125975,,512,disease_to_no_disease,,,,
8,64,512,64,50,379,0.057376762000785675,0.4171784360005404,True,all genetic population candidates,60,genetic_cfe,11,65125975,72125975,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11435943400101678,0.11435943400101678,True,final restart pool only,60,dice_gradient_style,11,65125975,72125975,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10207026599891833,0.10207026599891833,True,final restart pool only,60,wachter_style,11,65125975,72125975,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,18,18,0.043640513000354986,0.043640513000354986,False,all independently sampled candidates,61,uniform_random,11,66125978,73125978,,512,disease_to_no_disease,,,,
2,64,128,64,23,41,0.043128427998453844,0.08676894099880883,False,all independently sampled candidates,61,uniform_random,11,66125978,73125978,,512,disease_to_no_disease,,,,
3,64,192,64,34,75,0.04524290800145536,0.1320118490002642,False,all independently sampled candidates,61,uniform_random,11,66125978,73125978,,512,disease_to_no_disease,,,,
4,64,256,64,28,103,0.04469940799936012,0.1767112569996243,False,all independently sampled candidates,61,uniform_random,11,66125978,73125978,,512,disease_to_no_disease,,,,
5,64,320,64,32,135,0.04578358899925661,0.22249484599888092,False,all independently sampled candidates,61,uniform_random,11,66125978,73125978,,512,disease_to_no_disease,,,,
6,64,384,64,29,164,0.04596972299987101,0.26846456899875193,False,all independently sampled candidates,61,uniform_random,11,66125978,73125978,,512,disease_to_no_disease,,,,
7,64,448,64,22,186,0.047480260000156704,0.31594482899890863,False,all independently sampled candidates,61,uniform_random,11,66125978,73125978,,512,disease_to_no_disease,,,,
8,64,512,63,31,217,0.048605761001454084,0.3645505900003627,False,all independently sampled candidates,61,uniform_random,11,66125978,73125978,,512,disease_to_no_disease,,,,
1,64,64,64,18,18,0.045310045999940485,0.045310045999940485,True,all genetic population candidates,61,genetic_cfe,11,66125978,73125978,,512,disease_to_no_disease,,,,
2,64,128,64,35,51,0.0453427840002405,0.09065283000018098,True,all genetic population candidates,61,genetic_cfe,11,66125978,73125978,,512,disease_to_no_disease,,,,
3,64,192,64,44,94,0.04571358099929057,0.13636641099947155,True,all genetic population candidates,61,genetic_cfe,11,66125978,73125978,,512,disease_to_no_disease,,,,
4,64,256,64,54,145,0.04950515200107475,0.1858715630005463,True,all genetic population candidates,61,genetic_cfe,11,66125978,73125978,,512,disease_to_no_disease,,,,
5,64,320,64,53,196,0.052781049998884555,0.23865261299943086,True,all genetic population candidates,61,genetic_cfe,11,66125978,73125978,,512,disease_to_no_disease,,,,
6,64,384,64,56,251,0.05555774000094971,0.29421035300038056,True,all genetic population candidates,61,genetic_cfe,11,66125978,73125978,,512,disease_to_no_disease,,,,
7,64,448,64,60,310,0.05653243999950064,0.3507427929998812,True,all genetic population candidates,61,genetic_cfe,11,66125978,73125978,,512,disease_to_no_disease,,,,
8,64,512,64,57,365,0.05883154199909768,0.4095743349989789,True,all genetic population candidates,61,genetic_cfe,11,66125978,73125978,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11082221099968592,0.11082221099968592,True,final restart pool only,61,dice_gradient_style,11,66125978,73125978,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10243445400010387,0.10243445400010387,True,final restart pool only,61,wachter_style,11,66125978,73125978,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,19,19,0.0547108520004258,0.0547108520004258,False,all independently sampled candidates,62,uniform_random,11,67125981,74125981,,512,disease_to_no_disease,,,,
2,64,128,64,21,40,0.059162710000236984,0.11387356200066279,False,all independently sampled candidates,62,uniform_random,11,67125981,74125981,,512,disease_to_no_disease,,,,
3,64,192,64,29,69,0.042895212000075844,0.15676877400073863,False,all independently sampled candidates,62,uniform_random,11,67125981,74125981,,512,disease_to_no_disease,,,,
4,64,256,64,31,100,0.04562102099953336,0.202389795000272,False,all independently sampled candidates,62,uniform_random,11,67125981,74125981,,512,disease_to_no_disease,,,,
5,64,320,64,23,123,0.04542639200008125,0.24781618700035324,False,all independently sampled candidates,62,uniform_random,11,67125981,74125981,,512,disease_to_no_disease,,,,
6,64,384,64,28,151,0.04700379600035376,0.294819983000707,False,all independently sampled candidates,62,uniform_random,11,67125981,74125981,,512,disease_to_no_disease,,,,
7,64,448,64,35,186,0.04867329099943163,0.3434932740001386,False,all independently sampled candidates,62,uniform_random,11,67125981,74125981,,512,disease_to_no_disease,,,,
8,64,512,64,36,222,0.04868795800030057,0.3921812320004392,False,all independently sampled candidates,62,uniform_random,11,67125981,74125981,,512,disease_to_no_disease,,,,
1,64,64,64,19,19,0.051995937999890884,0.051995937999890884,True,all genetic population candidates,62,genetic_cfe,11,67125981,74125981,,512,disease_to_no_disease,,,,
2,64,128,64,43,60,0.05410338900037459,0.10609932700026548,True,all genetic population candidates,62,genetic_cfe,11,67125981,74125981,,512,disease_to_no_disease,,,,
3,64,192,64,58,116,0.051727009000387625,0.1578263360006531,True,all genetic population candidates,62,genetic_cfe,11,67125981,74125981,,512,disease_to_no_disease,,,,
4,64,256,64,56,169,0.0515862489992287,0.2094125849998818,True,all genetic population candidates,62,genetic_cfe,11,67125981,74125981,,512,disease_to_no_disease,,,,
5,64,320,64,59,225,0.05528342199977487,0.2646960069996567,True,all genetic population candidates,62,genetic_cfe,11,67125981,74125981,,512,disease_to_no_disease,,,,
6,64,384,64,58,281,0.056551290001152665,0.32124729700080934,True,all genetic population candidates,62,genetic_cfe,11,67125981,74125981,,512,disease_to_no_disease,,,,
7,64,448,64,58,335,0.05953690099886444,0.3807841979996738,True,all genetic population candidates,62,genetic_cfe,11,67125981,74125981,,512,disease_to_no_disease,,,,
8,64,512,64,63,394,0.061229009999806294,0.4420132079994801,True,all genetic population candidates,62,genetic_cfe,11,67125981,74125981,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.1165587460000097,0.1165587460000097,True,final restart pool only,62,dice_gradient_style,11,67125981,74125981,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10441267500027607,0.10441267500027607,True,final restart pool only,62,wachter_style,11,67125981,74125981,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,14,14,0.04426753500047198,0.04426753500047198,False,all independently sampled candidates,63,uniform_random,11,68125984,75125984,,512,disease_to_no_disease,,,,
2,64,128,64,23,37,0.04249003999939305,0.08675757499986503,False,all independently sampled candidates,63,uniform_random,11,68125984,75125984,,512,disease_to_no_disease,,,,
3,64,192,64,23,60,0.04277669099974446,0.1295342659996095,False,all independently sampled candidates,63,uniform_random,11,68125984,75125984,,512,disease_to_no_disease,,,,
4,64,256,64,25,85,0.0459880720009096,0.17552233800051908,False,all independently sampled candidates,63,uniform_random,11,68125984,75125984,,512,disease_to_no_disease,,,,
5,64,320,64,19,104,0.044331138999041286,0.21985347699956037,False,all independently sampled candidates,63,uniform_random,11,68125984,75125984,,512,disease_to_no_disease,,,,
6,64,384,64,28,132,0.047905610999805504,0.2677590879993659,False,all independently sampled candidates,63,uniform_random,11,68125984,75125984,,512,disease_to_no_disease,,,,
7,64,448,64,23,155,0.04595927400077926,0.31371836200014513,False,all independently sampled candidates,63,uniform_random,11,68125984,75125984,,512,disease_to_no_disease,,,,
8,64,512,64,25,180,0.047628045998862945,0.3613464079990081,False,all independently sampled candidates,63,uniform_random,11,68125984,75125984,,512,disease_to_no_disease,,,,
1,64,64,64,14,14,0.043665404000421404,0.043665404000421404,True,all genetic population candidates,63,genetic_cfe,11,68125984,75125984,,512,disease_to_no_disease,,,,
2,64,128,64,29,40,0.043514680000953376,0.08718008400137478,True,all genetic population candidates,63,genetic_cfe,11,68125984,75125984,,512,disease_to_no_disease,,,,
3,64,192,64,51,87,0.04778946499936865,0.13496954900074343,True,all genetic population candidates,63,genetic_cfe,11,68125984,75125984,,512,disease_to_no_disease,,,,
4,64,256,64,53,137,0.0497503639999195,0.18471991300066293,True,all genetic population candidates,63,genetic_cfe,11,68125984,75125984,,512,disease_to_no_disease,,,,
5,64,320,64,58,190,0.051238214000477456,0.23595812700114038,True,all genetic population candidates,63,genetic_cfe,11,68125984,75125984,,512,disease_to_no_disease,,,,
6,64,384,64,49,232,0.051204360999690834,0.2871624880008312,True,all genetic population candidates,63,genetic_cfe,11,68125984,75125984,,512,disease_to_no_disease,,,,
7,64,448,64,52,281,0.060697016000631265,0.3478595040014625,True,all genetic population candidates,63,genetic_cfe,11,68125984,75125984,,512,disease_to_no_disease,,,,
8,64,512,64,53,332,0.05983461199866724,0.4076941160001297,True,all genetic population candidates,63,genetic_cfe,11,68125984,75125984,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.12018657500084373,0.12018657500084373,True,final restart pool only,63,dice_gradient_style,11,68125984,75125984,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10551780199966743,0.10551780199966743,True,final restart pool only,63,wachter_style,11,68125984,75125984,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,10,10,0.04297883999970509,0.04297883999970509,False,all independently sampled candidates,64,uniform_random,11,69125987,76125987,,512,disease_to_no_disease,,,,
2,64,128,64,17,27,0.04281073300080607,0.08578957300051115,False,all independently sampled candidates,64,uniform_random,11,69125987,76125987,,512,disease_to_no_disease,,,,
3,64,192,64,24,51,0.044677405998299946,0.1304669789988111,False,all independently sampled candidates,64,uniform_random,11,69125987,76125987,,512,disease_to_no_disease,,,,
4,64,256,64,29,80,0.04704311700152175,0.17751009600033285,False,all independently sampled candidates,64,uniform_random,11,69125987,76125987,,512,disease_to_no_disease,,,,
5,64,320,64,23,103,0.04370575599932636,0.2212158519996592,False,all independently sampled candidates,64,uniform_random,11,69125987,76125987,,512,disease_to_no_disease,,,,
6,64,384,64,26,129,0.04557102900071186,0.26678688100037107,False,all independently sampled candidates,64,uniform_random,11,69125987,76125987,,512,disease_to_no_disease,,,,
7,64,448,64,24,153,0.04674558699844056,0.3135324679988116,False,all independently sampled candidates,64,uniform_random,11,69125987,76125987,,512,disease_to_no_disease,,,,
8,64,512,64,35,188,0.04841711300105089,0.3619495809998625,False,all independently sampled candidates,64,uniform_random,11,69125987,76125987,,512,disease_to_no_disease,,,,
1,64,64,64,10,10,0.043825208998896414,0.043825208998896414,True,all genetic population candidates,64,genetic_cfe,11,69125987,76125987,,512,disease_to_no_disease,,,,
2,64,128,64,23,32,0.04776759600099467,0.09159280499989109,True,all genetic population candidates,64,genetic_cfe,11,69125987,76125987,,512,disease_to_no_disease,,,,
3,64,192,64,39,69,0.04726749099972949,0.13886029599962058,True,all genetic population candidates,64,genetic_cfe,11,69125987,76125987,,512,disease_to_no_disease,,,,
4,64,256,64,57,122,0.04842353300045943,0.18728382900008,True,all genetic population candidates,64,genetic_cfe,11,69125987,76125987,,512,disease_to_no_disease,,,,
5,64,320,64,56,176,0.05103380399850721,0.23831763299858721,True,all genetic population candidates,64,genetic_cfe,11,69125987,76125987,,512,disease_to_no_disease,,,,
6,64,384,64,54,226,0.052405377000468434,0.29072300999905565,True,all genetic population candidates,64,genetic_cfe,11,69125987,76125987,,512,disease_to_no_disease,,,,
7,64,448,64,59,281,0.057380297001145664,0.3481033070002013,True,all genetic population candidates,64,genetic_cfe,11,69125987,76125987,,512,disease_to_no_disease,,,,
8,64,512,64,58,337,0.059379125999839744,0.40748243300004106,True,all genetic population candidates,64,genetic_cfe,11,69125987,76125987,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.1175457120007195,0.1175457120007195,True,final restart pool only,64,dice_gradient_style,11,69125987,76125987,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10417111700007808,0.10417111700007808,True,final restart pool only,64,wachter_style,11,69125987,76125987,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,14,14,0.044591604000743246,0.044591604000743246,False,all independently sampled candidates,65,uniform_random,11,70125990,77125990,,512,disease_to_no_disease,,,,
2,64,128,64,16,30,0.04422679399976914,0.08881839800051239,False,all independently sampled candidates,65,uniform_random,11,70125990,77125990,,512,disease_to_no_disease,,,,
3,64,192,64,23,53,0.04392913899937412,0.1327475369998865,False,all independently sampled candidates,65,uniform_random,11,70125990,77125990,,512,disease_to_no_disease,,,,
4,64,256,64,24,77,0.04566025299936882,0.17840778999925533,False,all independently sampled candidates,65,uniform_random,11,70125990,77125990,,512,disease_to_no_disease,,,,
5,64,320,64,27,104,0.04422658700059401,0.22263437699984934,False,all independently sampled candidates,65,uniform_random,11,70125990,77125990,,512,disease_to_no_disease,,,,
6,64,384,64,22,126,0.04605753999931039,0.26869191699915973,False,all independently sampled candidates,65,uniform_random,11,70125990,77125990,,512,disease_to_no_disease,,,,
7,64,448,64,26,152,0.0475841000006767,0.31627601699983643,False,all independently sampled candidates,65,uniform_random,11,70125990,77125990,,512,disease_to_no_disease,,,,
8,64,512,64,30,182,0.04649118800080032,0.36276720500063675,False,all independently sampled candidates,65,uniform_random,11,70125990,77125990,,512,disease_to_no_disease,,,,
1,64,64,64,14,14,0.04461309100042854,0.04461309100042854,True,all genetic population candidates,65,genetic_cfe,11,70125990,77125990,,512,disease_to_no_disease,,,,
2,64,128,64,37,50,0.045097617999999784,0.08971070900042832,True,all genetic population candidates,65,genetic_cfe,11,70125990,77125990,,512,disease_to_no_disease,,,,
3,64,192,64,48,97,0.048281684999892605,0.13799239400032093,True,all genetic population candidates,65,genetic_cfe,11,70125990,77125990,,512,disease_to_no_disease,,,,
4,64,256,64,60,156,0.05079125599877443,0.18878364999909536,True,all genetic population candidates,65,genetic_cfe,11,70125990,77125990,,512,disease_to_no_disease,,,,
5,64,320,64,52,208,0.05447721100063063,0.243260860999726,True,all genetic population candidates,65,genetic_cfe,11,70125990,77125990,,512,disease_to_no_disease,,,,
6,64,384,64,60,265,0.05949001800036058,0.30275087900008657,True,all genetic population candidates,65,genetic_cfe,11,70125990,77125990,,512,disease_to_no_disease,,,,
7,64,448,64,55,317,0.05938390600022103,0.3621347850003076,True,all genetic population candidates,65,genetic_cfe,11,70125990,77125990,,512,disease_to_no_disease,,,,
8,64,512,64,58,373,0.05956251499992504,0.42169730000023264,True,all genetic population candidates,65,genetic_cfe,11,70125990,77125990,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.12516796100135252,0.12516796100135252,True,final restart pool only,65,dice_gradient_style,11,70125990,77125990,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10542484100005822,0.10542484100005822,True,final restart pool only,65,wachter_style,11,70125990,77125990,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,17,17,0.04241549099970143,0.04241549099970143,False,all independently sampled candidates,66,uniform_random,11,71125993,78125993,,512,disease_to_no_disease,,,,
2,64,128,64,22,39,0.04416627200043877,0.0865817630001402,False,all independently sampled candidates,66,uniform_random,11,71125993,78125993,,512,disease_to_no_disease,,,,
3,64,192,64,20,59,0.044145554000351694,0.1307273170004919,False,all independently sampled candidates,66,uniform_random,11,71125993,78125993,,512,disease_to_no_disease,,,,
4,64,256,64,20,79,0.044379126999047,0.1751064439995389,False,all independently sampled candidates,66,uniform_random,11,71125993,78125993,,512,disease_to_no_disease,,,,
5,64,320,64,26,105,0.044352838000122574,0.21945928199966147,False,all independently sampled candidates,66,uniform_random,11,71125993,78125993,,512,disease_to_no_disease,,,,
6,64,384,64,29,134,0.04517349399975501,0.2646327759994165,False,all independently sampled candidates,66,uniform_random,11,71125993,78125993,,512,disease_to_no_disease,,,,
7,64,448,64,25,159,0.04720673800147779,0.31183951400089427,False,all independently sampled candidates,66,uniform_random,11,71125993,78125993,,512,disease_to_no_disease,,,,
8,64,512,64,35,194,0.04806585899859783,0.3599053729994921,False,all independently sampled candidates,66,uniform_random,11,71125993,78125993,,512,disease_to_no_disease,,,,
1,64,64,64,17,17,0.04330035899874929,0.04330035899874929,True,all genetic population candidates,66,genetic_cfe,11,71125993,78125993,,512,disease_to_no_disease,,,,
2,64,128,64,38,50,0.0441209760010679,0.08742133499981719,True,all genetic population candidates,66,genetic_cfe,11,71125993,78125993,,512,disease_to_no_disease,,,,
3,64,192,64,47,94,0.04745640100009041,0.1348777359999076,True,all genetic population candidates,66,genetic_cfe,11,71125993,78125993,,512,disease_to_no_disease,,,,
4,64,256,64,53,145,0.05163522200018633,0.18651295800009393,True,all genetic population candidates,66,genetic_cfe,11,71125993,78125993,,512,disease_to_no_disease,,,,
5,64,320,64,61,201,0.05209597099928942,0.23860892899938335,True,all genetic population candidates,66,genetic_cfe,11,71125993,78125993,,512,disease_to_no_disease,,,,
6,64,384,64,56,251,0.052646313000877853,0.2912552420002612,True,all genetic population candidates,66,genetic_cfe,11,71125993,78125993,,512,disease_to_no_disease,,,,
7,64,448,64,58,308,0.06067787499887345,0.35193311699913465,True,all genetic population candidates,66,genetic_cfe,11,71125993,78125993,,512,disease_to_no_disease,,,,
8,64,512,64,60,362,0.06005219200051215,0.4119853089996468,True,all genetic population candidates,66,genetic_cfe,11,71125993,78125993,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11762952100070834,0.11762952100070834,True,final restart pool only,66,dice_gradient_style,11,71125993,78125993,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.1141231860001426,0.1141231860001426,True,final restart pool only,66,wachter_style,11,71125993,78125993,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,4,4,0.043425427000329364,0.043425427000329364,False,all independently sampled candidates,67,uniform_random,11,72125996,79125996,,512,disease_to_no_disease,,,,
2,64,128,64,18,22,0.043869176999578485,0.08729460399990785,False,all independently sampled candidates,67,uniform_random,11,72125996,79125996,,512,disease_to_no_disease,,,,
3,64,192,64,17,39,0.04326257600041572,0.13055718000032357,False,all independently sampled candidates,67,uniform_random,11,72125996,79125996,,512,disease_to_no_disease,,,,
4,64,256,64,22,61,0.045544045000497135,0.1761012250008207,False,all independently sampled candidates,67,uniform_random,11,72125996,79125996,,512,disease_to_no_disease,,,,
5,64,320,64,21,82,0.04471952600033546,0.22082075100115617,False,all independently sampled candidates,67,uniform_random,11,72125996,79125996,,512,disease_to_no_disease,,,,
6,64,384,64,12,94,0.04551805399933073,0.2663388050004869,False,all independently sampled candidates,67,uniform_random,11,72125996,79125996,,512,disease_to_no_disease,,,,
7,64,448,63,19,113,0.046674445999087766,0.31301325099957467,False,all independently sampled candidates,67,uniform_random,11,72125996,79125996,,512,disease_to_no_disease,,,,
8,64,512,64,19,132,0.04710512100064079,0.36011837200021546,False,all independently sampled candidates,67,uniform_random,11,72125996,79125996,,512,disease_to_no_disease,,,,
1,64,64,64,4,4,0.043914060001043254,0.043914060001043254,True,all genetic population candidates,67,genetic_cfe,11,72125996,79125996,,512,disease_to_no_disease,,,,
2,64,128,64,24,27,0.04541610100022808,0.08933016100127134,True,all genetic population candidates,67,genetic_cfe,11,72125996,79125996,,512,disease_to_no_disease,,,,
3,64,192,64,49,74,0.04579369199927896,0.1351238530005503,True,all genetic population candidates,67,genetic_cfe,11,72125996,79125996,,512,disease_to_no_disease,,,,
4,64,256,64,56,126,0.04804749200047809,0.18317134500102839,True,all genetic population candidates,67,genetic_cfe,11,72125996,79125996,,512,disease_to_no_disease,,,,
5,64,320,64,57,182,0.050847086999056046,0.23401843200008443,True,all genetic population candidates,67,genetic_cfe,11,72125996,79125996,,512,disease_to_no_disease,,,,
6,64,384,64,58,238,0.053632254001058755,0.2876506860011432,True,all genetic population candidates,67,genetic_cfe,11,72125996,79125996,,512,disease_to_no_disease,,,,
7,64,448,64,60,296,0.05516613399959169,0.3428168200007349,True,all genetic population candidates,67,genetic_cfe,11,72125996,79125996,,512,disease_to_no_disease,,,,
8,64,512,64,57,353,0.05841545699877315,0.40123227699950803,True,all genetic population candidates,67,genetic_cfe,11,72125996,79125996,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.1211086149996845,0.1211086149996845,True,final restart pool only,67,dice_gradient_style,11,72125996,79125996,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10900365099951159,0.10900365099951159,True,final restart pool only,67,wachter_style,11,72125996,79125996,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,12,12,0.043136624999533524,0.043136624999533524,False,all independently sampled candidates,68,uniform_random,11,73125999,80125999,,512,disease_to_no_disease,,,,
2,64,128,64,12,24,0.043776709000667324,0.08691333400020085,False,all independently sampled candidates,68,uniform_random,11,73125999,80125999,,512,disease_to_no_disease,,,,
3,64,192,64,16,40,0.04275510499974189,0.12966843899994274,False,all independently sampled candidates,68,uniform_random,11,73125999,80125999,,512,disease_to_no_disease,,,,
4,64,256,64,22,62,0.044670602001133375,0.1743390410010761,False,all independently sampled candidates,68,uniform_random,11,73125999,80125999,,512,disease_to_no_disease,,,,
5,64,320,63,24,86,0.045454916999005945,0.21979395800008206,False,all independently sampled candidates,68,uniform_random,11,73125999,80125999,,512,disease_to_no_disease,,,,
6,64,384,64,20,106,0.045146452999688336,0.2649404109997704,False,all independently sampled candidates,68,uniform_random,11,73125999,80125999,,512,disease_to_no_disease,,,,
