seed,selected_epoch,original_probability_threshold,absorbed_logit_threshold,accuracy,precision,recall,f1,f2,roc_auc,pr_auc,specificity,negative_predictive_value,false_positive_rate,false_negative_rate,gmean_sensitivity_specificity,balanced_accuracy,mcc,prevalence,predicted_positive_rate,tn,fp,fn,tp,canonical_for_cfe
55,48,0.42836540412902835,-0.28852338952966905,0.8771281553143172,0.27478784560635094,0.478273299028016,0.3490385618415105,0.41657675005394995,0.8391716737638617,0.29431646370957343,0.9066315166210844,0.9591713461151257,0.09336848337891561,0.521726700971984,0.6584965045139872,0.6924524078245502,0.30008668674062744,0.06887544138302201,0.11987897244719813,128622,13246,5475,5019,True
