dataset,source_csv_rows,usable_model_rows,dropped_rows,class_0,class_1,class_count_sum,counts_match_usable_rows,raw_predictors,processed_he_inputs,split_kind
heartplus,764927,761862,3065,709381,52481,761862,True,17,23,exact-feature-group-disjoint
