method,method_label,candidate_budget,mean_target_logit_margin,proximity,sparsity,group_sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,changed_set_dice
countergan_one_shot,CounterGAN one-shot,128,0.8985281567456338,0.15540666069527656,0.3656999881612618,0.3656999881612618,0.024412330913577043,0.3874082978364757,0.3874082978364757,0.29744385706089665,0.5475630276206869,0.9441191273451348,0.9441191273451348,0.9963842414972186
countergan_one_shot,CounterGAN one-shot,256,0.9013888453599868,0.15450643826205535,0.3681338961287326,0.3681338961287326,0.02451991578564048,0.3862934451054514,0.3862934451054514,0.3081081468732071,0.555259568887796,0.9494353313214967,0.9494353313214967,0.9962478440515421
countergan_one_shot,CounterGAN one-shot,512,0.874768267678363,0.15435361432443773,0.3715621063240111,0.3715621063240111,0.025755564511443178,0.38590734471270266,0.38590734471270266,0.30675831443688584,0.5502588813303099,0.9437018760294622,0.9437018760294622,0.9957178698013782
countergan_one_shot,CounterGAN one-shot,1024,0.8586861123641332,0.15401709773799493,0.3702666498698245,0.3702666498698245,0.02855798443114119,0.3865471729467202,0.3865471729467202,0.30392479213907786,0.5531360544217687,0.94319990567117,0.94319990567117,0.9960528292805079
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,0.704393001220056,0.1344556187935135,0.46784275803136965,0.46784275803136965,0.05422306093026639,0.37685905765626404,0.37685905765626404,0.33993911018222556,0.536367442559353,0.9287124514378358,0.9287124514378358,0.9964954621746606
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,0.49624394018326207,0.11711298707252127,0.5414570352874088,0.5414570352874088,0.06360998985529247,0.3650264726385293,0.3650264726385293,0.45635792411473675,0.5369824684823918,0.9186237506704914,0.9186237506704914,0.9951313321481432
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,0.39268648771917297,0.10620814372451629,0.6157339474089609,0.6157339474089609,0.06512290177810093,0.3482811644954136,0.3482811644954136,0.5656589674707218,0.5341048895622471,0.913209193369036,0.913209193369036,0.9909179640849142
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,0.37071554544241003,0.10481941165696634,0.6239770155293671,0.6239770155293671,0.06599052480162144,0.34778934265427575,0.34778934265427575,0.5583799925345279,0.5343991628006186,0.9128081471258287,0.9128081471258287,0.9907244732095132
dice_gradient_style,Custom DiCE-style gradient,128,0.23710867762565613,0.016187596522892516,0.7314814814814816,0.7314814814814816,0.0,0.22843229236438506,0.22843229236438506,0.9166666666666667,0.4333333333333333,1.0,1.0,0.9659722222222222
dice_gradient_style,Custom DiCE-style gradient,256,0.3175172457098961,0.02394263884052634,0.6383333333333334,0.6383333333333334,0.004221829939633608,0.2718531676158297,0.2718531676158297,0.8400000000000001,0.48700000000000004,0.98,0.98,0.9926071428571429
dice_gradient_style,Custom DiCE-style gradient,512,0.5118680799363973,0.08611490347766058,0.46212726390860326,0.46212726390860326,0.046420959366744834,0.3404643640811087,0.3404643640811087,0.6478791148962647,0.5118451165684731,0.9182371983092896,0.9182371983092896,0.993883828291276
dice_gradient_style,Custom DiCE-style gradient,1024,0.6539756838749538,0.10042714772688208,0.4729538154352165,0.4729538154352165,0.05190799608068777,0.370011068762203,0.370011068762203,0.4592746865682872,0.5209000717938107,0.944514930362901,0.944514930362901,0.9943623051676989
genetic_cfe,Budget-matched genetic CFE,128,0.26219980561962497,0.028981889371210948,0.676013770180437,0.676013770180437,0.02166293018664687,0.29136780365802467,0.29136780365802467,0.7957692307692308,0.48374786324786323,0.9423442179852436,0.9423442179852436,0.9785596001221001
genetic_cfe,Budget-matched genetic CFE,256,0.27697131623114857,0.032702131618169095,0.6645518392542202,0.6645518392542202,0.02848601589600245,0.29986054035931037,0.29986054035931037,0.7860827664399093,0.48801587301587307,0.9494071275680471,0.9494071275680471,0.9843315719144801
genetic_cfe,Budget-matched genetic CFE,512,0.2687671171566147,0.0433370509313475,0.6448835655277405,0.6448835655277405,0.028081979349473332,0.33204042948778395,0.33204042948778395,0.6739500661375661,0.49683541617310273,0.9130841391156197,0.9130841391156197,0.9796274455736447
genetic_cfe,Budget-matched genetic CFE,1024,0.2728070278873148,0.05236202041240043,0.653931712207968,0.653931712207968,0.02871376204585601,0.33479821267316695,0.33479821267316695,0.6785577820359499,0.5078164297492208,0.9308846172248589,0.9308846172248589,0.9787753465830095
proposed_countergan,CounterGAN + iterative black-box search,128,0.8985281567456338,0.15540666069527656,0.3656999881612618,0.3656999881612618,0.024412330913577043,0.3874082978364757,0.3874082978364757,0.29744385706089665,0.5475630276206869,0.9441191273451348,0.9441191273451348,0.9963842414972186
proposed_countergan,CounterGAN + iterative black-box search,256,0.7709884227848225,0.15707317669847493,0.341466494202936,0.341466494202936,0.039772676862889995,0.38423008268803116,0.38423008268803116,0.36645423304649494,0.5547141185534042,0.9241921639504899,0.9241921639504899,0.9965875798507038
proposed_countergan,CounterGAN + iterative black-box search,512,0.7723475954816166,0.15721484057630974,0.3370927221547789,0.3370927221547789,0.04347784825412705,0.38297212809128334,0.38297212809128334,0.40553792774537456,0.5533172458172457,0.9241902030603424,0.9241902030603424,0.9955153300346651
proposed_countergan,CounterGAN + iterative black-box search,1024,0.7550822803382742,0.16002389009350515,0.33219837738686947,0.33219837738686947,0.0441784881967779,0.38734127034431654,0.38734127034431654,0.37758596809936096,0.5600564477685014,0.9251181487515736,0.9251181487515736,0.9956207327423664
proposed_dp_eps16_sparse_diverse,Unified DP-CounterGAN epsilon=16 + counted sparse-diverse search,128,0.5359013331775693,0.11702401445472035,0.4885401487968538,0.4885401487968538,0.047815969686998035,0.327823301485426,0.327823301485426,0.732196223316913,0.5179110563765735,0.935523140384813,0.935523140384813,0.9959749438321861
proposed_dp_eps16_sparse_diverse,Unified DP-CounterGAN epsilon=16 + counted sparse-diverse search,256,0.4523371411544317,0.10659968931744188,0.5602076146222972,0.5602076146222972,0.06109664520483023,0.34376327670293183,0.34376327670293183,0.647827998720856,0.5342681623931624,0.914400917930243,0.914400917930243,0.994189017368644
proposed_dp_eps16_sparse_diverse,Unified DP-CounterGAN epsilon=16 + counted sparse-diverse search,512,0.38530408941883215,0.09626785078799326,0.6309435402994332,0.6309435402994332,0.061644998660628024,0.3324889390347655,0.3324889390347655,0.6436078732568296,0.5306126572492796,0.9082056429970234,0.9082056429970234,0.9900423220462667
proposed_dp_eps16_sparse_diverse,Unified DP-CounterGAN epsilon=16 + counted sparse-diverse search,1024,0.37062049670831776,0.09713961450403095,0.6421905903938636,0.6421905903938636,0.061495366809282345,0.33737409655140016,0.33737409655140016,0.5832063605011897,0.5369688789494292,0.9135867566613057,0.9135867566613057,0.990687424602541
proposed_dp_eps2_sparse_diverse,Unified DP-CounterGAN epsilon=2 + counted sparse-diverse search,128,0.5064110335154797,0.10736930749979814,0.5411072287776377,0.5411072287776377,0.05526209517913096,0.32093255463713277,0.32093255463713277,0.7424752739909115,0.5200973235235464,0.9326202216264804,0.9326202216264804,0.9943624086221453
proposed_dp_eps2_sparse_diverse,Unified DP-CounterGAN epsilon=2 + counted sparse-diverse search,256,0.4371336802188963,0.10036843464521994,0.5976785181087536,0.5976785181087536,0.05820516215194278,0.3182403129641281,0.3182403129641281,0.6804118187616569,0.5269075429321097,0.9301398578777601,0.9301398578777601,0.9931796694046315
proposed_dp_eps2_sparse_diverse,Unified DP-CounterGAN epsilon=2 + counted sparse-diverse search,512,0.37652048382621545,0.0955820308732135,0.6417168633835301,0.6417168633835301,0.06103523520773256,0.3312957299021152,0.3312957299021152,0.6450549450549451,0.5242423687423687,0.9182922883188135,0.9182922883188135,0.9899704381309236
proposed_dp_eps2_sparse_diverse,Unified DP-CounterGAN epsilon=2 + counted sparse-diverse search,1024,0.36069193393173193,0.09549917977156067,0.6456864436081762,0.6456864436081762,0.06023975823072456,0.3375867161378512,0.3375867161378512,0.6200388985381386,0.5306796931538573,0.9224609070720589,0.9224609070720589,0.9899829055611731
proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,128,0.5298527729585125,0.10490266313584355,0.542996521126011,0.542996521126011,0.051103337403606286,0.32162418651930247,0.32162418651930247,0.722395049375114,0.5146877993295019,0.9344709370181279,0.9344709370181279,0.9954318270310074
proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,256,0.44211098851922614,0.09870425941381644,0.5944953316084269,0.5944953316084269,0.059753386242120725,0.32835154942557054,0.32835154942557054,0.7109401709401709,0.5274931972789116,0.9102601412979398,0.9102601412979398,0.993118404650227
proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,512,0.3839849447360733,0.09199173355372725,0.6442531881698549,0.6442531881698549,0.06083253702640042,0.32874914182103904,0.32874914182103904,0.6721572039072039,0.5195712454212456,0.9140779163856088,0.9140779163856088,0.9900545911311749
proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,1024,0.35078747273736993,0.0958216249840872,0.6431272280385756,0.6431272280385756,0.060391615059631545,0.33615181889003887,0.33615181889003887,0.6011870989530563,0.5308630530226275,0.9064066904646615,0.9064066904646615,0.9901977795221452
proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,128,0.5806799822777456,0.11372529113807991,0.5148642352563921,0.5148642352563921,0.051586737110214755,0.3170852626089898,0.3170852626089898,0.7484708428826076,0.5130866225277989,0.9337822480117643,0.9337822480117643,0.9953697365220218
proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,256,0.46419041072642736,0.10767452416202947,0.559865449622394,0.559865449622394,0.056943916983479434,0.32450182594973104,0.32450182594973104,0.6464478766934124,0.5240250341589627,0.9196818973344173,0.9196818973344173,0.9946580747240579
proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,512,0.39834091680274425,0.09624007323501912,0.6342671316566542,0.6342671316566542,0.0595362945138666,0.32758783607723385,0.32758783607723385,0.6220939539988007,0.5353565771758929,0.917466395055367,0.917466395055367,0.9906795916838531
proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,1024,0.3701003500596773,0.09571181596825247,0.6461292372385036,0.6461292372385036,0.06181018004473122,0.3359567163075634,0.3359567163075634,0.6260715038703654,0.5228172218708272,0.9128382787333911,0.9128382787333911,0.9902195150914528
