method,direction,candidate_budget,success_rate,rounds_to_k_or_cap,time_to_k_or_cap,candidates_to_k_or_cap,K
dice_gradient_style,disease_to_no_disease,1024,0.03,1.0,0.13076307949008878,1024.0,10
dice_gradient_style,no_disease_to_disease,128,0.0,1.0,0.020188862149980197,128.0,10
dice_gradient_style,no_disease_to_disease,256,0.0,1.0,0.03641119444000651,256.0,10
dice_gradient_style,no_disease_to_disease,512,0.0,1.0,0.06763272855995638,512.0,10
dice_gradient_style,no_disease_to_disease,1024,0.0,1.0,0.13076029511001253,1024.0,10
genetic_cfe,disease_to_no_disease,128,0.0,1.0,0.00631500646004497,128.0,10
genetic_cfe,disease_to_no_disease,256,0.01,2.0,0.012910327280005731,256.0,10
genetic_cfe,disease_to_no_disease,512,0.03,3.96,0.026526035360020614,506.88,10
genetic_cfe,disease_to_no_disease,1024,0.3,7.37,0.052351211199975295,943.36,10
genetic_cfe,no_disease_to_disease,128,0.0,1.0,0.006171704400012459,128.0,10
genetic_cfe,no_disease_to_disease,256,0.0,2.0,0.012518598840115374,256.0,10
genetic_cfe,no_disease_to_disease,512,0.05,4.0,0.025471250259952286,512.0,10
genetic_cfe,no_disease_to_disease,1024,0.12,7.79,0.050746173900006394,997.12,10
proposed_countergan,disease_to_no_disease,128,0.0,1.0,0.009297867690047496,128.0,10
proposed_countergan,disease_to_no_disease,256,0.03,2.0,0.019111439319967758,256.0,10
proposed_countergan,disease_to_no_disease,512,0.6,3.71,0.034903998520030656,474.88,10
proposed_countergan,disease_to_no_disease,1024,0.84,4.75,0.04683109919002163,608.0,10
proposed_countergan,no_disease_to_disease,128,0.0,1.0,0.00900630716001615,128.0,10
proposed_countergan,no_disease_to_disease,256,0.08,2.0,0.017537192939944362,256.0,10
proposed_countergan,no_disease_to_disease,512,0.41,3.66,0.031659547820027,468.48,10
proposed_countergan,no_disease_to_disease,1024,0.51,5.8,0.04900566792000973,742.4,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,128,0.23,1.0,0.019382241470038933,128.0,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,256,0.73,1.77,0.04009667428997091,226.56,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,512,0.84,2.26,0.051845601610020824,289.28,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,1024,0.9,2.7,0.05849424429994542,345.6,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,128,0.02,1.0,0.015398213080015922,128.0,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,256,0.18,1.97,0.03166539195999576,252.16,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,512,0.35,3.53,0.05837478836000628,451.84,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,1024,0.47,6.0,0.09878727908999281,768.0,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,128,0.43,1.0,0.023160307479965923,128.0,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,256,0.77,1.6,0.03887910114996885,204.8,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,512,0.85,2.03,0.04752275286995428,259.84,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,1024,0.88,2.58,0.0570918041099776,330.24,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,128,0.07,1.0,0.016875259980024565,128.0,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,256,0.25,1.93,0.03457608809002522,247.04,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,512,0.42,3.33,0.06102274707005563,426.24,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,1024,0.53,5.44,0.09473274081999988,696.32,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,128,0.33,1.0,0.02043723694999244,128.0,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,256,0.76,1.66,0.03798618970001371,212.48,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,512,0.84,2.08,0.04578201676999925,266.24,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,1024,0.88,2.65,0.058874344350015234,339.2,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,128,0.04,1.0,0.01585592161997738,128.0,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,256,0.15,1.95,0.032582743879975166,249.6,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,512,0.34,3.51,0.0589082907899774,449.28,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,1024,0.47,5.8,0.09496687817000747,742.4,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,128,0.3,1.0,0.019472029360040322,128.0,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,256,0.76,1.74,0.04052584499997465,222.72,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,512,0.84,2.1,0.04709147177002706,268.8,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,1024,0.89,2.61,0.05698531936001018,334.08,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,128,0.03,1.0,0.014963851690044976,128.0,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,256,0.22,1.97,0.032927920940082914,252.16,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,512,0.4,3.5,0.05942834561998098,448.0,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,1024,0.49,5.88,0.09978286702998958,752.64,10
uniform_random,disease_to_no_disease,128,0.0,1.0,0.006292620679960237,128.0,10
uniform_random,disease_to_no_disease,256,0.04,2.0,0.012591007200053355,256.0,10
uniform_random,disease_to_no_disease,512,0.3,3.8,0.023899304240021593,486.4,10
uniform_random,disease_to_no_disease,1024,0.57,6.15,0.041167674229991465,787.2,10
uniform_random,no_disease_to_disease,128,0.0,1.0,0.006248061910018805,128.0,10
uniform_random,no_disease_to_disease,256,0.01,2.0,0.012312568780025686,256.0,10
uniform_random,no_disease_to_disease,512,0.14,3.91,0.02392264081002395,500.48,10
uniform_random,no_disease_to_disease,1024,0.17,7.33,0.044524121270032996,938.24,10
wachter_style,disease_to_no_disease,128,0.0,1.0,0.018235655530043006,128.0,10
wachter_style,disease_to_no_disease,256,0.0,1.0,0.03207740046998879,256.0,10
wachter_style,disease_to_no_disease,512,0.03,1.0,0.05892738213001394,512.0,10
wachter_style,disease_to_no_disease,1024,0.03,1.0,0.11198890419994313,1024.0,10
wachter_style,no_disease_to_disease,128,0.0,1.0,0.018130655739978466,128.0,10
wachter_style,no_disease_to_disease,256,0.0,1.0,0.03197771059000843,256.0,10
wachter_style,no_disease_to_disease,512,0.0,1.0,0.05937379686002714,512.0,10
wachter_style,no_disease_to_disease,1024,0.0,1.0,0.11286822125000981,1024.0,10
