dataset,protocol,profile,epsilon_panel,candidate_budget,k,population,maximum_rounds,group_off_threshold,feature_off_threshold,mmr_weight,proximity_weight,sparsity_weight,base_fraction,selection_rule,selection_fallback,selection_scope,population_selection_scope,population_yield_tolerance,outer_test_used_for_selection,search_plausibility_source,raw_training_knn_used_during_dp_search,discriminator_released_or_queried_at_inference,pruning_stage,full_budget_then_mmr
heartplus,Q1_V55_GENERATOR_ONLY_ONE_SEED_PAPER,balanced,"[16, 8, 4, 2]",1024,10,128,8,0.06,0.03,4.0,0.15,0.45,0.5,"inner macro noninferiority gates, then utility/sparse/diverse/robust score; direction gap is reported but not optimized",False,inner validation only,prospectively frozen from V5.4 inner validation plus HE round cost,0.02,False,none; generator-only deployment,False,False,inside search before counted oracle call,True
