query_id,query_group_id,local_test_index,method,method_label,method_seed,run_seed,robustness_seed,generator_training_seed,search_plausibility_source,candidate_budget,direction,difficulty_stratum,query_class,desired_class,query_probability,absolute_query_logit,returned,reference_valid_returned,returned_validity,conditional_returned_validity,valid_cfe_yield_at_k,completeness_at_k,coverage_at_1,full_k_success,proximity,sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,fidelity_oracle_evaluations,constraint_validity,mean_target_logit_margin,minimum_target_logit_margin,robust_validity,robust_cfe_fraction_95,robust_completeness_at_k,robust_full_k_success,changed_set_dice,runtime_seconds,generation_time_to_k_or_cap_seconds,time_to_full_k_seconds,time_per_returned_cfe_seconds,candidate_evaluations,candidate_throughput_per_second,rounds_used,k1_achieved,rounds_to_k1,rounds_to_k1_or_cap,candidates_to_k1,candidates_to_k1_or_cap,time_to_k1_seconds,time_to_k1_or_cap_seconds,k3_achieved,rounds_to_k3,rounds_to_k3_or_cap,candidates_to_k3,candidates_to_k3_or_cap,time_to_k3_seconds,time_to_k3_or_cap_seconds,k5_achieved,rounds_to_k5,rounds_to_k5_or_cap,candidates_to_k5,candidates_to_k5_or_cap,time_to_k5_seconds,time_to_k5_or_cap_seconds,k10_achieved,rounds_to_k10,rounds_to_k10_or_cap,candidates_to_k10,candidates_to_k10_or_cap,time_to_k10_seconds,time_to_k10_or_cap_seconds,group_sparsity
0,225881163819431823,3705,uniform_random,Uniform constrained random,11,10249379,17249379,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.6028718948364258,0.4174458384513855,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.04656517133116722,0.5888888888888889,0.04653235152363777,0.3872150124343509,0.3872150124343509,0.6,0.8400000000000001,0.7878787878787878,0.7878787878787878,81,1.0,0.3427596688270569,0.19821155071258545,1.0,1.0,1.0,1.0,0.9853968253968255,0.05304863299988938,0.05304863299988938,0.05304863299988938,0.005304863299988938,1024,19303.0421726821,8,1.0,1.0,1.0,128.0,128.0,0.006489784000223153,0.006489784000223153,1.0,3.0,3.0,384.0,384.0,0.01891242500005319,0.01891242500005319,1.0,4.0,4.0,512.0,512.0,0.025119660000200383,0.025119660000200383,1.0,5.0,5.0,640.0,640.0,0.03196119099993666,0.03196119099993666,0.5888888888888889
0,225881163819431823,3705,genetic_cfe,Budget-matched genetic CFE,11,10249379,17249379,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.6028718948364258,0.4174458384513855,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.03601110726594925,0.7666666666666667,0.024770177900791168,0.32962255324227757,0.32962255324227757,1.0,0.8200000000000001,1.0,1.0,81,1.0,0.5287574529647827,0.42326048016548157,1.0,1.0,1.0,1.0,0.9357142857142857,0.0628135500001008,0.0628135500001008,0.0628135500001008,0.00628135500001008,1024,16302.215047523292,8,1.0,1.0,1.0,128.0,128.0,0.006870917000014742,0.006870917000014742,1.0,4.0,4.0,512.0,512.0,0.02614169899970875,0.02614169899970875,1.0,4.0,4.0,512.0,512.0,0.02614169899970875,0.02614169899970875,1.0,5.0,5.0,640.0,640.0,0.03412494799977139,0.03412494799977139,0.7666666666666667
0,225881163819431823,3705,dice_gradient_style,Custom DiCE-style gradient,11,10249379,17249379,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.6028718948364258,0.4174458384513855,5,5,1.0,1.0,0.5,0.5,1.0,0.0,0.09330414235591888,0.4444444444444445,0.0739067941904068,0.39315116600857875,0.39315116600857875,0.0,0.76,0.9259259259259259,0.9259259259259259,66,1.0,1.0390127897262573,0.16569873690605164,1.0,1.0,0.5,0.0,0.9881944444444445,0.13929142599954503,0.13929142599954503,,0.027858285199909006,1024,7351.493407809213,1,1.0,1.0,1.0,1024.0,1024.0,0.13929142599954503,0.13929142599954503,1.0,1.0,1.0,1024.0,1024.0,0.13929142599954503,0.13929142599954503,1.0,1.0,1.0,1024.0,1024.0,0.13929142599954503,0.13929142599954503,0.0,,1.0,,1024.0,,0.13929142599954503,0.4444444444444445
0,225881163819431823,3705,wachter_style,Custom Wachter-style gradient,11,10249379,17249379,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.6028718948364258,0.4174458384513855,5,5,1.0,1.0,0.5,0.5,1.0,0.0,0.09424042701721191,0.4444444444444445,0.07353043556213379,0.3964122332817275,0.3964122332817275,0.0,0.8,0.9259259259259259,0.9259259259259259,66,1.0,1.0428855419158936,0.16463840007781982,1.0,1.0,0.5,0.0,0.9972222222222221,0.12418876499941689,0.12418876499941689,,0.02483775299988338,1024,8245.51238596187,1,1.0,1.0,1.0,1024.0,1024.0,0.12418876499941689,0.12418876499941689,1.0,1.0,1.0,1024.0,1024.0,0.12418876499941689,0.12418876499941689,1.0,1.0,1.0,1024.0,1024.0,0.12418876499941689,0.12418876499941689,0.0,,1.0,,1024.0,,0.12418876499941689,0.4444444444444445
1,1126612199362461706,7725,uniform_random,Uniform constrained random,11,11249382,18249382,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.5827526450157166,0.33408352732658386,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0330924428999424,0.6888888888888889,0.03473122417926788,0.35860853050072283,0.35860853050072283,0.4,0.9400000000000001,1.0,1.0,81,1.0,0.31317338347435,0.10184377431869507,0.9125,0.8,0.8,0.0,0.9907142857142857,0.05068656999992527,0.05068656999992527,0.05068656999992527,0.005068656999992527,1024,20202.59015359512,8,1.0,1.0,1.0,128.0,128.0,0.006022325000230921,0.006022325000230921,1.0,2.0,2.0,256.0,256.0,0.012095305000002554,0.012095305000002554,1.0,3.0,3.0,384.0,384.0,0.018166108000514214,0.018166108000514214,1.0,4.0,4.0,512.0,512.0,0.02426907700009906,0.02426907700009906,0.6888888888888889
1,1126612199362461706,7725,genetic_cfe,Budget-matched genetic CFE,11,11249382,18249382,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.5827526450157166,0.33408352732658386,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.027606194838881493,0.7444444444444445,0.027658937498927116,0.3602488080245204,0.3602488080245204,0.6,1.0,0.9393939393939394,0.9393939393939394,81,1.0,0.2538279891014099,0.10094422101974487,0.925,0.9,0.9,0.0,0.975595238095238,0.06234020400006557,0.06234020400006557,0.06234020400006557,0.006234020400006557,1024,16425.996937689248,8,1.0,1.0,1.0,128.0,128.0,0.006127991000539623,0.006127991000539623,1.0,2.0,2.0,256.0,256.0,0.012356881000414432,0.012356881000414432,1.0,3.0,3.0,384.0,384.0,0.019310777000100643,0.019310777000100643,1.0,6.0,6.0,768.0,768.0,0.044812780000029306,0.044812780000029306,0.7444444444444445
1,1126612199362461706,7725,dice_gradient_style,Custom DiCE-style gradient,11,11249382,18249382,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.5827526450157166,0.33408352732658386,2,2,1.0,1.0,0.2,0.2,1.0,0.0,0.07192341983318329,0.5,0.05145588144659996,0.32346498300503923,0.32346498300503923,1.0,1.0,0.9615384615384616,0.9615384615384616,65,1.0,1.0483558177947998,0.9398529529571533,1.0,1.0,0.2,0.0,1.0,0.1392001030008032,0.1392001030008032,,0.0696000515004016,1024,7356.316395786656,1,1.0,1.0,1.0,1024.0,1024.0,0.1392001030008032,0.1392001030008032,0.0,,1.0,,1024.0,,0.1392001030008032,0.0,,1.0,,1024.0,,0.1392001030008032,0.0,,1.0,,1024.0,,0.1392001030008032,0.5
1,1126612199362461706,7725,wachter_style,Custom Wachter-style gradient,11,11249382,18249382,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.5827526450157166,0.33408352732658386,2,2,1.0,1.0,0.2,0.2,1.0,0.0,0.07223301380872726,0.5,0.05073230341076851,0.32368319885081076,0.32368319885081076,1.0,0.9,0.9615384615384616,0.9615384615384616,65,1.0,1.0475879907608032,0.9401228427886963,1.0,1.0,0.2,0.0,1.0,0.11774714300008782,0.11774714300008782,,0.05887357150004391,1024,8696.601666158782,1,1.0,1.0,1.0,1024.0,1024.0,0.11774714300008782,0.11774714300008782,0.0,,1.0,,1024.0,,0.11774714300008782,0.0,,1.0,,1024.0,,0.11774714300008782,0.0,,1.0,,1024.0,,0.11774714300008782,0.5
2,10283735995790021202,11922,uniform_random,Uniform constrained random,11,12249385,19249385,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.5448429584503174,0.1798550933599472,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.057941146194934845,0.5666666666666667,0.045121196657419205,0.38313539002954566,0.38313539002954566,0.9,0.74,0.8787878787878788,0.8787878787878788,81,1.0,0.2889396846294403,0.10609233379364014,1.0,1.0,1.0,1.0,0.9890873015873016,0.05792323399964516,0.05792323399964516,0.05792323399964516,0.005792323399964517,1024,17678.57091691864,8,1.0,1.0,1.0,128.0,128.0,0.00620808500025305,0.00620808500025305,1.0,2.0,2.0,256.0,256.0,0.012519638999947347,0.012519638999947347,1.0,3.0,3.0,384.0,384.0,0.019075903000157268,0.019075903000157268,1.0,3.0,3.0,384.0,384.0,0.019075903000157268,0.019075903000157268,0.5666666666666667
2,10283735995790021202,11922,genetic_cfe,Budget-matched genetic CFE,11,12249385,19249385,,none_generator_only,1024,disease_to_no_disease,near_boundary,1,0,0.5448429584503174,0.1798550933599472,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.05467917397618294,0.5777777777777778,0.037287596613168716,0.33875966598820983,0.33875966598820983,1.0,0.74,0.9090909090909091,0.9090909090909091,81,1.0,0.3246779441833496,0.1013229638338089,1.0,1.0,1.0,1.0,0.9853174603174603,0.06906852100019023,0.06906852100019023,0.06906852100019023,0.006906852100019023,1024,14825.856774856662,8,1.0,1.0,1.0,128.0,128.0,0.00606946700008848,0.00606946700008848,1.0,2.0,2.0,256.0,256.0,0.013139130999661575,0.013139130999661575,1.0,3.0,3.0,384.0,384.0,0.021302793999893765,0.021302793999893765,1.0,4.0,4.0,512.0,512.0,0.03003477800029941,0.03003477800029941,0.5777777777777778
