method,direction,candidate_budget,success_rate,rounds_to_k_or_cap,time_to_k_or_cap,candidates_to_k_or_cap,K
genetic_cfe,disease_to_no_disease,64,0.69,1.0,0.04424766527995416,64.0,10
genetic_cfe,disease_to_no_disease,128,0.99,1.27,0.05613613565995365,81.28,10
genetic_cfe,disease_to_no_disease,256,1.0,1.3,0.057131943919985134,83.2,10
genetic_cfe,disease_to_no_disease,512,1.0,1.3,0.05735807166000086,83.2,10
genetic_cfe,no_disease_to_disease,64,0.82,1.0,0.04428551519999928,64.0,10
genetic_cfe,no_disease_to_disease,128,0.99,1.19,0.05226073985001676,76.16,10
genetic_cfe,no_disease_to_disease,256,1.0,1.2,0.052229875170032754,76.8,10
genetic_cfe,no_disease_to_disease,512,1.0,1.26,0.05595568196005843,80.64,10
proposed_countergan,disease_to_no_disease,64,0.52,1.0,0.04578103011999701,64.0,10
proposed_countergan,disease_to_no_disease,128,1.0,1.48,0.06704880389979735,94.72,10
proposed_countergan,disease_to_no_disease,256,1.0,1.45,0.06517107700004089,92.8,10
proposed_countergan,disease_to_no_disease,512,1.0,1.44,0.06477774136996231,92.16,10
proposed_countergan,no_disease_to_disease,64,0.88,1.0,0.045179540469980566,64.0,10
proposed_countergan,no_disease_to_disease,128,1.0,1.14,0.05120802530998844,72.96,10
proposed_countergan,no_disease_to_disease,256,1.0,1.16,0.05221135341993431,74.24,10
proposed_countergan,no_disease_to_disease,512,1.0,1.13,0.050903338200041615,72.32,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,64,0.57,1.0,0.23244750914000178,64.0,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,128,0.99,1.43,0.34091280540003027,91.52,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,256,1.0,1.38,0.32542605470002856,88.32,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,512,1.0,1.42,0.3336090975299521,90.88,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,64,0.84,1.0,0.24478749144993345,64.0,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,128,1.0,1.13,0.27720364777003853,72.32,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,256,1.0,1.12,0.27241886659992814,71.68,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,512,1.0,1.14,0.28048301592993086,72.96,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,64,0.97,1.0,0.23735910889008666,64.0,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,128,1.0,1.02,0.24822865984002418,65.28,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,256,1.0,1.04,0.2517142564801725,66.56,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,512,1.0,1.03,0.24786632814997575,65.92,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,64,0.95,1.0,0.24714361795000514,64.0,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,128,1.0,1.04,0.2552547312999559,66.56,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,256,1.0,1.04,0.2554512436700315,66.56,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,512,1.0,1.05,0.25846298890995967,67.2,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,64,0.81,1.0,0.23746020016999864,64.0,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,128,1.0,1.17,0.27917114944996685,74.88,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,256,1.0,1.15,0.27382517586012,73.6,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,512,1.0,1.16,0.274390489970001,74.24,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,64,0.95,1.0,0.24406508678996033,64.0,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,128,1.0,1.07,0.26194463141995583,68.48,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,256,1.0,1.07,0.26256095335000285,68.48,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,512,1.0,1.07,0.2616863557801116,68.48,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,64,0.69,1.0,0.23351758579002307,64.0,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,128,0.98,1.33,0.31437478473996633,85.12,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,256,1.0,1.32,0.31209505417006767,84.48,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,512,1.0,1.33,0.31559188223995077,85.12,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,64,0.83,1.0,0.2445662025699312,64.0,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,128,1.0,1.14,0.28014026199010916,72.96,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,256,1.0,1.16,0.2845896494302178,74.24,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,512,1.0,1.18,0.288722699150112,75.52,10
uniform_random,disease_to_no_disease,64,0.69,1.0,0.04647119031991678,64.0,10
uniform_random,disease_to_no_disease,128,0.99,1.27,0.05553447391995178,81.28,10
uniform_random,disease_to_no_disease,256,0.99,1.3,0.0567442881900206,83.2,10
uniform_random,disease_to_no_disease,512,1.0,1.32,0.05766432478997558,84.48,10
uniform_random,no_disease_to_disease,64,0.82,1.0,0.0437786508499903,64.0,10
uniform_random,no_disease_to_disease,128,0.99,1.19,0.05181064045999847,76.16,10
uniform_random,no_disease_to_disease,256,1.0,1.21,0.052913150819931615,77.44,10
uniform_random,no_disease_to_disease,512,1.0,1.26,0.05487421350000659,80.64,10
wachter_style,disease_to_no_disease,64,0.0,1.0,0.0488326015700386,64.0,10
wachter_style,disease_to_no_disease,128,0.0,1.0,0.05638753828998233,128.0,10
wachter_style,disease_to_no_disease,256,0.0,1.0,0.07158725040001628,256.0,10
wachter_style,disease_to_no_disease,512,0.0,1.0,0.10112936934000573,512.0,10
wachter_style,no_disease_to_disease,64,0.0,1.0,0.04846842423001362,64.0,10
wachter_style,no_disease_to_disease,128,0.0,1.0,0.056363540409993224,128.0,10
wachter_style,no_disease_to_disease,256,0.0,1.0,0.07157310777997736,256.0,10
wachter_style,no_disease_to_disease,512,0.0,1.0,0.10077152727998509,512.0,10
