method,method_label,candidate_budget,mean_target_logit_margin,proximity,sparsity,group_sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,changed_set_dice
proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,64,4.349541229186009,0.0854425589369648,0.5856108366627074,0.5856108366627074,0.053276977487364596,0.5097163941561892,0.5097163941561892,0.05325777453838679,0.5576427437641723,0.8296181341008928,0.8296181341008928,0.9583889580381675
proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,128,4.987872665822506,0.08227147204801441,0.6434722222222222,0.6434722222222222,0.0664838353637606,0.5557229567129318,0.5557229567129318,0.05450000000000001,0.5428,0.8303030303030303,0.8303030303030303,0.9493911164273933
proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,256,6.158650971055031,0.07775041881948709,0.7072222222222223,0.7072222222222223,0.07387465505860746,0.6022307247776442,0.6022307247776442,0.048999999999999995,0.5265,0.8393939393939395,0.8393939393939395,0.9370996231479463
proposed_dp_eps4_sparse_diverse,DP-CounterGAN epsilon=4 + full-budget sparse-diverse pruning/MMR,512,6.90858717918396,0.06984717262908816,0.7684166666666666,0.7684166666666666,0.07087532400153576,0.634886485630901,0.634886485630901,0.051000000000000004,0.5098,0.8512121212121213,0.8512121212121213,0.9199589922870182
proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,64,3.729008113197162,0.07586275563158931,0.6024094115760783,0.6024094115760783,0.050592282948473837,0.4875834554729307,0.4875834554729307,0.037910137296102216,0.5373551133726573,0.8349058632176563,0.8349058632176563,0.9555176335988655
proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,128,4.590324786007404,0.07350948354229331,0.6612767857142856,0.6612767857142856,0.06596803693100811,0.5460752838971719,0.5460752838971719,0.03900000000000001,0.5308,0.8368473193473194,0.8368473193473194,0.9468803331552628
proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,256,5.8433213412761695,0.07034118270501494,0.72125,0.72125,0.07151325272396207,0.5883209154053717,0.5883209154053717,0.041999999999999996,0.508,0.8403030303030303,0.8403030303030303,0.9341218215571891
proposed_dp_eps8_sparse_diverse,Unified DP-CounterGAN epsilon=8 + counted sparse-diverse search,512,6.363293281793594,0.06260832880623639,0.7784444444444445,0.7784444444444445,0.06664830459281802,0.6078596915513699,0.6078596915513699,0.044000000000000004,0.4872,0.843939393939394,0.843939393939394,0.9149733761595797
uniform_random,Uniform constrained random,64,4.79487412121223,0.08766297622374734,0.16110269994241083,0.16110269994241083,0.10647455049716696,0.6287134982586724,0.6287134982586724,0.01813605442176871,0.3742477891156463,0.8474847839626165,0.8474847839626165,0.966906367787004
uniform_random,Uniform constrained random,128,5.104234112501144,0.09054786302149295,0.19038888888888889,0.19038888888888889,0.11346110723912717,0.6462652929448476,0.6462652929448476,0.018000000000000002,0.3789,0.8454597254597255,0.8454597254597255,0.9644953092951636
uniform_random,Uniform constrained random,256,5.346730865240097,0.09217834673821926,0.20974305555555556,0.20974305555555556,0.11872416019439697,0.6598723443875509,0.6598723443875509,0.017,0.39289999999999997,0.8430594405594406,0.8430594405594406,0.9615360485317703
uniform_random,Uniform constrained random,512,5.2784769296646115,0.09320805575698615,0.21077777777777779,0.21077777777777779,0.12053289875388146,0.6668779074511504,0.6668779074511504,0.017,0.3957,0.8336363636363637,0.8336363636363637,0.9618960566464749
wachter_style,Custom Wachter-style gradient,64,1.1938445809066938,0.021638866181996078,0.8353942652329749,0.8353942652329749,0.0,0.39248092758670305,0.39248092758670305,0.26344086021505375,0.35161290322580646,0.8364143920595533,0.8364143920595533,0.4405395188722332
wachter_style,Custom Wachter-style gradient,128,2.9056555584340114,0.037090668363303055,0.04531063321385903,0.04531063321385903,0.0,0.42204528496032195,0.42204528496032195,0.11648745519713262,0.3305017921146953,0.8873449131513649,0.8873449131513649,0.9487789500573411
wachter_style,Custom Wachter-style gradient,256,6.969892567420493,0.05928887533328059,0.032760770975056704,0.032760770975056704,0.0006513210792778706,0.48668017355043913,0.48668017355043913,0.07642857142857143,0.31712244897959185,0.904234693877551,0.904234693877551,0.9943385796928716
wachter_style,Custom Wachter-style gradient,512,10.374793672561644,0.07281908184289933,0.04277777777777778,0.04277777777777778,0.0004274058248847723,0.5309605361001397,0.5309605361001397,0.055,0.3235,0.9253846153846155,0.9253846153846155,0.9951506644628096
