method,epsilon,search_seed,query_number,returned,reference_valid_returned,returned_validity,conditional_returned_validity,valid_cfe_yield_at_k,completeness_at_k,coverage_at_1,full_k_success,proximity,sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,fidelity_oracle_evaluations,constraint_validity,mean_target_logit_margin,minimum_target_logit_margin,robust_validity,robust_cfe_fraction_95,robust_completeness_at_k,robust_full_k_success,changed_set_dice,runtime_seconds,generation_time_to_k_or_cap_seconds,time_to_full_k_seconds,time_per_returned_cfe_seconds,candidate_evaluations,candidate_throughput_per_second,rounds_used,k1_achieved,rounds_to_k1,rounds_to_k1_or_cap,candidates_to_k1,candidates_to_k1_or_cap,time_to_k1_seconds,time_to_k1_or_cap_seconds,k3_achieved,rounds_to_k3,rounds_to_k3_or_cap,candidates_to_k3,candidates_to_k3_or_cap,time_to_k3_seconds,time_to_k3_or_cap_seconds,k5_achieved,rounds_to_k5,rounds_to_k5_or_cap,candidates_to_k5,candidates_to_k5_or_cap,time_to_k5_seconds,time_to_k5_or_cap_seconds,k10_achieved,rounds_to_k10,rounds_to_k10_or_cap,candidates_to_k10,candidates_to_k10_or_cap,time_to_k10_seconds,time_to_k10_or_cap_seconds,group_sparsity
proposed_dp_eps16_sparse_diverse,16.0,11.0,3.5,9.75,9.75,1.0,1.0,0.975,0.975,1.0,0.875,0.07992304745130241,0.7045138888888889,0.06844937335699797,0.3576015939015596,0.3576015939015596,0.665625,0.5425,0.8936480186480187,0.8936480186480187,79.0,1.0,0.30495137348771095,0.11664412263780832,0.9895833333333333,0.9625,0.9375,0.5,0.9882233044733044,0.2678961781250564,0.2678961781250564,0.2889337465714042,0.027166596559382583,1024.0,4280.651147314697,8.0,1.0,1.75,1.75,224.0,224.0,0.029907678499967005,0.029907678499967005,1.0,2.25,2.25,288.0,288.0,0.04059106687498115,0.04059106687498115,1.0,2.5,2.5,320.0,320.0,0.046246628624999175,0.046246628624999175,0.875,2.5714285714285716,3.25,329.14285714285717,416.0,0.06316069600013309,0.07034040375015138,0.7045138888888889
proposed_dp_eps2_sparse_diverse,2.0,11.0,3.5,9.875,9.875,1.0,1.0,0.9875,0.9875,1.0,0.875,0.07824696181342006,0.7125,0.06954588601365685,0.3571297860252387,0.3571297860252387,0.6722222222222223,0.5622222222222223,0.9090909090909092,0.9090909090909092,80.0,1.0,0.3245935793966055,0.11777239944785833,0.987037037037037,0.9736111111111111,0.9625,0.75,0.9877855940355941,0.28661394724997535,0.28661394724997535,0.30166361985707874,0.028913153390275663,1024.0,3814.9770824206344,8.0,1.0,1.5,1.5,192.0,192.0,0.028262953875128005,0.028262953875128005,1.0,1.75,1.75,224.0,224.0,0.03315412075005497,0.03315412075005497,1.0,1.75,1.75,224.0,224.0,0.03315412075005497,0.03315412075005497,0.875,1.8571428571428572,2.625,237.71428571428572,336.0,0.040728802142958945,0.058292064000170285,0.7125
proposed_dp_eps4_sparse_diverse,4.0,11.0,3.5,8.375,8.375,1.0,1.0,0.8375,0.8375,1.0,0.75,0.0787879261188209,0.7101851851851853,0.06336931884288788,0.3499241946462594,0.3499241946462594,0.6875,0.5841666666666667,0.9026644651644652,0.9026644651644652,77.25,1.0,0.34291158244013786,0.14487922098487616,0.9875,0.9625,0.8,0.375,0.9874132811632812,0.261571869374734,0.261571869374734,0.30914331683303925,0.040204985408267176,1024.0,4687.929341811408,8.0,1.0,2.75,2.75,352.0,352.0,0.044806275499922776,0.044806275499922776,0.875,2.0,2.75,256.0,352.0,0.034666254714206195,0.044806275499922776,0.875,2.2857142857142856,3.0,292.57142857142856,384.0,0.04058051314288085,0.0499812516250131,0.75,2.0,3.5,256.0,448.0,0.04791080133312183,0.06563627574985276,0.7101851851851853
proposed_dp_eps8_sparse_diverse,8.0,11.0,3.5,9.75,9.75,1.0,1.0,0.975,0.975,1.0,0.875,0.08267922000959516,0.6996527777777778,0.07103125425055623,0.348811050639568,0.348811050639568,0.7,0.5625,0.8888403263403264,0.8888403263403264,79.0,1.0,0.30133880116045475,0.11132630985230207,0.9734375,0.946875,0.9249999999999999,0.5,0.9876204004329004,0.282869171625066,0.282869171625066,0.297649294142892,0.028847568143757486,1024.0,3886.258690508177,8.0,1.0,1.5,1.5,192.0,192.0,0.027094464875176527,0.027094464875176527,1.0,1.75,1.75,224.0,224.0,0.031529636750178724,0.031529636750178724,1.0,1.875,1.875,240.0,240.0,0.03438504425014344,0.03438504425014344,0.875,2.2857142857142856,3.0,292.57142857142856,384.0,0.05281314028577201,0.0686334782500353,0.6996527777777778
