epoch,d_loss,g_loss,classification_weight,proximity_weight,sparsity_weight,group_sparsity_weight,diversity_weight,margin_validity,proximity,margin_validity_disease_to_no_disease,margin_validity_no_disease_to_disease,constraint_validity,selection_score
1,0.655829319357872,61.17628374099731,8.0,0.04,0.01,0.0,0.0,,,,,,
2,0.6795300453901291,23.98149952888489,8.0,0.04,0.01,0.0,0.0,,,,,,
3,0.6770478188991547,15.23394227027893,8.0,0.04,0.01,0.0,0.0,,,,,,
4,0.6769873201847076,9.619338846206665,8.0,0.04,0.01,0.0,0.0,,,,,,
5,0.6718871563673019,7.958159279823303,8.0,0.04,0.01,0.0,0.0,,,,,,
6,0.6738554745912552,5.971225762367249,8.0,0.04,0.01,0.0,0.0,,,,,,
7,0.667899164557457,5.004469084739685,8.0,0.04,0.01,0.0,0.0,,,,,,
8,0.6625852644443512,4.498752057552338,8.0,0.04,0.01,0.0,0.0,,,,,,
9,0.6587775111198425,3.772943139076233,8.0,0.04,0.01,0.0,0.0,,,,,,
10,0.6556241631507873,4.204757308959961,8.0,0.04,0.01,0.0,0.0,,,,,,
11,0.6733574539422988,3.7628899931907656,8.0,0.04,0.01,0.0,0.0,,,,,,
12,0.6706901729106903,4.054977035522461,8.0,0.04,0.01,0.0,0.0,,,,,,
13,0.6763528287410736,3.424575889110565,8.0,0.04,0.01,0.0,0.0,,,,,,
14,0.6697908222675324,4.43248690366745,8.0,0.04,0.01,0.0,0.0,,,,,,
15,0.6815655648708343,3.676824742555618,8.0,0.04,0.01,0.0,0.0,,,,,,
16,0.6772381663322449,4.217988669872284,8.0,0.04,0.01,0.0,0.0,,,,,,
17,0.6867446959018707,4.258960497379303,8.0,0.04,0.01,0.0,0.0,,,,,,
18,0.6612732231616973,3.7308123648166656,8.0,0.04,0.01,0.0,0.0,,,,,,
19,0.6856190979480743,4.414449405670166,8.0,0.04,0.01,0.0,0.0,,,,,,
20,0.6743924617767334,3.939474642276764,8.0,0.04,0.01,0.0,0.0,,,,,,
21,0.6627768516540528,3.3830704569816588,8.0,0.04,0.01,0.0,0.0,,,,,,
22,0.6538438111543655,3.0174652516841887,8.0,0.04,0.01,0.0,0.0,,,,,,
23,0.6633832424879074,3.1228831231594087,8.0,0.04,0.01,0.0,0.0,,,,,,
24,0.659247362613678,3.064395195245743,8.0,0.04,0.01,0.0,0.0,,,,,,
25,0.6440402537584304,3.068592667579651,8.0,0.04,0.01,0.0,0.0,,,,,,
26,0.6456943243741989,2.5898352205753326,8.0,0.04,0.01,0.0,0.0,,,,,,
27,0.6361154347658158,2.743081659078598,8.0,0.04,0.01,0.0,0.0,,,,,,
28,0.6469387382268905,2.5415662229061127,8.0,0.04,0.01,0.0,0.0,,,,,,
29,0.650448101758957,2.451188790798187,8.0,0.04,0.01,0.0,0.0,,,,,,
30,0.6417952418327332,2.2785910189151766,8.0,0.04,0.01,0.0,0.0,,,,,,
31,0.6310779839754105,2.850491315126419,8.022222222222222,0.04088888888888889,0.0105,0.0008333333333333334,0.00044444444444444447,,,,,,
32,0.6663109719753265,2.7563131392002105,8.044444444444444,0.04177777777777778,0.011000000000000001,0.0016666666666666668,0.0008888888888888889,,,,,,
