dataset,protocol,cpu_only,cpu_logical_count,cpu_physical_count,python_version,torch_version,tenseal_version,platform,secret_key_owner,server_context,server_model,malicious_server_integrity,context_reuse,dp_relation_to_he_cost
heartplus,Q1_V55_HE_POPULATION_PAPER,True,4,2,3.12.13,2.10.0+cpu,0.3.16,Linux-6.12.90+-x86_64-with-glibc2.35,client,public key plus relinearization keys; no secret key; no Galois keys,honest-but-curious,out of scope; CKKS confidentiality does not prove integrity,one public context reused across queries; size reported once,candidate provenance only; no change to frozen MLP CKKS graph
