direction,difficulty_stratum,n_factuals,probability_min,probability_mean,probability_max,absolute_logit_mean
disease_to_no_disease,high_confidence,33,0.9999759197235107,0.9999942526672826,1.0,12.956515427791711
disease_to_no_disease,medium_confidence,33,0.9930762052536011,0.9984839901779637,0.9999744892120361,7.740554535027706
disease_to_no_disease,near_boundary,34,0.5143023133277893,0.8480397901114296,0.9922777414321899,2.5620057912652983
no_disease_to_disease,high_confidence,33,4.68348698632326e-05,0.0004986321219996281,0.0014225703198462725,7.955441951751709
no_disease_to_disease,medium_confidence,33,0.0015245743561536074,0.004436400651959984,0.010047070682048798,5.579474897095651
no_disease_to_disease,near_boundary,34,0.013424546457827091,0.09756576809484292,0.4174516797065735,2.707453676006373
