method,method_label,candidate_budget,metric,equal_direction_macro_mean,clustered_bootstrap_ci95_low,clustered_bootstrap_ci95_high,n_factuals
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,robust_full_k_success,0.135,0.087375,0.185,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,proximity,0.07685859961435199,0.07369513180712238,0.08055329080158845,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,sparsity,0.7157222222222221,0.7044493055555555,0.7238819444444445,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,group_sparsity,0.7157222222222221,0.7050597222222221,0.7248548611111112,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,diversity,0.06627799464389682,0.0637866324763745,0.06925926041323692,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,plausibility,0.587816573107753,0.5745080765656541,0.6035163695060386,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,plausibility_distance,0.587816573107753,0.572931709510843,0.599293376939685,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,plausibility_inlier_rate,0.0605,0.04449999999999999,0.082,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,target_data_support,0.5354,0.52518,0.549565,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,local_surrogate_fidelity,0.848181818181818,0.8407348484848484,0.8609242424242424,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,fidelity,0.848181818181818,0.8352878787878786,0.8596477272727272,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,changed_set_dice,0.9393244652086483,0.9362276760653482,0.9425304918664271,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,constraint_validity,1.0,1.0,1.0,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,mean_target_logit_margin,5.90401211798191,5.6261775847226385,6.314051114022731,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,generation_time_to_k_or_cap_seconds,0.9835463696149283,0.9784854907158621,0.9884732156819072,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,candidate_evaluations,256.0,256.0,256.0,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,rounds_used,4.0,4.0,4.0,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,valid_cfe_yield_at_k,1.0,1.0,1.0,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,coverage_at_1,1.0,1.0,1.0,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,full_k_success,1.0,1.0,1.0,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,robust_completeness_at_k,0.8160000000000001,0.79795,0.8392875000000002,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,robust_full_k_success,0.19,0.122125,0.24,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,proximity,0.07039686940610408,0.06783869503671304,0.07272763471631334,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,sparsity,0.7735277777777777,0.7617180555555556,0.7840159722222223,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,group_sparsity,0.7735277777777777,0.7635555555555557,0.7812569444444446,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,diversity,0.06894610695540905,0.06571530394954607,0.07134535045688972,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,plausibility,0.6262278081124701,0.6101636254598332,0.6423387717647178,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,plausibility_distance,0.6262278081124701,0.6114431679775713,0.6434540899120079,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,plausibility_inlier_rate,0.0385,0.027737500000000002,0.05478749999999999,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,target_data_support,0.5137,0.49978000000000006,0.526715,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,local_surrogate_fidelity,0.847121212121212,0.8358143939393938,0.8586515151515149,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,fidelity,0.847121212121212,0.8361325757575757,0.8572159090909091,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,changed_set_dice,0.9199783716080607,0.9152932748865865,0.9240799752561708,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,constraint_validity,1.0,1.0,1.0,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,mean_target_logit_margin,7.161614862084389,6.681995166808367,7.908683346882462,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,generation_time_to_k_or_cap_seconds,2.008068377634936,1.999252706354657,2.017233766358959,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,candidate_evaluations,512.0,512.0,512.0,200
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,rounds_used,8.0,8.0,8.0,200
dice_gradient_style,Custom DiCE-style gradient,64,valid_cfe_yield_at_k,0.030500000000000003,0.0245,0.037500000000000006,200
dice_gradient_style,Custom DiCE-style gradient,64,coverage_at_1,0.305,0.24,0.38262499999999994,200
dice_gradient_style,Custom DiCE-style gradient,64,full_k_success,0.0,0.0,0.0,200
dice_gradient_style,Custom DiCE-style gradient,64,robust_completeness_at_k,0.011,0.006500000000000001,0.014762499999999996,200
dice_gradient_style,Custom DiCE-style gradient,64,robust_full_k_success,0.0,0.0,0.0,200
dice_gradient_style,Custom DiCE-style gradient,64,proximity,0.02163470977446645,0.02043738310011254,0.022771428532582978,200
dice_gradient_style,Custom DiCE-style gradient,64,sparsity,0.8353942652329748,0.8111051373954599,0.8554734169653524,200
dice_gradient_style,Custom DiCE-style gradient,64,group_sparsity,0.8353942652329748,0.8098752986857826,0.8606130525686977,200
dice_gradient_style,Custom DiCE-style gradient,64,diversity,0.0,0.0,0.0,200
dice_gradient_style,Custom DiCE-style gradient,64,plausibility,0.39251835797822854,0.3654580603555685,0.4277345702185997,200
dice_gradient_style,Custom DiCE-style gradient,64,plausibility_distance,0.39251835797822854,0.36300722036367833,0.4269066933890798,200
dice_gradient_style,Custom DiCE-style gradient,64,plausibility_inlier_rate,0.26344086021505375,0.1489247311827957,0.37798387096774194,200
dice_gradient_style,Custom DiCE-style gradient,64,target_data_support,0.34838709677419355,0.2870967741935484,0.41459677419354835,200
dice_gradient_style,Custom DiCE-style gradient,64,local_surrogate_fidelity,0.8364143920595533,0.8171339950372207,0.8545745450785773,200
dice_gradient_style,Custom DiCE-style gradient,64,fidelity,0.8364143920595533,0.8183633167907362,0.8561672870140611,200
dice_gradient_style,Custom DiCE-style gradient,64,changed_set_dice,0.44077169373142416,0.41585395091909827,0.47054409952672205,200
dice_gradient_style,Custom DiCE-style gradient,64,constraint_validity,1.0,1.0,1.0,200
dice_gradient_style,Custom DiCE-style gradient,64,mean_target_logit_margin,1.1950142886049004,0.9933089816570282,1.4156927618160042,200
dice_gradient_style,Custom DiCE-style gradient,64,generation_time_to_k_or_cap_seconds,0.050377284709984455,0.0500819107716087,0.050686939402593,200
dice_gradient_style,Custom DiCE-style gradient,64,candidate_evaluations,64.0,64.0,64.0,200
dice_gradient_style,Custom DiCE-style gradient,64,rounds_used,1.0,1.0,1.0,200
dice_gradient_style,Custom DiCE-style gradient,128,valid_cfe_yield_at_k,0.07599999999999998,0.06997499999999998,0.08102499999999999,200
dice_gradient_style,Custom DiCE-style gradient,128,coverage_at_1,0.76,0.7150000000000001,0.8126249999999999,200
dice_gradient_style,Custom DiCE-style gradient,128,full_k_success,0.0,0.0,0.0,200
dice_gradient_style,Custom DiCE-style gradient,128,robust_completeness_at_k,0.05449999999999999,0.04873749999999999,0.061499999999999985,200
dice_gradient_style,Custom DiCE-style gradient,128,robust_full_k_success,0.0,0.0,0.0,200
dice_gradient_style,Custom DiCE-style gradient,128,proximity,0.037049119472904235,0.036111593322968615,0.037903026264422914,200
dice_gradient_style,Custom DiCE-style gradient,128,sparsity,0.05206093189964158,0.04365591397849464,0.060348466746316214,200
dice_gradient_style,Custom DiCE-style gradient,128,group_sparsity,0.05206093189964158,0.04251070290720829,0.06177543807248107,200
dice_gradient_style,Custom DiCE-style gradient,128,diversity,0.0,0.0,0.0,200
dice_gradient_style,Custom DiCE-style gradient,128,plausibility,0.4218476737452236,0.4010740611170165,0.4403905099815159,200
dice_gradient_style,Custom DiCE-style gradient,128,plausibility_distance,0.4218476737452236,0.40595494145753275,0.4363462923579595,200
dice_gradient_style,Custom DiCE-style gradient,128,plausibility_inlier_rate,0.11648745519713262,0.06781810035842294,0.16738351254480288,200
dice_gradient_style,Custom DiCE-style gradient,128,target_data_support,0.3305017921146953,0.3007912186379928,0.36201344086021503,200
dice_gradient_style,Custom DiCE-style gradient,128,local_surrogate_fidelity,0.8872690929142542,0.8760873311276537,0.900982905982906,200
dice_gradient_style,Custom DiCE-style gradient,128,fidelity,0.8872690929142542,0.876001688723463,0.8965936035290875,200
dice_gradient_style,Custom DiCE-style gradient,128,changed_set_dice,0.9496846842005537,0.9427600109940104,0.9560845450496013,200
dice_gradient_style,Custom DiCE-style gradient,128,constraint_validity,1.0,1.0,1.0,200
dice_gradient_style,Custom DiCE-style gradient,128,mean_target_logit_margin,2.917845810826961,2.6507228280865593,3.1711935575375843,200
dice_gradient_style,Custom DiCE-style gradient,128,generation_time_to_k_or_cap_seconds,0.05923812310002631,0.0588306299021367,0.05965459495252719,200
dice_gradient_style,Custom DiCE-style gradient,128,candidate_evaluations,128.0,128.0,128.0,200
dice_gradient_style,Custom DiCE-style gradient,128,rounds_used,1.0,1.0,1.0,200
dice_gradient_style,Custom DiCE-style gradient,256,valid_cfe_yield_at_k,0.10149999999999998,0.09923749999999998,0.10499999999999998,200
dice_gradient_style,Custom DiCE-style gradient,256,coverage_at_1,0.99,0.975,1.0,200
dice_gradient_style,Custom DiCE-style gradient,256,full_k_success,0.0,0.0,0.0,200
dice_gradient_style,Custom DiCE-style gradient,256,robust_completeness_at_k,0.10099999999999998,0.09899999999999998,0.10402499999999998,200
dice_gradient_style,Custom DiCE-style gradient,256,robust_full_k_success,0.0,0.0,0.0,200
dice_gradient_style,Custom DiCE-style gradient,256,proximity,0.05920063464503203,0.057607347412205925,0.06051743753386509,200
dice_gradient_style,Custom DiCE-style gradient,256,sparsity,0.03810657596371883,0.030918225623582773,0.04592403628117912,200
dice_gradient_style,Custom DiCE-style gradient,256,group_sparsity,0.03810657596371883,0.031672052154195024,0.04671853741496599,200
dice_gradient_style,Custom DiCE-style gradient,256,diversity,0.0007361454452026864,0.00013303140829298266,0.0013085468610444535,200
dice_gradient_style,Custom DiCE-style gradient,256,plausibility,0.4871067306941762,0.47232990814821557,0.5006254019921847,200
