method,epsilon,search_seed,query_number,direction,returned,reference_valid_returned,returned_validity,conditional_returned_validity,valid_cfe_yield_at_k,completeness_at_k,coverage_at_1,full_k_success,proximity,sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,fidelity_oracle_evaluations,constraint_validity,mean_target_logit_margin,minimum_target_logit_margin,robust_validity,robust_cfe_fraction_95,robust_completeness_at_k,robust_full_k_success,changed_set_dice,runtime_seconds,generation_time_to_k_or_cap_seconds,time_to_full_k_seconds,time_per_returned_cfe_seconds,candidate_evaluations,candidate_throughput_per_second,rounds_used,k1_achieved,rounds_to_k1,rounds_to_k1_or_cap,candidates_to_k1,candidates_to_k1_or_cap,time_to_k1_seconds,time_to_k1_or_cap_seconds,k3_achieved,rounds_to_k3,rounds_to_k3_or_cap,candidates_to_k3,candidates_to_k3_or_cap,time_to_k3_seconds,time_to_k3_or_cap_seconds,k5_achieved,rounds_to_k5,rounds_to_k5_or_cap,candidates_to_k5,candidates_to_k5_or_cap,time_to_k5_seconds,time_to_k5_or_cap_seconds,k10_achieved,rounds_to_k10,rounds_to_k10_or_cap,candidates_to_k10,candidates_to_k10_or_cap,time_to_k10_seconds,time_to_k10_or_cap_seconds,group_sparsity
proposed_dp_eps4_sparse_diverse,4,11,4,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.12110748142004013,0.538888888888889,0.13540267944335938,0.8074344500726383,0.8074344500726383,0.0,0.96,0.8181818181818182,0.8181818181818182,81,1.0,9.083003044128418,0.19104337692260742,0.8166666666666667,0.6,0.6,0.0,0.9551740462266778,2.029905468999459,2.029905468999459,2.029905468999459,0.20299054689994592,512,252.2284942915913,8,1.0,1.0,1.0,64.0,64.0,0.24485406399981002,0.24485406399981002,1.0,1.0,1.0,64.0,64.0,0.24485406399981002,0.24485406399981002,1.0,1.0,1.0,64.0,64.0,0.24485406399981002,0.24485406399981002,1.0,1.0,1.0,64.0,64.0,0.24485406399981002,0.24485406399981002,0.538888888888889
proposed_dp_eps4_sparse_diverse,4,11,5,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.11549599468708038,0.7444444444444445,0.11732876300811768,0.7591513169331735,0.7591513169331735,0.0,1.0,0.7878787878787878,0.7878787878787878,81,1.0,4.783918857574463,0.5065665245056152,0.95,0.7,0.7,0.0,0.9436568986568986,1.9554585160003626,1.9554585160003626,1.9554585160003626,0.19554585160003626,512,261.8311745355917,8,1.0,1.0,1.0,64.0,64.0,0.17318032399998629,0.17318032399998629,1.0,1.0,1.0,64.0,64.0,0.17318032399998629,0.17318032399998629,1.0,1.0,1.0,64.0,64.0,0.17318032399998629,0.17318032399998629,1.0,1.0,1.0,64.0,64.0,0.17318032399998629,0.17318032399998629,0.7444444444444445
proposed_dp_eps4_sparse_diverse,4,11,6,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.11542854458093643,0.7277777777777779,0.14819957315921783,0.8343439082216358,0.8343439082216358,0.0,0.72,0.8181818181818182,0.8181818181818182,81,1.0,5.552788734436035,0.1914525032043457,0.9333333333333332,0.9,0.9,0.0,0.943415750915751,2.0242781880006078,2.0242781880006078,2.0242781880006078,0.20242781880006078,512,252.92966304483357,8,1.0,1.0,1.0,64.0,64.0,0.24836982400029228,0.24836982400029228,1.0,1.0,1.0,64.0,64.0,0.24836982400029228,0.24836982400029228,1.0,1.0,1.0,64.0,64.0,0.24836982400029228,0.24836982400029228,1.0,1.0,1.0,64.0,64.0,0.24836982400029228,0.24836982400029228,0.7277777777777779
proposed_dp_eps4_sparse_diverse,4,11,7,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.08607910573482513,0.6944444444444444,0.061612505465745926,0.8004215359872221,0.8004215359872221,0.0,0.8800000000000001,0.9090909090909091,0.9090909090909091,81,1.0,9.897136688232422,0.9292826652526855,1.0,1.0,1.0,1.0,0.9443201243201245,2.0521993779993863,2.0521993779993863,2.0521993779993863,0.20521993779993863,512,249.4884295789671,8,1.0,1.0,1.0,64.0,64.0,0.24246229699929245,0.24246229699929245,1.0,1.0,1.0,64.0,64.0,0.24246229699929245,0.24246229699929245,1.0,1.0,1.0,64.0,64.0,0.24246229699929245,0.24246229699929245,1.0,1.0,1.0,64.0,64.0,0.24246229699929245,0.24246229699929245,0.6944444444444444
proposed_dp_eps2_sparse_diverse,2,11,0,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0765853151679039,0.7944444444444445,0.07678381353616714,0.7840544541670604,0.7840544541670604,0.0,0.0,0.9696969696969697,0.9696969696969697,81,1.0,10.804580688476562,2.1072115898132324,1.0,1.0,1.0,1.0,0.8811207311207312,2.0271363179999753,2.0271363179999753,2.0271363179999753,0.20271363179999752,512,252.5730487159109,8,1.0,1.0,1.0,64.0,64.0,0.24730965300022945,0.24730965300022945,1.0,1.0,1.0,64.0,64.0,0.24730965300022945,0.24730965300022945,1.0,1.0,1.0,64.0,64.0,0.24730965300022945,0.24730965300022945,1.0,1.0,1.0,64.0,64.0,0.24730965300022945,0.24730965300022945,0.7944444444444445
proposed_dp_eps2_sparse_diverse,2,11,1,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.08399762958288193,0.7888888888888889,0.07828854769468307,0.8170136019743532,0.8170136019743532,0.1,0.04,0.8787878787878788,0.8787878787878788,81,1.0,4.6097307205200195,1.3492708206176758,0.9833333333333334,0.9,0.9,0.0,0.9134406334406335,2.0463890639994133,2.0463890639994133,2.0463890639994133,0.20463890639994134,512,250.196802263671,8,1.0,1.0,1.0,64.0,64.0,0.24096090599960007,0.24096090599960007,1.0,1.0,1.0,64.0,64.0,0.24096090599960007,0.24096090599960007,1.0,1.0,1.0,64.0,64.0,0.24096090599960007,0.24096090599960007,1.0,1.0,1.0,64.0,64.0,0.24096090599960007,0.24096090599960007,0.7888888888888889
proposed_dp_eps2_sparse_diverse,2,11,2,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.06134334206581116,0.7833333333333334,0.045419130474328995,0.7119054564771801,0.7119054564771801,0.0,0.74,0.8787878787878788,0.8787878787878788,81,1.0,1.850714087486267,0.2101426124572754,0.8333333333333333,0.6,0.6,0.0,0.8903823953823954,2.002307462999852,2.002307462999852,2.002307462999852,0.2002307462999852,512,255.70498510399742,8,1.0,1.0,1.0,64.0,64.0,0.23723956100002397,0.23723956100002397,1.0,1.0,1.0,64.0,64.0,0.23723956100002397,0.23723956100002397,1.0,1.0,1.0,64.0,64.0,0.23723956100002397,0.23723956100002397,1.0,2.0,2.0,128.0,128.0,0.48136082400014857,0.48136082400014857,0.7833333333333334
proposed_dp_eps2_sparse_diverse,2,11,3,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.07906339317560196,0.7277777777777777,0.10726241022348404,0.5879479881550154,0.5879479881550154,0.1,0.54,0.8181818181818182,0.8181818181818182,81,1.0,11.506704330444336,0.7483377456665039,0.9833333333333334,0.9,0.9,0.0,0.9618603618603621,1.962952970000515,1.962952970000515,1.962952970000515,0.1962952970000515,512,260.83151650844985,8,1.0,1.0,1.0,64.0,64.0,0.17617821099975117,0.17617821099975117,1.0,1.0,1.0,64.0,64.0,0.17617821099975117,0.17617821099975117,1.0,1.0,1.0,64.0,64.0,0.17617821099975117,0.17617821099975117,1.0,1.0,1.0,64.0,64.0,0.17617821099975117,0.17617821099975117,0.7277777777777777
proposed_dp_eps2_sparse_diverse,2,11,4,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.12603777647018433,0.5555555555555556,0.09830176085233688,0.8276659183405158,0.8276659183405158,0.1,1.0,0.9393939393939394,0.9393939393939394,81,1.0,13.21656608581543,1.9516596794128418,1.0,1.0,1.0,1.0,0.9518750716660932,2.0482558959993185,2.0482558959993185,2.0482558959993185,0.20482558959993186,512,249.96876659798485,8,1.0,1.0,1.0,64.0,64.0,0.2518985070000781,0.2518985070000781,1.0,1.0,1.0,64.0,64.0,0.2518985070000781,0.2518985070000781,1.0,1.0,1.0,64.0,64.0,0.2518985070000781,0.2518985070000781,1.0,1.0,1.0,64.0,64.0,0.2518985070000781,0.2518985070000781,0.5555555555555556
proposed_dp_eps2_sparse_diverse,2,11,5,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.06748759001493454,0.8166666666666667,0.0871739313006401,0.7842911733747711,0.7842911733747711,0.0,0.9800000000000001,0.9090909090909091,0.9090909090909091,81,1.0,11.74290657043457,0.6595702171325684,0.95,0.9,0.9,0.0,0.9126406926406927,1.9862558100003298,1.9862558100003298,1.9862558100003298,0.19862558100003297,512,257.77142975350944,8,1.0,1.0,1.0,64.0,64.0,0.24674442900050053,0.24674442900050053,1.0,1.0,1.0,64.0,64.0,0.24674442900050053,0.24674442900050053,1.0,1.0,1.0,64.0,64.0,0.24674442900050053,0.24674442900050053,1.0,1.0,1.0,64.0,64.0,0.24674442900050053,0.24674442900050053,0.8166666666666667
