population,maximum_rounds,candidate_budget,query_number,direction,returned,reference_valid_returned,returned_validity,conditional_returned_validity,valid_cfe_yield_at_k,completeness_at_k,coverage_at_1,full_k_success,proximity,sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,fidelity_oracle_evaluations,constraint_validity,mean_target_logit_margin,minimum_target_logit_margin,robust_validity,robust_cfe_fraction_95,robust_completeness_at_k,robust_full_k_success,changed_set_dice,runtime_seconds,generation_time_to_k_or_cap_seconds,time_to_full_k_seconds,time_per_returned_cfe_seconds,candidate_evaluations,candidate_throughput_per_second,rounds_used,k1_achieved,rounds_to_k1,rounds_to_k1_or_cap,candidates_to_k1,candidates_to_k1_or_cap,time_to_k1_seconds,time_to_k1_or_cap_seconds,k3_achieved,rounds_to_k3,rounds_to_k3_or_cap,candidates_to_k3,candidates_to_k3_or_cap,time_to_k3_seconds,time_to_k3_or_cap_seconds,k5_achieved,rounds_to_k5,rounds_to_k5_or_cap,candidates_to_k5,candidates_to_k5_or_cap,time_to_k5_seconds,time_to_k5_or_cap_seconds,k10_achieved,rounds_to_k10,rounds_to_k10_or_cap,candidates_to_k10,candidates_to_k10_or_cap,time_to_k10_seconds,time_to_k10_or_cap_seconds,group_sparsity
64,8,512,4,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.10209077596664429,0.5833333333333334,0.09737233072519302,0.6805471080110822,0.6805471080110822,0.1,0.9800000000000001,0.9090909090909091,0.9090909090909091,81,1.0,6.428141117095947,0.8883929252624512,0.9833333333333334,0.9,0.9,0.0,0.9563453647315878,2.0801185400005124,2.0801185400005124,2.0801185400005124,0.20801185400005123,512,246.13981855085714,8,1.0,1.0,1.0,64.0,64.0,0.24731694100046298,0.24731694100046298,1.0,1.0,1.0,64.0,64.0,0.24731694100046298,0.24731694100046298,1.0,1.0,1.0,64.0,64.0,0.24731694100046298,0.24731694100046298,1.0,1.0,1.0,64.0,64.0,0.24731694100046298,0.24731694100046298,0.5833333333333334
64,8,512,5,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.08219882100820541,0.8111111111111111,0.10996190458536148,0.793655463994924,0.793655463994924,0.0,0.86,0.7878787878787878,0.7878787878787878,81,1.0,6.0054497718811035,1.1831822395324707,0.95,0.9,0.9,0.0,0.9198003848003846,1.968572949999725,1.968572949999725,1.968572949999725,0.1968572949999725,512,260.0868817180849,8,1.0,1.0,1.0,64.0,64.0,0.17458688900023844,0.17458688900023844,1.0,1.0,1.0,64.0,64.0,0.17458688900023844,0.17458688900023844,1.0,1.0,1.0,64.0,64.0,0.17458688900023844,0.17458688900023844,1.0,1.0,1.0,64.0,64.0,0.17458688900023844,0.17458688900023844,0.8111111111111111
64,8,512,6,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.09195594489574432,0.7722222222222223,0.08163703233003616,0.8191134982706669,0.8191134982706669,0.1,0.8400000000000001,0.9393939393939394,0.9393939393939394,81,1.0,4.863188743591309,0.3162398338317871,0.9833333333333334,0.9,0.9,0.0,0.9088985088985091,2.0286843040003077,2.0286843040003077,2.0286843040003077,0.20286843040003077,512,252.3803230450401,8,1.0,1.0,1.0,64.0,64.0,0.24582000300051732,0.24582000300051732,1.0,1.0,1.0,64.0,64.0,0.24582000300051732,0.24582000300051732,1.0,1.0,1.0,64.0,64.0,0.24582000300051732,0.24582000300051732,1.0,2.0,2.0,128.0,128.0,0.4947209390002172,0.4947209390002172,0.7722222222222223
64,8,512,7,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.07697592675685883,0.7166666666666667,0.057023487985134125,0.7329711330296453,0.7329711330296453,0.0,0.9400000000000001,0.9090909090909091,0.9090909090909091,81,1.0,3.914193630218506,0.29593896865844727,0.95,0.8,0.8,0.0,0.933100603100603,2.1068365639994227,2.1068365639994227,2.1068365639994227,0.21068365639994227,512,243.01837586683365,8,1.0,1.0,1.0,64.0,64.0,0.2533132389999082,0.2533132389999082,1.0,1.0,1.0,64.0,64.0,0.2533132389999082,0.2533132389999082,1.0,1.0,1.0,64.0,64.0,0.2533132389999082,0.2533132389999082,1.0,1.0,1.0,64.0,64.0,0.2533132389999082,0.2533132389999082,0.7166666666666667
128,4,512,0,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.11094359308481216,0.6444444444444445,0.0957193449139595,0.7721232508004989,0.7721232508004989,0.0,0.0,0.9696969696969697,0.9696969696969697,81,1.0,4.911270618438721,0.22675418853759766,0.8833333333333334,0.7,0.7,0.0,0.9163879013143719,1.1289228440000443,1.1289228440000443,1.1289228440000443,0.11289228440000443,512,453.52966566418417,4,1.0,1.0,1.0,128.0,128.0,0.2700357249996159,0.2700357249996159,1.0,1.0,1.0,128.0,128.0,0.2700357249996159,0.2700357249996159,1.0,1.0,1.0,128.0,128.0,0.2700357249996159,0.2700357249996159,1.0,1.0,1.0,128.0,128.0,0.2700357249996159,0.2700357249996159,0.6444444444444445
128,4,512,1,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.11483540385961533,0.6611111111111111,0.08901767432689667,0.8084703078552314,0.8084703078552314,0.0,0.0,0.9696969696969697,0.9696969696969697,81,1.0,5.793837547302246,2.1997838020324707,1.0,1.0,1.0,1.0,0.9465978465978466,1.110585240000546,1.110585240000546,1.110585240000546,0.1110585240000546,512,461.01819253400873,4,1.0,1.0,1.0,128.0,128.0,0.27082103400061897,0.27082103400061897,1.0,1.0,1.0,128.0,128.0,0.27082103400061897,0.27082103400061897,1.0,1.0,1.0,128.0,128.0,0.27082103400061897,0.27082103400061897,1.0,1.0,1.0,128.0,128.0,0.27082103400061897,0.27082103400061897,0.6611111111111111
128,4,512,2,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.06984150409698486,0.7555555555555556,0.05569654703140259,0.6886142112154483,0.6886142112154483,0.0,0.8400000000000001,0.9393939393939394,0.9393939393939394,81,1.0,2.597691059112549,0.35797882080078125,0.9833333333333334,0.9,0.9,0.0,0.9149705849705849,1.0570797610007503,1.0570797610007503,1.0570797610007503,0.10570797610007503,512,484.35323320851717,4,1.0,1.0,1.0,128.0,128.0,0.2458050210007059,0.2458050210007059,1.0,1.0,1.0,128.0,128.0,0.2458050210007059,0.2458050210007059,1.0,1.0,1.0,128.0,128.0,0.2458050210007059,0.2458050210007059,1.0,2.0,2.0,256.0,256.0,0.5170547200004876,0.5170547200004876,0.7555555555555556
128,4,512,3,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.10617196559906006,0.6444444444444445,0.10103818774223328,0.6114455887663162,0.6114455887663162,0.0,0.78,0.8484848484848485,0.8484848484848485,81,1.0,15.173070907592773,5.3128180503845215,1.0,1.0,1.0,1.0,0.9687438949938949,1.200750529999823,1.200750529999823,1.200750529999823,0.12007505299998229,512,426.3999783536015,4,1.0,1.0,1.0,128.0,128.0,0.28900946299927455,0.28900946299927455,1.0,1.0,1.0,128.0,128.0,0.28900946299927455,0.28900946299927455,1.0,1.0,1.0,128.0,128.0,0.28900946299927455,0.28900946299927455,1.0,1.0,1.0,128.0,128.0,0.28900946299927455,0.28900946299927455,0.6444444444444445
128,4,512,4,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.10071136057376862,0.538888888888889,0.1069774180650711,0.7355698421280384,0.7355698421280384,0.0,0.9800000000000001,0.9393939393939394,0.9393939393939394,81,1.0,4.4365949630737305,0.5606522560119629,0.9333333333333333,0.9,0.9,0.0,0.9591570019820793,1.054362100000617,1.054362100000617,1.054362100000617,0.10543621000006169,512,485.6016732768566,4,1.0,1.0,1.0,128.0,128.0,0.2512558390008053,0.2512558390008053,1.0,1.0,1.0,128.0,128.0,0.2512558390008053,0.2512558390008053,1.0,1.0,1.0,128.0,128.0,0.2512558390008053,0.2512558390008053,1.0,1.0,1.0,128.0,128.0,0.2512558390008053,0.2512558390008053,0.538888888888889
128,4,512,5,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.13493797183036804,0.638888888888889,0.1234150156378746,0.7070008310654785,0.7070008310654785,0.0,0.8800000000000001,0.7878787878787878,0.7878787878787878,81,1.0,3.6659176349639893,0.31156206130981445,0.9833333333333334,0.9,0.9,0.0,0.9708562271062272,1.23255478900046,1.23255478900046,1.23255478900046,0.123255478900046,512,415.3973556138679,4,1.0,1.0,1.0,128.0,128.0,0.25963089500055503,0.25963089500055503,1.0,1.0,1.0,128.0,128.0,0.25963089500055503,0.25963089500055503,1.0,1.0,1.0,128.0,128.0,0.25963089500055503,0.25963089500055503,1.0,1.0,1.0,128.0,128.0,0.25963089500055503,0.25963089500055503,0.638888888888889
128,4,512,6,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.1374320238828659,0.5944444444444444,0.11040730029344559,0.8099401968780005,0.8099401968780005,0.1,0.9800000000000001,0.8787878787878788,0.8787878787878788,81,1.0,9.784496307373047,1.4054532051086426,0.9833333333333334,0.9,0.9,0.0,0.9600541669659318,1.0810139899995193,1.0810139899995193,1.0810139899995193,0.10810139899995193,512,473.6293930851234,4,1.0,1.0,1.0,128.0,128.0,0.24428772999999637,0.24428772999999637,1.0,1.0,1.0,128.0,128.0,0.24428772999999637,0.24428772999999637,1.0,1.0,1.0,128.0,128.0,0.24428772999999637,0.24428772999999637,1.0,1.0,1.0,128.0,128.0,0.24428772999999637,0.24428772999999637,0.5944444444444444
128,4,512,7,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.08009074628353119,0.6888888888888889,0.07668053358793259,0.7362074133102712,0.7362074133102712,0.0,0.76,0.8787878787878788,0.8787878787878788,81,1.0,4.587514400482178,0.35385656356811523,0.9833333333333334,0.9,0.9,0.0,0.943059718059718,1.1363515680004639,1.1363515680004639,1.1363515680004639,0.11363515680004639,512,450.56478506992386,4,1.0,1.0,1.0,128.0,128.0,0.289075751999917,0.289075751999917,1.0,1.0,1.0,128.0,128.0,0.289075751999917,0.289075751999917,1.0,1.0,1.0,128.0,128.0,0.289075751999917,0.289075751999917,1.0,1.0,1.0,128.0,128.0,0.289075751999917,0.289075751999917,0.6888888888888889
