population,maximum_rounds,candidate_budget,query_number,direction,returned,reference_valid_returned,returned_validity,conditional_returned_validity,valid_cfe_yield_at_k,completeness_at_k,coverage_at_1,full_k_success,proximity,sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,fidelity_oracle_evaluations,constraint_validity,mean_target_logit_margin,minimum_target_logit_margin,robust_validity,robust_cfe_fraction_95,robust_completeness_at_k,robust_full_k_success,changed_set_dice,runtime_seconds,generation_time_to_k_or_cap_seconds,time_to_full_k_seconds,time_per_returned_cfe_seconds,candidate_evaluations,candidate_throughput_per_second,rounds_used,k1_achieved,rounds_to_k1,rounds_to_k1_or_cap,candidates_to_k1,candidates_to_k1_or_cap,time_to_k1_seconds,time_to_k1_or_cap_seconds,k3_achieved,rounds_to_k3,rounds_to_k3_or_cap,candidates_to_k3,candidates_to_k3_or_cap,time_to_k3_seconds,time_to_k3_or_cap_seconds,k5_achieved,rounds_to_k5,rounds_to_k5_or_cap,candidates_to_k5,candidates_to_k5_or_cap,time_to_k5_seconds,time_to_k5_or_cap_seconds,k10_achieved,rounds_to_k10,rounds_to_k10_or_cap,candidates_to_k10,candidates_to_k10_or_cap,time_to_k10_seconds,time_to_k10_or_cap_seconds,group_sparsity
256,2,512,0,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.10437892377376556,0.6222222222222221,0.07080322504043579,0.7218112948106337,0.7218112948106337,0.0,0.06,0.9090909090909091,0.9090909090909091,81,1.0,4.922831058502197,0.2890462875366211,0.9166666666666666,0.8,0.8,0.0,0.9270343499523067,0.7357450290000997,0.7357450290000997,0.7357450290000997,0.07357450290000997,512,695.8932508124776,2,1.0,1.0,1.0,256.0,256.0,0.3530328489996464,0.3530328489996464,1.0,1.0,1.0,256.0,256.0,0.3530328489996464,0.3530328489996464,1.0,1.0,1.0,256.0,256.0,0.3530328489996464,0.3530328489996464,1.0,1.0,1.0,256.0,256.0,0.3530328489996464,0.3530328489996464,0.6222222222222221
256,2,512,1,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.10921625792980194,0.611111111111111,0.07900254428386688,0.7663319890024212,0.7663319890024212,0.0,0.02,0.9393939393939394,0.9393939393939394,81,1.0,2.949486017227173,0.1207127571105957,0.95,0.8,0.8,0.0,0.9620833333333334,0.7369869720005227,0.7369869720005227,0.7369869720005227,0.07369869720005226,512,694.7205574207042,2,1.0,1.0,1.0,256.0,256.0,0.3671284710007967,0.3671284710007967,1.0,1.0,1.0,256.0,256.0,0.3671284710007967,0.3671284710007967,1.0,1.0,1.0,256.0,256.0,0.3671284710007967,0.3671284710007967,1.0,1.0,1.0,256.0,256.0,0.3671284710007967,0.3671284710007967,0.611111111111111
256,2,512,2,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.06344247609376907,0.75,0.04998235031962395,0.6846468888629358,0.6846468888629358,0.0,0.7,0.8484848484848485,0.8484848484848485,81,1.0,2.443966865539551,0.21076583862304688,0.9,0.7,0.7,0.0,0.9121263921263921,0.6083856630002629,0.6083856630002629,0.6083856630002629,0.060838566300026285,512,841.5714424877543,2,1.0,1.0,1.0,256.0,256.0,0.2583477230000426,0.2583477230000426,1.0,1.0,1.0,256.0,256.0,0.2583477230000426,0.2583477230000426,1.0,1.0,1.0,256.0,256.0,0.2583477230000426,0.2583477230000426,1.0,2.0,2.0,512.0,512.0,0.6083465499996237,0.6083465499996237,0.75
256,2,512,3,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.11125823110342026,0.5444444444444445,0.11711043119430542,0.5883975097342686,0.5883975097342686,0.0,0.72,0.7272727272727273,0.7272727272727273,81,1.0,10.753281593322754,0.3088393211364746,0.9333333333333332,0.8,0.8,0.0,0.9750364063754157,0.8694211510000969,0.8694211510000969,0.8694211510000969,0.08694211510000968,512,588.8975663992593,2,1.0,1.0,1.0,256.0,256.0,0.4231734309996682,0.4231734309996682,1.0,1.0,1.0,256.0,256.0,0.4231734309996682,0.4231734309996682,1.0,1.0,1.0,256.0,256.0,0.4231734309996682,0.4231734309996682,1.0,1.0,1.0,256.0,256.0,0.4231734309996682,0.4231734309996682,0.5444444444444445
256,2,512,4,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.09653604030609131,0.5611111111111111,0.0874539241194725,0.6844641107519992,0.6844641107519992,0.0,0.96,0.9090909090909091,0.9090909090909091,81,1.0,3.7607486248016357,1.074373722076416,1.0,1.0,1.0,1.0,0.9567293233082708,0.5986107790004098,0.5986107790004098,0.5986107790004098,0.059861077900040985,512,855.313699587841,2,1.0,1.0,1.0,256.0,256.0,0.29333165400021244,0.29333165400021244,1.0,1.0,1.0,256.0,256.0,0.29333165400021244,0.29333165400021244,1.0,1.0,1.0,256.0,256.0,0.29333165400021244,0.29333165400021244,1.0,1.0,1.0,256.0,256.0,0.29333165400021244,0.29333165400021244,0.5611111111111111
256,2,512,5,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.12733890116214752,0.6277777777777779,0.08262346684932709,0.5867772541732006,0.5867772541732006,0.1,0.9199999999999999,0.8787878787878788,0.8787878787878788,81,1.0,4.571801662445068,0.8193545341491699,1.0,1.0,1.0,1.0,0.9774302413273002,0.7809821820001162,0.7809821820001162,0.7809821820001162,0.07809821820001162,512,655.5847390637701,2,1.0,1.0,1.0,256.0,256.0,0.3895900020006593,0.3895900020006593,1.0,1.0,1.0,256.0,256.0,0.3895900020006593,0.3895900020006593,1.0,1.0,1.0,256.0,256.0,0.3895900020006593,0.3895900020006593,1.0,1.0,1.0,256.0,256.0,0.3895900020006593,0.3895900020006593,0.6277777777777779
256,2,512,6,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.1540297120809555,0.5111111111111112,0.12037959694862366,0.6830494604404492,0.6830494604404492,0.0,0.96,0.7878787878787878,0.7878787878787878,81,1.0,6.1493425369262695,1.0761942863464355,0.9833333333333334,0.9,0.9,0.0,0.9707705538355693,0.6203046800001175,0.6203046800001175,0.6203046800001175,0.06203046800001175,512,825.4008336675826,2,1.0,1.0,1.0,256.0,256.0,0.2730897589999586,0.2730897589999586,1.0,1.0,1.0,256.0,256.0,0.2730897589999586,0.2730897589999586,1.0,1.0,1.0,256.0,256.0,0.2730897589999586,0.2730897589999586,1.0,1.0,1.0,256.0,256.0,0.2730897589999586,0.2730897589999586,0.5111111111111112
256,2,512,7,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.08110827207565308,0.6555555555555556,0.05602026358246803,0.7192066627473747,0.7192066627473747,0.0,0.9199999999999999,0.9696969696969697,0.9696969696969697,81,1.0,3.590505599975586,1.2007355690002441,1.0,1.0,1.0,1.0,0.9486101398601399,0.7085879400001431,0.7085879400001431,0.7085879400001431,0.07085879400001431,512,722.5638076762873,2,1.0,1.0,1.0,256.0,256.0,0.35242883899991284,0.35242883899991284,1.0,1.0,1.0,256.0,256.0,0.35242883899991284,0.35242883899991284,1.0,1.0,1.0,256.0,256.0,0.35242883899991284,0.35242883899991284,1.0,1.0,1.0,256.0,256.0,0.35242883899991284,0.35242883899991284,0.6555555555555556
512,1,512,0,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0977293998003006,0.5833333333333333,0.04136571288108826,0.6229219915978994,0.6229219915978994,0.0,0.0,0.8181818181818182,0.8181818181818182,81,1.0,3.9836783409118652,0.4023933410644531,0.9666666666666666,0.9,0.9,0.0,0.9277742763772177,0.6969492069993066,0.6969492069993066,0.6969492069993066,0.06969492069993066,512,734.630292793359,1,1.0,1.0,1.0,512.0,512.0,0.696845451999252,0.696845451999252,1.0,1.0,1.0,512.0,512.0,0.696845451999252,0.696845451999252,1.0,1.0,1.0,512.0,512.0,0.696845451999252,0.696845451999252,1.0,1.0,1.0,512.0,512.0,0.696845451999252,0.696845451999252,0.5833333333333333
512,1,512,1,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.10537697374820709,0.5222222222222223,0.059428293257951736,0.7224079351602323,0.7224079351602323,0.0,0.04,0.7878787878787878,0.7878787878787878,81,1.0,1.2369472980499268,0.4351010322570801,0.9166666666666666,0.8,0.8,0.0,0.9661879371631693,0.7895847429999776,0.7895847429999776,0.7895847429999776,0.07895847429999776,512,648.4421140847886,1,1.0,1.0,1.0,512.0,512.0,0.7895383000004585,0.7895383000004585,1.0,1.0,1.0,512.0,512.0,0.7895383000004585,0.7895383000004585,1.0,1.0,1.0,512.0,512.0,0.7895383000004585,0.7895383000004585,1.0,1.0,1.0,512.0,512.0,0.7895383000004585,0.7895383000004585,0.5222222222222223
512,1,512,2,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.057579319924116135,0.7055555555555555,0.04183086007833481,0.6072208994626849,0.6072208994626849,0.0,0.74,0.9393939393939394,0.9393939393939394,81,1.0,0.8069229125976562,0.15659093856811523,0.8,0.5,0.5,0.0,0.9231923196629079,0.26090695899983984,0.26090695899983984,0.26090695899983984,0.026090695899983984,512,1962.385372788444,1,1.0,1.0,1.0,512.0,512.0,0.26086534800015215,0.26086534800015215,1.0,1.0,1.0,512.0,512.0,0.26086534800015215,0.26086534800015215,1.0,1.0,1.0,512.0,512.0,0.26086534800015215,0.26086534800015215,1.0,1.0,1.0,512.0,512.0,0.26086534800015215,0.26086534800015215,0.7055555555555555
512,1,512,3,disease_to_no_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.10477664321660995,0.5,0.06385349482297897,0.41248702591355857,0.41248702591355857,0.1,0.8,0.7878787878787878,0.7878787878787878,81,1.0,9.173052787780762,1.0864930152893066,1.0,1.0,1.0,1.0,0.9836729450136369,0.9276081680000061,0.9276081680000061,0.9276081680000061,0.09276081680000062,512,551.9571923389926,1,1.0,1.0,1.0,512.0,512.0,0.9275568200000635,0.9275568200000635,1.0,1.0,1.0,512.0,512.0,0.9275568200000635,0.9275568200000635,1.0,1.0,1.0,512.0,512.0,0.9275568200000635,0.9275568200000635,1.0,1.0,1.0,512.0,512.0,0.9275568200000635,0.9275568200000635,0.5
512,1,512,4,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.08521460741758347,0.5333333333333333,0.05824467912316322,0.5849959536772298,0.5849959536772298,0.0,1.0,0.8484848484848485,0.8484848484848485,81,1.0,2.0854954719543457,0.657996654510498,0.95,0.9,0.9,0.0,0.9628358273133817,0.43915370299964707,0.43915370299964707,0.43915370299964707,0.04391537029996471,512,1165.8788176048045,1,1.0,1.0,1.0,512.0,512.0,0.4390805579996595,0.4390805579996595,1.0,1.0,1.0,512.0,512.0,0.4390805579996595,0.4390805579996595,1.0,1.0,1.0,512.0,512.0,0.4390805579996595,0.4390805579996595,1.0,1.0,1.0,512.0,512.0,0.4390805579996595,0.4390805579996595,0.5333333333333333
512,1,512,5,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.13110218942165375,0.5277777777777778,0.07034101337194443,0.456104145958685,0.456104145958685,0.2,0.86,0.8484848484848485,0.8484848484848485,81,1.0,1.9849544763565063,0.4759058952331543,0.9666666666666668,0.8,0.8,0.0,0.9843400986125446,0.44267946199943253,0.44267946199943253,0.44267946199943253,0.04426794619994325,512,1156.5930745634103,1,1.0,1.0,1.0,512.0,512.0,0.4426368590002312,0.4426368590002312,1.0,1.0,1.0,512.0,512.0,0.4426368590002312,0.4426368590002312,1.0,1.0,1.0,512.0,512.0,0.4426368590002312,0.4426368590002312,1.0,1.0,1.0,512.0,512.0,0.4426368590002312,0.4426368590002312,0.5277777777777778
512,1,512,6,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.15352074801921844,0.35555555555555557,0.05997266620397568,0.5360766930448984,0.5360766930448984,0.2,0.96,0.9090909090909091,0.9090909090909091,81,1.0,2.0169692039489746,0.20785093307495117,0.8833333333333334,0.7,0.7,0.0,0.988368264585656,0.330284980000215,0.330284980000215,0.330284980000215,0.0330284980000215,512,1550.1764567061655,1,1.0,1.0,1.0,512.0,512.0,0.3302413399997022,0.3302413399997022,1.0,1.0,1.0,512.0,512.0,0.3302413399997022,0.3302413399997022,1.0,1.0,1.0,512.0,512.0,0.3302413399997022,0.3302413399997022,1.0,1.0,1.0,512.0,512.0,0.3302413399997022,0.3302413399997022,0.35555555555555557
512,1,512,7,no_disease_to_disease,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.07845181226730347,0.6111111111111112,0.042286429554224014,0.6981506260734609,0.6981506260734609,0.0,0.86,0.8787878787878788,0.8787878787878788,81,1.0,3.407597064971924,0.5545907020568848,1.0,1.0,1.0,1.0,0.9599193480811129,0.6718637510002736,0.6718637510002736,0.6718637510002736,0.06718637510002737,512,762.0592705555736,1,1.0,1.0,1.0,512.0,512.0,0.6718174610005008,0.6718174610005008,1.0,1.0,1.0,512.0,512.0,0.6718174610005008,0.6718174610005008,1.0,1.0,1.0,512.0,512.0,0.6718174610005008,0.6718174610005008,1.0,1.0,1.0,512.0,512.0,0.6718174610005008,0.6718174610005008,0.6111111111111112
