method,epsilon,search_seed,query_number,returned,reference_valid_returned,returned_validity,conditional_returned_validity,valid_cfe_yield_at_k,completeness_at_k,coverage_at_1,full_k_success,proximity,sparsity,diversity,plausibility,plausibility_distance,plausibility_inlier_rate,target_data_support,local_surrogate_fidelity,fidelity,fidelity_oracle_evaluations,constraint_validity,mean_target_logit_margin,minimum_target_logit_margin,robust_validity,robust_cfe_fraction_95,robust_completeness_at_k,robust_full_k_success,changed_set_dice,runtime_seconds,generation_time_to_k_or_cap_seconds,time_to_full_k_seconds,time_per_returned_cfe_seconds,candidate_evaluations,candidate_throughput_per_second,rounds_used,k1_achieved,rounds_to_k1,rounds_to_k1_or_cap,candidates_to_k1,candidates_to_k1_or_cap,time_to_k1_seconds,time_to_k1_or_cap_seconds,k3_achieved,rounds_to_k3,rounds_to_k3_or_cap,candidates_to_k3,candidates_to_k3_or_cap,time_to_k3_seconds,time_to_k3_or_cap_seconds,k5_achieved,rounds_to_k5,rounds_to_k5_or_cap,candidates_to_k5,candidates_to_k5_or_cap,time_to_k5_seconds,time_to_k5_or_cap_seconds,k10_achieved,rounds_to_k10,rounds_to_k10_or_cap,candidates_to_k10,candidates_to_k10_or_cap,time_to_k10_seconds,time_to_k10_or_cap_seconds,group_sparsity
proposed_dp_eps16_sparse_diverse,16.0,11.0,3.5,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09134096000343561,0.5775735294117647,0.09327418310567737,0.8239049066352117,0.8239049066352117,0.5875,0.7525000000000001,0.875,0.875,81.0,1.0,4.190218776464462,0.6500185281038284,0.9750000000000001,0.875,0.875,0.5,0.9405818740614106,3.5217592281250063,3.5217592281250063,3.5217592281250063,0.35217592281250065,512.0,148.56937946363155,8.0,1.0,1.0,1.0,64.0,64.0,0.39532695937498374,0.39532695937498374,1.0,1.0,1.0,64.0,64.0,0.39532695937498374,0.39532695937498374,1.0,1.0,1.0,64.0,64.0,0.39532695937498374,0.39532695937498374,1.0,1.0,1.0,64.0,64.0,0.39532695937498374,0.39532695937498374,0.5031249999999999
proposed_dp_eps2_sparse_diverse,2.0,11.0,3.5,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10270581394433975,0.5441176470588236,0.09113712515681982,0.8862354611966486,0.8862354611966486,0.55,0.7675,0.8674242424242424,0.8674242424242424,81.0,1.0,11.92752756178379,1.7646364867687225,0.9875,0.9375,0.9375,0.5,0.9349233579199171,3.66510832687527,3.66510832687527,3.66510832687527,0.366510832687527,512.0,143.42602776146606,8.0,1.0,1.0,1.0,64.0,64.0,0.4325001950001024,0.4325001950001024,1.0,1.0,1.0,64.0,64.0,0.4325001950001024,0.4325001950001024,1.0,1.0,1.0,64.0,64.0,0.4325001950001024,0.4325001950001024,1.0,1.0,1.0,64.0,64.0,0.4325001950001024,0.4325001950001024,0.44791666666666674
proposed_dp_eps4_sparse_diverse,4.0,11.0,3.5,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07845963584259152,0.6124999999999999,0.062212341697886586,0.8214823367388129,0.8214823367388129,0.4875,0.6625,0.8901515151515151,0.8901515151515151,81.0,1.0,5.560427114367485,0.9671202581375837,0.9708333333333333,0.8875,0.8875,0.5,0.9321119309564807,3.5837448317502094,3.5837448317502094,3.5837448317502094,0.35837448317502096,512.0,145.82850397481823,8.0,1.0,1.0,1.0,64.0,64.0,0.3807218923752771,0.3807218923752771,1.0,1.0,1.0,64.0,64.0,0.3807218923752771,0.3807218923752771,1.0,1.0,1.0,64.0,64.0,0.3807218923752771,0.3807218923752771,1.0,1.0,1.0,64.0,64.0,0.3807218923752771,0.3807218923752771,0.5333333333333333
proposed_dp_eps8_sparse_diverse,8.0,11.0,3.5,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0823569679632783,0.5919117647058824,0.08584096166305244,0.8283752412430423,0.8283752412430423,0.5625,0.6375,0.8636363636363636,0.8636363636363636,81.0,1.0,6.39157247543335,0.7532798014581203,0.975,0.925,0.925,0.5,0.9253526656655137,3.6492369638751825,3.6492369638751825,3.6492369638751825,0.36492369638751826,512.0,143.6716341333523,8.0,1.0,1.0,1.0,64.0,64.0,0.41493004037522496,0.41493004037522496,1.0,1.0,1.0,64.0,64.0,0.41493004037522496,0.41493004037522496,1.0,1.0,1.0,64.0,64.0,0.41493004037522496,0.41493004037522496,1.0,1.0,1.0,64.0,64.0,0.41493004037522496,0.41493004037522496,0.484375
