seed,selected_epoch,original_probability_threshold,absorbed_logit_threshold,accuracy,precision,recall,f1,f2,roc_auc,pr_auc,specificity,negative_predictive_value,false_positive_rate,false_negative_rate,gmean_sensitivity_specificity,balanced_accuracy,mcc,prevalence,predicted_positive_rate,tn,fp,fn,tp,canonical_for_cfe
55,44,0.5683913841307163,0.2752910421883327,0.8840236686390532,0.8848848848848849,0.8316086547507056,0.8574199806013579,0.841744429632451,0.9495991656100456,0.9413841864405045,0.921875,0.8834635416666666,0.078125,0.16839134524929444,0.8755793673895627,0.8767418273753528,0.7608797411943737,0.4193293885601578,0.3940828402366864,1357,115,179,884,True
