dataset,variant,attack,metric,mean,sd,ci95_low,ci95_high,attack_seeds
mimic,dp_eps2,multi_draw_mean_objective,tpr_at_fpr_0.001,0.0033,0.002750757471437,0.0017,0.0049999999999999,10
mimic,dp_eps2,multi_draw_mean_objective,tpr_at_fpr_0.01,0.0128,0.0048716869083853,0.0099999999999999,0.0157,10
mimic,dp_eps2,multi_draw_mean_objective,tpr_at_fpr_0.05,0.0442999999999999,0.0081520276959512,0.0397,0.0491,10
mimic,dp_eps2,multi_draw_reconstruction,evaluation_auc,0.50255955,0.0147142380677318,0.4929784975,0.51059019125,10
mimic,dp_eps2,multi_draw_reconstruction,evaluation_accuracy,0.5005499999999999,0.0111166791604127,0.4936487499999999,0.5066999999999999,10
mimic,dp_eps2,multi_draw_reconstruction,evaluation_balanced_accuracy,0.50055,0.0111166791604127,0.49374875,0.50685125,10
mimic,dp_eps2,multi_draw_reconstruction,evaluation_membership_advantage,0.0010999999999999,0.0222333583208255,-0.0129,0.0135999999999999,10
mimic,dp_eps2,multi_draw_reconstruction,evaluation_tpr_at_calibrated_threshold,0.3470999999999999,0.1212852010758114,0.2758,0.4208024999999999,10
mimic,dp_eps2,multi_draw_reconstruction,evaluation_fpr_at_calibrated_threshold,0.346,0.1031255976413659,0.2863,0.4084,10
mimic,dp_eps2,multi_draw_reconstruction,tpr_at_fpr_0.001,0.0025,0.0020682789409984,0.0013,0.0038,10
mimic,dp_eps2,multi_draw_reconstruction,tpr_at_fpr_0.01,0.0093,0.0043982319680121,0.0069,0.012,10
mimic,dp_eps2,multi_draw_reconstruction,tpr_at_fpr_0.05,0.0431999999999999,0.010747609553343,0.0379,0.0503,10
mimic,dp_eps2,released_discriminator_score,evaluation_auc,0.5013292,0.0114948467565059,0.4942289724999999,0.5078930325000001,10
mimic,dp_eps2,released_discriminator_score,evaluation_accuracy,0.5012999999999999,0.0094551573228582,0.4957499999999999,0.50685125,10
mimic,dp_eps2,released_discriminator_score,evaluation_balanced_accuracy,0.5012999999999999,0.0094551573228582,0.4957,0.5067,10
mimic,dp_eps2,released_discriminator_score,evaluation_membership_advantage,0.0025999999999999,0.0189103146457164,-0.009,0.0133024999999999,10
mimic,dp_eps2,released_discriminator_score,evaluation_tpr_at_calibrated_threshold,0.3616,0.21149268440198,0.2430974999999999,0.4827999999999999,10
mimic,dp_eps2,released_discriminator_score,evaluation_fpr_at_calibrated_threshold,0.359,0.2052088367168106,0.23799,0.4827074999999999,10
mimic,dp_eps2,released_discriminator_score,tpr_at_fpr_0.001,0.003,0.0027080128015453,0.0015,0.0047,10
mimic,dp_eps2,released_discriminator_score,tpr_at_fpr_0.01,0.0139,0.0033813212407775,0.012,0.0159,10
mimic,dp_eps2,released_discriminator_score,tpr_at_fpr_0.05,0.058,0.0106978710239208,0.0519,0.0643,10
mimic,dp_eps2,single_draw_loss_threshold,evaluation_auc,0.4937862,0.0088764934367876,0.4888533124999999,0.4991617150000001,10
mimic,dp_eps2,single_draw_loss_threshold,evaluation_accuracy,0.4963499999999999,0.0073259432460567,0.4916500000000001,0.50025125,10
mimic,dp_eps2,single_draw_loss_threshold,evaluation_balanced_accuracy,0.4963499999999999,0.0073259432460567,0.4916487499999999,0.50035,10
mimic,dp_eps2,single_draw_loss_threshold,evaluation_membership_advantage,-0.0073,0.0146518864921134,-0.0166,0.0006,10
