method,method_label,candidate_budget,direction,difficulty_stratum,n_factuals,valid_cfe_yield_at_k_mean,valid_cfe_yield_at_k_std,valid_cfe_yield_at_k_median,valid_cfe_yield_at_k_q25,valid_cfe_yield_at_k_q75,coverage_at_1_mean,coverage_at_1_std,coverage_at_1_median,coverage_at_1_q25,coverage_at_1_q75,full_k_success_mean,full_k_success_std,full_k_success_median,full_k_success_q25,full_k_success_q75,robust_completeness_at_k_mean,robust_completeness_at_k_std,robust_completeness_at_k_median,robust_completeness_at_k_q25,robust_completeness_at_k_q75,robust_full_k_success_mean,robust_full_k_success_std,robust_full_k_success_median,robust_full_k_success_q25,robust_full_k_success_q75,proximity_mean,proximity_std,proximity_median,proximity_q25,proximity_q75,sparsity_mean,sparsity_std,sparsity_median,sparsity_q25,sparsity_q75,group_sparsity_mean,group_sparsity_std,group_sparsity_median,group_sparsity_q25,group_sparsity_q75,diversity_mean,diversity_std,diversity_median,diversity_q25,diversity_q75,plausibility_mean,plausibility_std,plausibility_median,plausibility_q25,plausibility_q75,plausibility_distance_mean,plausibility_distance_std,plausibility_distance_median,plausibility_distance_q25,plausibility_distance_q75,plausibility_inlier_rate_mean,plausibility_inlier_rate_std,plausibility_inlier_rate_median,plausibility_inlier_rate_q25,plausibility_inlier_rate_q75,target_data_support_mean,target_data_support_std,target_data_support_median,target_data_support_q25,target_data_support_q75,local_surrogate_fidelity_mean,local_surrogate_fidelity_std,local_surrogate_fidelity_median,local_surrogate_fidelity_q25,local_surrogate_fidelity_q75,fidelity_mean,fidelity_std,fidelity_median,fidelity_q25,fidelity_q75,changed_set_dice_mean,changed_set_dice_std,changed_set_dice_median,changed_set_dice_q25,changed_set_dice_q75,constraint_validity_mean,constraint_validity_std,constraint_validity_median,constraint_validity_q25,constraint_validity_q75,mean_target_logit_margin_mean,mean_target_logit_margin_std,mean_target_logit_margin_median,mean_target_logit_margin_q25,mean_target_logit_margin_q75,generation_time_to_k_or_cap_seconds_mean,generation_time_to_k_or_cap_seconds_std,generation_time_to_k_or_cap_seconds_median,generation_time_to_k_or_cap_seconds_q25,generation_time_to_k_or_cap_seconds_q75,candidate_evaluations_mean,candidate_evaluations_std,candidate_evaluations_median,candidate_evaluations_q25,candidate_evaluations_q75,rounds_used_mean,rounds_used_std,rounds_used_median,rounds_used_q25,rounds_used_q75
countergan_one_shot,CounterGAN one-shot,64,disease_to_no_disease,high_confidence,33.0,0.8060606060606061,0.3230125712911514,1.0,0.7,1.0,0.9090909090909091,0.2919371040605713,1.0,1.0,1.0,0.6060606060606061,0.49619766344887317,1.0,0.0,1.0,0.7606060606060605,0.3200970496773147,0.9,0.7,1.0,0.3939393939393939,0.49619766344887317,0.0,0.0,1.0,0.1497183586160342,0.023847431062440465,0.14742517471313477,0.1327163353562355,0.1703408733010292,0.12668923124805478,0.0526542687253358,0.1397058823529412,0.09779411764705884,0.16801470588235298,0.005327380952380954,0.012436883717748775,0.0,0.0,0.008333333333333337,0.028318483692904312,0.0032884840991325697,0.027794198133051395,0.026227068156003952,0.030708614736795425,0.8668974137718687,0.15138932102009908,0.8753576447758278,0.7740031739980578,0.95035578067488,0.8668974137718687,0.15138932102009908,0.8753576447758278,0.7740031739980578,0.95035578067488,0.53,0.4871804876903496,0.8500000000000001,0.0,1.0,0.4174814814814814,0.43180484268412334,0.19,0.0,0.81,0.9389279237079474,0.058513365179837636,0.9655172413793104,0.9090909090909091,0.9696969696969697,0.9389279237079474,0.058513365179837636,0.9655172413793104,0.9090909090909091,0.9696969696969697,0.9845566407485682,0.00904407959249728,0.9856956152109811,0.9804061913819409,0.9916153225265802,1.0,0.0,1.0,1.0,1.0,3.929020976026853,2.1212003359489024,3.579369068145752,2.328833043575287,5.497591018676758,0.08421215542429392,0.004275799057745665,0.08391602200026682,0.08115669099970546,0.08624849199986784,64.0,0.0,64.0,64.0,64.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,64,disease_to_no_disease,medium_confidence,33.0,0.9393939393939394,0.12732682832820902,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7575757575757576,0.43519413988924466,1.0,1.0,1.0,0.9333333333333332,0.12909944487358055,1.0,0.9,1.0,0.7272727272727273,0.45226701686664555,1.0,0.0,1.0,0.1375286163705768,0.020363430124514012,0.14025044441223145,0.12799187004566193,0.1508236974477768,0.11520138358373654,0.04578126097835119,0.1058823529411765,0.07941176470588238,0.1558823529411765,0.005078563411896747,0.0117831150466964,0.0,0.0,0.0,0.028171307209766273,0.00343468651206033,0.027725113555788994,0.02608727104961872,0.028949612751603127,0.7532593084849047,0.0920249852115037,0.7622908643196815,0.6886190888777641,0.8082258186606082,0.7532593084849047,0.0920249852115037,0.7622908643196815,0.6886190888777641,0.8082258186606082,0.7242424242424242,0.4100535811256126,1.0,0.4,1.0,0.8225685425685426,0.28461728737878417,0.96,0.8,1.0,0.9484220605432727,0.047399522355137357,0.9666666666666667,0.9230769230769231,0.9696969696969697,0.9484220605432727,0.047399522355137357,0.9666666666666667,0.9230769230769231,0.9696969696969697,0.983181065273599,0.006929416301949205,0.9842731837043313,0.9818998976121953,0.9862353170905767,1.0,0.0,1.0,1.0,1.0,5.677018769762733,2.483105756556807,5.661357402801514,4.166351318359375,7.287942886352539,0.08433560463631831,0.004587193984521643,0.08399253799871076,0.08176424500015855,0.08577635000074224,64.0,0.0,64.0,64.0,64.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,64,disease_to_no_disease,near_boundary,34.0,0.9970588235294118,0.017149858514250875,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9705882352941176,0.17149858514250874,1.0,1.0,1.0,0.9970588235294118,0.017149858514250875,1.0,1.0,1.0,0.9705882352941176,0.17149858514250874,1.0,1.0,1.0,0.1276233373757671,0.017612907786420898,0.13316263258457184,0.11825931258499622,0.13830026611685753,0.12265474817377932,0.03649227604580166,0.11764705882352945,0.10294117647058827,0.14191176470588238,0.008333333333333337,0.009622504486493766,0.008333333333333337,0.0,0.008333333333333337,0.028446138891227105,0.0023066368515100286,0.028013288974761963,0.027303727343678474,0.029763370286673307,0.7153635003878688,0.09725182948193863,0.7269060673269998,0.6667573262976625,0.7740883800456757,0.7153635003878688,0.09725182948193863,0.7269060673269998,0.6667573262976625,0.7740883800456757,0.8558823529411765,0.31352461260552966,1.0,0.9,1.0,0.863529411764706,0.1692386221580243,0.95,0.805,1.0,0.9294117647058824,0.054143655359937676,0.9393939393939394,0.9090909090909091,0.9696969696969697,0.9294117647058824,0.054143655359937676,0.9393939393939394,0.9090909090909091,0.9696969696969697,0.9821787405049811,0.005513922891806511,0.9827569494968911,0.9789462980601968,0.9860018700870712,1.0,0.0,1.0,1.0,1.0,6.02116450141458,1.6991228769348197,5.878979444503784,5.0081257820129395,7.017614006996155,0.08620338997065226,0.002222063078855093,0.08605934750039523,0.08455948000028002,0.08759450099978494,64.0,0.0,64.0,64.0,64.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,64,no_disease_to_disease,high_confidence,33.0,0.9696969696969697,0.17407765595569788,1.0,1.0,1.0,0.9696969696969697,0.17407765595569788,1.0,1.0,1.0,0.9696969696969697,0.17407765595569788,1.0,1.0,1.0,0.9696969696969697,0.17407765595569788,1.0,1.0,1.0,0.9696969696969697,0.17407765595569788,1.0,1.0,1.0,0.14280577981844544,0.02500846687108568,0.14328796416521072,0.12461797893047333,0.15842947736382484,0.11590073529411767,0.025671682022050626,0.11470588235294121,0.10294117647058827,0.13308823529411767,0.0036458333333333347,0.00632791930448029,0.0,0.0,0.008333333333333337,0.03806156251812354,0.007098470335819691,0.036335308104753494,0.03224181570112705,0.04479697532951832,0.8429347621229157,0.09733892803253584,0.8134044510869515,0.7870871175703832,0.8847434286697718,0.8429347621229157,0.09733892803253584,0.8134044510869515,0.7870871175703832,0.8847434286697718,0.39375000000000004,0.42573465914816006,0.25,0.0,0.8,0.47875,0.3168774058253138,0.53,0.23500000000000004,0.765,0.928030303030303,0.05695243181738424,0.9393939393939394,0.9015151515151515,0.9696969696969697,0.928030303030303,0.05695243181738424,0.9393939393939394,0.9015151515151515,0.9696969696969697,0.9837674594993556,0.005512502208053648,0.9843549519232361,0.9805722721394097,0.9874389904537746,1.0,0.0,1.0,1.0,1.0,9.926574043929577,5.636309075537656,8.857324600219727,6.072221159934998,11.187412738800049,0.08145575790871534,0.0060653184701621975,0.08042579099856084,0.07856854599958751,0.081689489998098,64.0,0.0,64.0,64.0,64.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,64,no_disease_to_disease,medium_confidence,33.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1363322093631282,0.015146294935353027,0.1405046284198761,0.12361540645360947,0.14480358362197876,0.12317290552584675,0.022885934334288403,0.12352941176470593,0.11176470588235299,0.14117647058823532,0.004292929292929295,0.00979858180489429,0.0,0.0,0.0,0.04048882210344979,0.00663551462157735,0.041559237986803055,0.036947861313819885,0.04325170814990997,0.835710790559262,0.09426954460624791,0.8342862263154259,0.7815402859374603,0.8836988202512425,0.835710790559262,0.09426954460624791,0.8342862263154259,0.7815402859374603,0.8836988202512425,0.5515151515151515,0.4191667419724013,0.6,0.0,1.0,0.6503030303030304,0.3154410092283981,0.6599999999999999,0.4800000000000001,0.9400000000000001,0.9568411386593205,0.04151508448782401,0.9696969696969697,0.9393939393939394,1.0,0.9568411386593205,0.04151508448782401,0.9696969696969697,0.9393939393939394,1.0,0.9819335241863224,0.00506025866077756,0.9826328884985303,0.9790280017784874,0.98561715913538,1.0,0.0,1.0,1.0,1.0,10.884692466620242,5.502039600696213,9.660189628601074,7.273281097412109,15.366500854492188,0.0944821482119027,0.062706524496835,0.08164838800075813,0.0810423590010032,0.08467101799760712,64.0,0.0,64.0,64.0,64.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,64,no_disease_to_disease,near_boundary,34.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.12465089099372134,0.01668433575738982,0.12441197037696838,0.1143383476883173,0.13635775074362755,0.13192041522491352,0.03017835515602241,0.13235294117647062,0.11250000000000004,0.15147058823529416,0.0053921568627451,0.010832819129439343,0.0,0.0,0.008333333333333337,0.04016562359517112,0.007295961996711949,0.03993746638298035,0.035210383124649525,0.044938080944120884,0.8147397693656823,0.07037500571484695,0.8098448387407775,0.7727400287503234,0.8516059128629219,0.8147397693656823,0.07037500571484695,0.8098448387407775,0.7727400287503234,0.8516059128629219,0.7852941176470589,0.3465259209694757,1.0,0.725,1.0,0.7476470588235293,0.22914939977082588,0.77,0.59,0.95,0.9349376114081996,0.06020637395950654,0.9393939393939394,0.9090909090909091,0.9696969696969697,0.9349376114081996,0.06020637395950654,0.9393939393939394,0.9090909090909091,0.9696969696969697,0.9794282012148097,0.00550320589639562,0.9800285691673074,0.9769312753497509,0.9827102272369106,1.0,0.0,1.0,1.0,1.0,11.57551231103785,6.0400415459207375,9.622986316680908,6.989282727241516,14.54956603050232,0.08273279326450018,0.004247494479178326,0.0820672600011676,0.08021515649988942,0.0841406905005897,64.0,0.0,64.0,64.0,64.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,128,disease_to_no_disease,high_confidence,33.0,0.8484848484848485,0.28952678213898897,1.0,0.8,1.0,0.9696969696969697,0.1740776559556979,1.0,1.0,1.0,0.696969696969697,0.4666937221594376,1.0,0.0,1.0,0.7757575757575758,0.3162577104102593,0.9,0.7,1.0,0.48484848484848486,0.5075192189225524,0.0,0.0,1.0,0.14876581146381795,0.023593081005551554,0.14726951718330383,0.13289842382073402,0.16384299471974373,0.13370608660130723,0.050146605509955186,0.14705882352941177,0.10147058823529415,0.16764705882352943,0.004975818452380954,0.008639136955406785,0.0,0.0,0.008333333333333337,0.02757764986017719,0.003172310401741045,0.027120147831737995,0.026075782254338264,0.028761531691998243,0.8647581444547252,0.1472654070128755,0.8661502090100464,0.778210930884093,0.9442433790277436,0.8647581444547252,0.1472654070128755,0.8661502090100464,0.778210930884093,0.9442433790277436,0.5513392857142856,0.4712101068307642,0.8,0.0,1.0,0.38125,0.4236230064726222,0.16,0.0,0.795,0.9235065062651269,0.06202013182316914,0.9393939393939394,0.9090909090909091,0.9696969696969697,0.9235065062651269,0.06202013182316914,0.9393939393939394,0.9090909090909091,0.9696969696969697,0.9842669842630996,0.008055868321696252,0.9847559710313427,0.9799655810058394,0.9915848794093065,1.0,0.0,1.0,1.0,1.0,3.6436243560165167,2.2821054305367245,3.364414691925049,2.026170492172241,5.618141174316406,0.08523862466653086,0.005481172813538399,0.0843856470000901,0.08124407099967357,0.08701482200012833,128.0,0.0,128.0,128.0,128.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,128,disease_to_no_disease,medium_confidence,33.0,0.9787878787878787,0.07398300378117162,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9090909090909091,0.29193710406057116,1.0,1.0,1.0,0.9545454545454546,0.12769815261709222,1.0,1.0,1.0,0.8484848484848485,0.36410954062720957,1.0,1.0,1.0,0.136146821984739,0.020249696670706117,0.1385047733783722,0.12765470147132874,0.15062673389911652,0.12931980873157345,0.05253584768689013,0.11470588235294119,0.09705882352941178,0.1647058823529412,0.0055555555555555575,0.010135082999532245,0.0,0.0,0.008333333333333337,0.02799931653972828,0.003308518307066915,0.027244387194514275,0.025698987767100334,0.029685884714126587,0.7521983163429823,0.09092064054920014,0.7516894100107391,0.6909646246502477,0.798096497241232,0.7521983163429823,0.09092064054920014,0.7516894100107391,0.6909646246502477,0.798096497241232,0.7268398268398268,0.4061196034961211,1.0,0.3,1.0,0.8278114478114478,0.2885421774708232,0.9800000000000001,0.8,1.0,0.9497577657452266,0.03415369187889401,0.9696969696969697,0.9310344827586207,0.9696969696969697,0.9497577657452266,0.03415369187889401,0.9696969696969697,0.9310344827586207,0.9696969696969697,0.9825851600161057,0.006773678612884175,0.9844464731402709,0.9779294037872791,0.9879677794965257,1.0,0.0,1.0,1.0,1.0,5.642066997109038,2.4333702773205332,5.5108962059021,4.109760761260986,7.087873935699463,0.08575354696971993,0.0031690017536389883,0.08613465799862752,0.08372222199977841,0.08799081000142905,128.0,0.0,128.0,128.0,128.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,128,disease_to_no_disease,near_boundary,34.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.12672467069590793,0.017266027752590174,0.13208498060703278,0.11634471453726292,0.13783258572220802,0.13434256055363325,0.03384363959424673,0.13235294117647062,0.11250000000000004,0.15073529411764708,0.009313725490196084,0.01372602070106254,0.0,0.0,0.016666666666666673,0.02832961411160581,0.002292636646865882,0.02757454663515091,0.027057861443609,0.02904608566313982,0.7146821654118248,0.09679656214584888,0.7214169532567516,0.6721221378981508,0.7736785272214686,0.7146821654118248,0.09679656214584888,0.7214169532567516,0.6721221378981508,0.7736785272214686,0.8647058823529411,0.3199264621385211,1.0,1.0,1.0,0.8688235294117647,0.1747164751885674,0.95,0.785,1.0,0.9135472370766489,0.055392038987589466,0.9090909090909091,0.8863636363636364,0.9393939393939394,0.9135472370766489,0.055392038987589466,0.9090909090909091,0.8863636363636364,0.9393939393939394,0.9813003953942214,0.005822363577350344,0.9825698310014572,0.9783852243634633,0.9853110931344553,1.0,0.0,1.0,1.0,1.0,6.068594084066503,1.6644203642442321,6.199425458908081,4.885889768600464,7.057305455207825,0.08866812379419035,0.0039008371662499455,0.08804477000012412,0.0864273895003862,0.08949220400063496,128.0,0.0,128.0,128.0,128.0,1.0,0.0,1.0,1.0,1.0
countergan_one_shot,CounterGAN one-shot,128,no_disease_to_disease,high_confidence,33.0,0.9696969696969697,0.17407765595569788,1.0,1.0,1.0,0.9696969696969697,0.17407765595569788,1.0,1.0,1.0,0.9696969696969697,0.17407765595569788,1.0,1.0,1.0,0.9636363636363636,0.17467502293219728,1.0,1.0,1.0,0.9090909090909091,0.2919371040605711,1.0,1.0,1.0,0.14177412376739085,0.025190596102188725,0.1425747647881508,0.12445034459233284,0.15882472693920135,0.12968750000000004,0.029186608530890317,0.13382352941176473,0.10808823529411767,0.1507352941176471,0.002604166666666668,0.006148367210474561,0.0,0.0,0.0,0.037476412078831345,0.0061413895875709786,0.03597015142440796,0.03350772615522146,0.042098382487893105,0.8414221915720068,0.09855814464652425,0.8079688626410276,0.7877598313172569,0.8885100330509084,0.8414221915720068,0.09855814464652425,0.8079688626410276,0.7877598313172569,0.8885100330509084,0.4125,0.4331058128925197,0.35,0.0,0.9,0.476875,0.31549691987658596,0.55,0.195,0.76,0.9507575757575758,0.03671224234254922,0.9393939393939394,0.9318181818181819,0.9696969696969697,0.9507575757575758,0.03671224234254922,0.9393939393939394,0.9318181818181819,0.9696969696969697,0.9818430669093812,0.0062449245957665895,0.9815365284840748,0.9782479237589726,0.9854607020810515,1.0,0.0,1.0,1.0,1.0,9.524785749614239,5.3825737738811945,8.284439086914062,6.699056625366211,10.958796501159668,0.08327165584826919,0.004801070658823419,0.08209563600030378,0.07998408500134246,0.08450317999813706,128.0,0.0,128.0,128.0,128.0,1.0,0.0,1.0,1.0,1.0
