method,direction,candidate_budget,success_rate,rounds_to_k_or_cap,time_to_k_or_cap,candidates_to_k_or_cap,K
genetic_cfe,disease_to_no_disease,256,0.58,3.06,0.26285954687009505,195.84,10
genetic_cfe,disease_to_no_disease,512,0.83,4.23,0.3602825551101068,270.72,10
genetic_cfe,no_disease_to_disease,64,0.32,1.0,0.08586900203995355,64.0,10
genetic_cfe,no_disease_to_disease,128,0.74,1.65,0.14176203460002398,105.6,10
genetic_cfe,no_disease_to_disease,256,0.95,2.06,0.17676031201001932,131.84,10
genetic_cfe,no_disease_to_disease,512,0.99,2.17,0.18727870302008343,138.88,10
proposed_countergan,disease_to_no_disease,64,0.78,1.0,0.08528883569997561,64.0,10
proposed_countergan,disease_to_no_disease,128,0.96,1.21,0.10180462899004851,77.44,10
proposed_countergan,disease_to_no_disease,256,1.0,1.27,0.10697765869996147,81.28,10
proposed_countergan,disease_to_no_disease,512,1.0,1.23,0.1047572866000155,78.72,10
proposed_countergan,no_disease_to_disease,64,0.99,1.0,0.08368261978013834,64.0,10
proposed_countergan,no_disease_to_disease,128,0.99,1.01,0.08267225845000212,64.64,10
proposed_countergan,no_disease_to_disease,256,0.99,1.03,0.08467176959000426,65.92,10
proposed_countergan,no_disease_to_disease,512,0.99,1.07,0.08787523105007494,68.48,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,64,0.79,1.0,0.37052128096005615,64.0,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,128,0.9,1.17,0.4334306157399624,74.88,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,256,0.99,1.28,0.47785180871001104,81.92,10
proposed_dp_eps16_sparse_diverse,disease_to_no_disease,512,1.0,1.31,0.495233060529963,83.84,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,64,0.99,1.0,0.3894434607101175,64.0,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,128,0.99,1.02,0.3963668602699545,65.28,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,256,0.99,1.04,0.40236542679991544,66.56,10
proposed_dp_eps16_sparse_diverse,no_disease_to_disease,512,0.99,1.07,0.4102965846100233,68.48,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,64,0.84,1.0,0.3532401668099101,64.0,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,128,0.92,1.16,0.4124606126700928,74.24,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,256,0.99,1.27,0.4563353347699467,81.28,10
proposed_dp_eps2_sparse_diverse,disease_to_no_disease,512,1.0,1.29,0.4674155049100864,82.56,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,64,0.96,1.0,0.37921488864987624,64.0,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,128,0.98,1.05,0.3998151973198947,67.2,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,256,0.99,1.09,0.40586023519990705,69.76,10
proposed_dp_eps2_sparse_diverse,no_disease_to_disease,512,0.99,1.15,0.43314086617008796,73.6,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,64,0.83,1.0,0.36943917521002734,64.0,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,128,0.91,1.18,0.4395327756498591,75.52,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,256,1.0,1.29,0.48987121549997026,82.56,10
proposed_dp_eps4_sparse_diverse,disease_to_no_disease,512,1.0,1.3,0.48981649884988654,83.2,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,64,0.96,1.0,0.3643196716599414,64.0,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,128,0.99,1.04,0.3746627227799945,66.56,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,256,0.99,1.07,0.39022837031010565,68.48,10
proposed_dp_eps4_sparse_diverse,no_disease_to_disease,512,0.99,1.09,0.39611936370005424,69.76,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,64,0.81,1.0,0.37049898291009414,64.0,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,128,0.9,1.18,0.4395260689598672,75.52,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,256,1.0,1.27,0.47921818439998787,81.28,10
proposed_dp_eps8_sparse_diverse,disease_to_no_disease,512,1.0,1.29,0.48761515176011927,82.56,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,64,0.94,1.0,0.3921521130898691,64.0,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,128,0.99,1.06,0.41563360068998007,67.84,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,256,0.99,1.08,0.4255503177200808,69.12,10
proposed_dp_eps8_sparse_diverse,no_disease_to_disease,512,0.99,1.12,0.4396596581900485,71.68,10
uniform_random,disease_to_no_disease,64,0.15,1.0,0.08459294287003104,64.0,10
uniform_random,disease_to_no_disease,128,0.27,1.88,0.1622630909599866,120.32,10
uniform_random,disease_to_no_disease,256,0.41,3.27,0.2787010570600523,209.28,10
uniform_random,disease_to_no_disease,512,0.59,5.23,0.4452427155499936,334.72,10
uniform_random,no_disease_to_disease,64,0.32,1.0,0.0855053540499739,64.0,10
uniform_random,no_disease_to_disease,128,0.77,1.65,0.14096932365998327,105.6,10
uniform_random,no_disease_to_disease,256,0.97,1.97,0.16798714771993217,126.08,10
uniform_random,no_disease_to_disease,512,0.99,2.07,0.17756496809001873,132.48,10
wachter_style,disease_to_no_disease,64,0.0,1.0,0.09073750377998295,64.0,10
wachter_style,disease_to_no_disease,128,0.0,1.0,0.0978852263400222,128.0,10
wachter_style,disease_to_no_disease,256,0.0,1.0,0.11197229171998516,256.0,10
wachter_style,disease_to_no_disease,512,0.0,1.0,0.13940824014999634,512.0,10
wachter_style,no_disease_to_disease,64,0.0,1.0,0.09060341704998791,64.0,10
wachter_style,no_disease_to_disease,128,0.0,1.0,0.09819092592001652,128.0,10
wachter_style,no_disease_to_disease,256,0.0,1.0,0.11186074544999429,256.0,10
wachter_style,no_disease_to_disease,512,0.0,1.0,0.14020006989001557,512.0,10
