epoch,d_loss,g_loss,classification_weight,proximity_weight,sparsity_weight,group_sparsity_weight,diversity_weight,margin_validity,proximity,margin_validity_disease_to_no_disease,margin_validity_no_disease_to_disease,constraint_validity,selection_score
1,0.6814636915922165,9.341965317726135,8.0,0.04,0.01,0.0,0.0,,,,,,
2,0.5817916184663773,9.539226746559143,8.0,0.04,0.01,0.0,0.0,,,,,,
3,0.4750639423727989,10.088326358795166,8.0,0.04,0.01,0.0,0.0,,,,,,
4,0.39603430330753325,10.10165457725525,8.0,0.04,0.01,0.0,0.0,,,,,,
5,0.5726565241813659,9.392588686943053,8.0,0.04,0.01,0.0,0.0,,,,,,
6,0.5198872566223145,9.711000275611877,8.0,0.04,0.01,0.0,0.0,,,,,,
7,0.43666593432426454,9.674539852142335,8.0,0.04,0.01,0.0,0.0,,,,,,
8,0.3395512193441391,10.599023485183716,8.0,0.04,0.01,0.0,0.0,,,,,,
9,0.26262224093079567,10.23851420879364,8.0,0.04,0.01,0.0,0.0,,,,,,
10,0.21615771874785422,10.309275603294372,8.0,0.04,0.01,0.0,0.0,,,,,,
11,0.1934146985411644,10.593785333633424,8.0,0.04,0.01,0.0,0.0,,,,,,
12,0.1887873589992523,9.63297688961029,8.0,0.04,0.01,0.0,0.0,,,,,,
13,0.35373651385307314,9.328496623039246,8.0,0.04,0.01,0.0,0.0,,,,,,
14,0.40472603887319564,9.997228097915649,8.0,0.04,0.01,0.0,0.0,,,,,,
15,0.31897647529840467,10.27963924407959,8.0,0.04,0.01,0.0,0.0,,,,,,
16,0.2850235030055046,10.008036136627197,8.0,0.04,0.01,0.0,0.0,,,,,,
17,0.25966948047280314,10.372282934188842,8.0,0.04,0.01,0.0,0.0,,,,,,
18,0.24669936075806617,10.017124462127686,8.0,0.04,0.01,0.0,0.0,,,,,,
19,0.32267271503806116,10.444950151443482,8.0,0.04,0.01,0.0,0.0,,,,,,
20,0.3600205734372139,10.725537014007568,8.0,0.04,0.01,0.0,0.0,,,,,,
21,0.4150017037987709,10.22660961151123,8.0,0.04,0.01,0.0,0.0,,,,,,
22,0.8220782518386841,9.652848720550537,8.0,0.04,0.01,0.0,0.0,,,,,,
23,0.6898355394601822,10.09821572303772,8.0,0.04,0.01,0.0,0.0,,,,,,
24,0.45855692625045774,9.855923652648926,8.0,0.04,0.01,0.0,0.0,,,,,,
25,0.5975708842277527,10.589069414138795,8.0,0.04,0.01,0.0,0.0,,,,,,
26,0.5001115515828133,11.230551290512086,8.0,0.04,0.01,0.0,0.0,,,,,,
27,0.47084751278162,11.370727920532227,8.0,0.04,0.01,0.0,0.0,,,,,,
28,0.4562364727258682,11.033566427230834,8.0,0.04,0.01,0.0,0.0,,,,,,
29,0.5470706865191459,10.819427537918092,8.0,0.04,0.01,0.0,0.0,,,,,,
30,0.6809201091527939,9.882163953781127,8.0,0.04,0.01,0.0,0.0,,,,,,
31,0.8313879072666168,10.147309255599975,8.022222222222222,0.04088888888888889,0.0105,0.0008333333333333334,0.00044444444444444447,,,,,,
32,0.6729667991399765,9.675797176361083,8.044444444444444,0.04177777777777778,0.011000000000000001,0.0016666666666666668,0.0008888888888888889,,,,,,
33,0.688886147737503,10.264246845245362,8.066666666666666,0.042666666666666665,0.0115,0.0025,0.0013333333333333333,,,,,,
34,0.5621389493346214,10.695349502563477,8.088888888888889,0.043555555555555556,0.012,0.0033333333333333335,0.0017777777777777779,,,,,,
35,0.4836792960762978,11.229388189315795,8.11111111111111,0.044444444444444446,0.0125,0.004166666666666667,0.0022222222222222222,,,,,,
36,0.37394416630268096,11.579330587387085,8.133333333333333,0.04533333333333334,0.013000000000000001,0.005,0.0026666666666666666,,,,,,
37,0.3107871375977993,12.226694440841674,8.155555555555555,0.04622222222222222,0.013500000000000002,0.005833333333333334,0.0031111111111111114,,,,,,
