n_factuals,n_ok,n_timeout,n_no_cf,n_implementation_error,n_quality_defined,valid_cfe_yield_at_k,coverage_at_1,full_k_success,robust_yield_at_k,robust_full_k_success,proximity,sparsity,diversity,plausibility,constraint_validity,runtime_seconds_mean,runtime_seconds_total,method,direction
100.0,9.0,91.0,0.0,0.0,8.0,0.025,0.08,0.0,0.018000000000000002,0.0,0.2271113470196724,0.056740196078431386,0.1574731357395649,1.0881119879345693,1.0,19.747737974110006,1974.7737974110005,official_dice_genetic,disease_to_no_disease
100.0,100.0,0.0,0.0,0.0,99.0,0.9750000000000001,0.99,0.86,0.972,0.84,0.27677667005495593,0.03953588169274444,0.23239548790334452,1.3511432678362458,1.0,3.3545603366800014,335.45603366800015,official_dice_genetic,no_disease_to_disease
100.0,100.0,0.0,0.0,0.0,96.0,0.281,0.96,0.0,0.18100000000000002,0.0,0.040596042051523305,0.8687120681605975,0.033729343907907605,0.838544106674214,1.0,3.0174118933799927,301.7411893379993,official_dice_random,disease_to_no_disease
100.0,100.0,0.0,0.0,0.0,82.0,0.21300000000000008,0.82,0.0,0.125,0.0,0.026307867851290034,0.8905214524834325,0.025873869816522774,0.7161861411332177,1.0,2.7704244523300168,277.0424452330017,official_dice_random,no_disease_to_disease
