method,valid_cfe_yield_at_k,coverage_at_1,full_k_success,robust_yield_at_k,robust_full_k_success,proximity,sparsity,diversity,plausibility,constraint_validity,runtime_seconds_mean,aggregation
official_dice_genetic,0.5,0.535,0.43,0.495,0.42,0.25194400853731413,0.04813803888558792,0.1949343118214547,1.2196276278854077,1.0,11.551149155395004,equal-direction macro (0.5 per direction)
official_dice_random,0.24700000000000005,0.8899999999999999,0.0,0.15300000000000002,0.0,0.03345195495140667,0.8796167603220151,0.02980160686221519,0.7773651239037158,1.0,2.8939181728550047,equal-direction macro (0.5 per direction)
