seed,selected_epoch,original_probability_threshold,absorbed_logit_threshold,accuracy,precision,recall,f1,f2,roc_auc,pr_auc,specificity,negative_predictive_value,false_positive_rate,false_negative_rate,gmean_sensitivity_specificity,balanced_accuracy,mcc,prevalence,predicted_positive_rate,tn,fp,fn,tp,subject_balanced_precision,subject_balanced_recall,subject_balanced_f1,subject_balanced_roc_auc,subject_balanced_pr_auc,canonical_for_cfe
55,7,0.999601776599884,7.828099100617428,0.9046321525885559,0.9913146759706035,0.8667488803790485,0.9248562919869797,0.889093063822421,0.9832851126614179,0.9923237238940958,0.9840751327072275,0.7788430464289562,0.015924867292772562,0.1332511196209515,0.9235507671389013,0.9254120065431379,0.8094866793724153,0.6771117166212534,0.5920277753362047,7230,117,2053,13354,0.9689805943732868,0.807134135813951,0.88068332677757,0.9655278855208733,0.9853757248379558,True
