dataset,variant,attack,metric,mean,sd,ci95_low,ci95_high,attack_seeds
ecg,dp_eps2,multi_draw_mean_objective,evaluation_accuracy,0.5103500000000001,0.007771207542375,0.5059,0.51505,10
ecg,dp_eps2,multi_draw_mean_objective,evaluation_balanced_accuracy,0.5103500000000001,0.007771207542375,0.5057987500000001,0.5149000000000001,10
ecg,dp_eps2,multi_draw_mean_objective,evaluation_membership_advantage,0.0207,0.01554241508475,0.0115975,0.03,10
ecg,dp_eps2,multi_draw_mean_objective,evaluation_tpr_at_calibrated_threshold,0.7611,0.0202947721785138,0.7484,0.7723000000000001,10
ecg,dp_eps2,multi_draw_mean_objective,evaluation_fpr_at_calibrated_threshold,0.7404000000000001,0.0104796098315835,0.7341975,0.7464999999999999,10
ecg,dp_eps2,multi_draw_mean_objective,tpr_at_fpr_0.001,0.0366,0.007058485830702,0.0326,0.0409999999999999,10
ecg,dp_eps2,multi_draw_mean_objective,tpr_at_fpr_0.01,0.0598999999999999,0.0083990740230363,0.0555,0.0651,10
ecg,dp_eps2,multi_draw_mean_objective,tpr_at_fpr_0.05,0.1004,0.0149903672773922,0.092,0.1095,10
ecg,dp_eps2,multi_draw_reconstruction,evaluation_auc,0.4440987,0.0124733207291046,0.4367036875,0.4512990075,10
ecg,dp_eps2,multi_draw_reconstruction,evaluation_accuracy,0.4858,0.0140716420900728,0.4772987499999999,0.4934999999999999,10
ecg,dp_eps2,multi_draw_reconstruction,evaluation_balanced_accuracy,0.4858,0.0140716420900729,0.4771987499999999,0.49355,10
ecg,dp_eps2,multi_draw_reconstruction,evaluation_membership_advantage,-0.0283999999999999,0.0281432841801457,-0.0454999999999999,-0.013,10
ecg,dp_eps2,multi_draw_reconstruction,evaluation_tpr_at_calibrated_threshold,0.4281,0.0597354352308763,0.3911975,0.4627,10
ecg,dp_eps2,multi_draw_reconstruction,evaluation_fpr_at_calibrated_threshold,0.4565,0.0806270563906572,0.4116975,0.5056,10
ecg,dp_eps2,multi_draw_reconstruction,tpr_at_fpr_0.001,0.0084,0.0075011110288187,0.0044,0.0131024999999999,10
ecg,dp_eps2,multi_draw_reconstruction,tpr_at_fpr_0.01,0.0382,0.007955431408094,0.0336,0.043,10
ecg,dp_eps2,multi_draw_reconstruction,tpr_at_fpr_0.05,0.0948,0.0122547043121316,0.0875999999999999,0.1023,10
ecg,dp_eps2,released_discriminator_score,evaluation_auc,0.7593030500000001,0.0070526195466255,0.75497753,0.7632151650000001,10
ecg,dp_eps2,released_discriminator_score,evaluation_accuracy,0.7127,0.0086897129475668,0.7072499999999999,0.7172512500000001,10
ecg,dp_eps2,released_discriminator_score,evaluation_balanced_accuracy,0.7127000000000001,0.0086897129475668,0.7070000000000001,0.71725,10
ecg,dp_eps2,released_discriminator_score,evaluation_membership_advantage,0.4254,0.0173794258951337,0.4145974999999999,0.4347,10
ecg,dp_eps2,released_discriminator_score,evaluation_tpr_at_calibrated_threshold,0.6247,0.0176952598800419,0.6139999999999999,0.6346,10
ecg,dp_eps2,released_discriminator_score,evaluation_fpr_at_calibrated_threshold,0.1993,0.017826634255767,0.1888,0.2098,10
ecg,dp_eps2,released_discriminator_score,tpr_at_fpr_0.001,0.0773,0.0461327793801038,0.0506975,0.1038,10
ecg,dp_eps2,released_discriminator_score,tpr_at_fpr_0.01,0.1755,0.0108140854650055,0.1687,0.1817,10
ecg,dp_eps2,released_discriminator_score,tpr_at_fpr_0.05,0.1897,0.0116909271564653,0.1826975,0.1961999999999999,10
ecg,dp_eps2,single_draw_loss_threshold,evaluation_auc,0.4809561999999999,0.0134156017531827,0.4731376725,0.4888677125,10
ecg,dp_eps2,single_draw_loss_threshold,evaluation_accuracy,0.5247499999999999,0.0112181648330831,0.5178499999999999,0.53095,10
ecg,dp_eps2,single_draw_loss_threshold,evaluation_balanced_accuracy,0.52475,0.011218164833083,0.51795,0.5311999999999999,10
ecg,dp_eps2,single_draw_loss_threshold,evaluation_membership_advantage,0.0494999999999999,0.0224363296661661,0.0362999999999999,0.0629999999999999,10
ecg,dp_eps2,single_draw_loss_threshold,evaluation_tpr_at_calibrated_threshold,0.3336,0.0467931618935929,0.308,0.3621999999999999,10
ecg,dp_eps2,single_draw_loss_threshold,evaluation_fpr_at_calibrated_threshold,0.2841,0.0543148230228176,0.2547,0.3189025,10
ecg,dp_eps2,single_draw_loss_threshold,tpr_at_fpr_0.001,0.007,0.0064463598686045,0.0034,0.0109,10
ecg,dp_eps2,single_draw_loss_threshold,tpr_at_fpr_0.01,0.0308,0.0061967733539318,0.0273,0.0344,10
ecg,dp_eps2,single_draw_loss_threshold,tpr_at_fpr_0.05,0.0846,0.0108648260199804,0.0778,0.0906999999999999,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_auc,0.4846579999999999,0.0317709740486501,0.4678805874999999,0.5043267375000001,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_accuracy,0.5088,0.0178422096289793,0.4995999999999999,0.52055,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_balanced_accuracy,0.5088,0.0178422096289793,0.49965,0.5203999999999999,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_membership_advantage,0.0175999999999999,0.0356844192579587,-0.0011999999999999,0.0404024999999999,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_tpr_at_calibrated_threshold,0.5353,0.057609894983414,0.5038975,0.5708,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_fpr_at_calibrated_threshold,0.5177,0.0501221840439274,0.4897,0.5481024999999999,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.001,0.0166,0.0093238046597584,0.0113999999999999,0.0225,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.01,0.0382999999999999,0.0069290050592499,0.0343,0.0424,10
ecg,dp_eps4,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.05,0.0730999999999999,0.0063848779680324,0.0696,0.0770999999999999,10
ecg,dp_eps4,multi_draw_mean_objective,evaluation_auc,0.5015639999999999,0.0139135266078254,0.493485185,0.5095023500000001,10
ecg,dp_eps4,multi_draw_mean_objective,evaluation_accuracy,0.5254,0.0224892566944011,0.5118,0.53780125,10
ecg,dp_eps4,multi_draw_mean_objective,evaluation_balanced_accuracy,0.5254,0.0224892566944011,0.5119,0.53775,10
ecg,dp_eps4,multi_draw_mean_objective,evaluation_membership_advantage,0.0508,0.0449785133888022,0.0233999999999999,0.0756,10
ecg,dp_eps4,multi_draw_mean_objective,evaluation_tpr_at_calibrated_threshold,0.4758,0.3184335967757729,0.3071,0.6767025,10
ecg,dp_eps4,multi_draw_mean_objective,evaluation_fpr_at_calibrated_threshold,0.425,0.3608911808903681,0.2344974999999999,0.6513025,10
ecg,dp_eps4,multi_draw_mean_objective,tpr_at_fpr_0.001,0.0216,0.0080718991294215,0.0170999999999999,0.0265,10
ecg,dp_eps4,multi_draw_mean_objective,tpr_at_fpr_0.01,0.0453999999999999,0.0076478028798399,0.0410999999999999,0.05,10
ecg,dp_eps4,multi_draw_mean_objective,tpr_at_fpr_0.05,0.0994,0.0135908465928768,0.0920999999999999,0.1079,10
ecg,dp_eps4,multi_draw_reconstruction,evaluation_auc,0.4578907999999999,0.0139514920173833,0.449692145,0.4662473099999999,10
ecg,dp_eps4,multi_draw_reconstruction,evaluation_accuracy,0.4976000000000001,0.0113841995766061,0.49135,0.5045999999999999,10
ecg,dp_eps4,multi_draw_reconstruction,evaluation_balanced_accuracy,0.4976000000000001,0.0113841995766061,0.4911,0.50445,10
ecg,dp_eps4,multi_draw_reconstruction,evaluation_membership_advantage,-0.0048,0.0227683991532123,-0.0178999999999999,0.0086999999999999,10
ecg,dp_eps4,multi_draw_reconstruction,evaluation_tpr_at_calibrated_threshold,0.5005999999999999,0.0287603121602592,0.4851975,0.5184000000000001,10
ecg,dp_eps4,multi_draw_reconstruction,evaluation_fpr_at_calibrated_threshold,0.5054000000000001,0.0383324637582529,0.4838999999999999,0.5287999999999999,10
ecg,dp_eps4,multi_draw_reconstruction,tpr_at_fpr_0.001,0.0123,0.006272515001532,0.0087,0.0158999999999999,10
ecg,dp_eps4,multi_draw_reconstruction,tpr_at_fpr_0.01,0.0295,0.0040345728123034,0.0272,0.0319,10
ecg,dp_eps4,multi_draw_reconstruction,tpr_at_fpr_0.05,0.0633,0.0066841437580125,0.0595999999999999,0.0675,10
ecg,dp_eps4,released_discriminator_score,evaluation_auc,0.7426986999999998,0.0065267745488189,0.7388128874999998,0.7462740225,10
ecg,dp_eps4,released_discriminator_score,evaluation_accuracy,0.6738500000000001,0.0106980008516648,0.6677500000000001,0.6804,10
ecg,dp_eps4,released_discriminator_score,evaluation_balanced_accuracy,0.6738500000000001,0.0106980008516648,0.66755,0.6802,10
ecg,dp_eps4,released_discriminator_score,evaluation_membership_advantage,0.3477,0.0213960017033297,0.3354,0.3602999999999999,10
ecg,dp_eps4,released_discriminator_score,evaluation_tpr_at_calibrated_threshold,0.6451,0.0102896927931682,0.6390975,0.6513,10
ecg,dp_eps4,released_discriminator_score,evaluation_fpr_at_calibrated_threshold,0.2974,0.0279173383003784,0.2815,0.3135024999999999,10
ecg,dp_eps4,released_discriminator_score,tpr_at_fpr_0.001,0.036,0.0098994949366116,0.0301999999999999,0.0419999999999999,10
ecg,dp_eps4,released_discriminator_score,tpr_at_fpr_0.01,0.1431,0.015263973561589,0.1334,0.1513,10
ecg,dp_eps4,released_discriminator_score,tpr_at_fpr_0.05,0.1944,0.0097547709125102,0.1884,0.1997,10
ecg,dp_eps4,single_draw_loss_threshold,evaluation_auc,0.4883336,0.0139995986069442,0.47975405,0.4962607399999999,10
ecg,dp_eps4,single_draw_loss_threshold,evaluation_accuracy,0.51435,0.0082632049203414,0.5092,0.5187999999999999,10
ecg,dp_eps4,single_draw_loss_threshold,evaluation_balanced_accuracy,0.51435,0.0082632049203414,0.50899875,0.5188,10
ecg,dp_eps4,single_draw_loss_threshold,evaluation_membership_advantage,0.0286999999999999,0.0165264098406829,0.0184974999999999,0.0375999999999999,10
ecg,dp_eps4,single_draw_loss_threshold,evaluation_tpr_at_calibrated_threshold,0.4032999999999999,0.03210070958025,0.3844974999999999,0.4210025,10
ecg,dp_eps4,single_draw_loss_threshold,evaluation_fpr_at_calibrated_threshold,0.3746,0.0328268183045509,0.3550975,0.3929999999999999,10
ecg,dp_eps4,single_draw_loss_threshold,tpr_at_fpr_0.001,0.0067,0.0021628170930011,0.0055,0.008,10
ecg,dp_eps4,single_draw_loss_threshold,tpr_at_fpr_0.01,0.0221999999999999,0.0066131182760731,0.0186,0.0263,10
ecg,dp_eps4,single_draw_loss_threshold,tpr_at_fpr_0.05,0.0784999999999999,0.0073371202343517,0.0742,0.0829024999999999,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_auc,0.39944795,0.0198516617894517,0.38817850375,0.4110677025,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_accuracy,0.4304,0.0238639663276851,0.418,0.4460999999999999,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_balanced_accuracy,0.4304,0.0238639663276851,0.4181987499999999,0.44565,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_membership_advantage,-0.1392,0.0477279326553702,-0.1635025,-0.1079,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_tpr_at_calibrated_threshold,0.3770999999999999,0.1088459155565027,0.3190975,0.4435074999999999,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_fpr_at_calibrated_threshold,0.5163000000000001,0.121670821846854,0.438675,0.5818074999999999,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.001,0.0137,0.0067007462271003,0.0096999999999999,0.0175999999999999,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.01,0.0523,0.0075579244652366,0.0476975,0.0567,10
ecg,dp_eps8,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.05,0.0958,0.008508818954473,0.0912999999999999,0.101,10
ecg,dp_eps8,multi_draw_mean_objective,evaluation_auc,0.45384655,0.0103330825949417,0.44820538625,0.4602286162499999,10
ecg,dp_eps8,multi_draw_mean_objective,evaluation_accuracy,0.49225,0.0058606503241724,0.4888999999999999,0.49565,10
ecg,dp_eps8,multi_draw_mean_objective,evaluation_balanced_accuracy,0.49225,0.0058606503241724,0.4887,0.4955999999999999,10
ecg,dp_eps8,multi_draw_mean_objective,evaluation_membership_advantage,-0.0155,0.0117213006483448,-0.0222999999999999,-0.0087,10
ecg,dp_eps8,multi_draw_mean_objective,evaluation_tpr_at_calibrated_threshold,0.9039,0.029553905551269,0.8860000000000001,0.9209,10
ecg,dp_eps8,multi_draw_mean_objective,evaluation_fpr_at_calibrated_threshold,0.9194,0.0247170656295065,0.9048,0.9338,10
ecg,dp_eps8,multi_draw_mean_objective,tpr_at_fpr_0.001,0.0279,0.0111100555054119,0.0212,0.0344,10
ecg,dp_eps8,multi_draw_mean_objective,tpr_at_fpr_0.01,0.0601,0.0102138250534372,0.0541974999999999,0.0662,10
ecg,dp_eps8,multi_draw_mean_objective,tpr_at_fpr_0.05,0.1152999999999999,0.0122750876892093,0.1089,0.1231024999999999,10
ecg,dp_eps8,multi_draw_reconstruction,evaluation_auc,0.38449055,0.0152022673061363,0.37649017,0.39387268125,10
ecg,dp_eps8,multi_draw_reconstruction,evaluation_accuracy,0.4282499999999999,0.0243416081820591,0.4157,0.4439999999999999,10
ecg,dp_eps8,multi_draw_reconstruction,evaluation_balanced_accuracy,0.4282499999999999,0.0243416081820591,0.4158,0.4439499999999999,10
ecg,dp_eps8,multi_draw_reconstruction,evaluation_membership_advantage,-0.1435,0.0486832163641183,-0.169,-0.1117975,10
