epoch,d_loss,g_loss,classification_weight,proximity_weight,sparsity_weight,group_sparsity_weight,diversity_weight,margin_validity,proximity,margin_validity_disease_to_no_disease,margin_validity_no_disease_to_disease,constraint_validity,selection_score
1,0.6837875694036484,10.270572471618653,8.0,0.04,0.01,0.0,0.0,,,,,,
2,0.6081349432468415,9.328452897071838,8.0,0.04,0.01,0.0,0.0,,,,,,
3,0.5088344901800156,9.700427389144897,8.0,0.04,0.01,0.0,0.0,,,,,,
4,0.4341033399105072,9.92753529548645,8.0,0.04,0.01,0.0,0.0,,,,,,
5,0.39036718010902405,9.464267611503601,8.0,0.04,0.01,0.0,0.0,,,,,,
6,0.5843232780694961,9.529060101509094,8.0,0.04,0.01,0.0,0.0,,,,,,
7,0.5154289275407791,9.462195682525635,8.0,0.04,0.01,0.0,0.0,,,,,,
8,0.4285382002592087,10.01980276107788,8.0,0.04,0.01,0.0,0.0,,,,,,
9,0.3730037838220596,10.53079047203064,8.0,0.04,0.01,0.0,0.0,,,,,,
10,0.29700431525707244,10.521536016464234,8.0,0.04,0.01,0.0,0.0,,,,,,
11,0.24293562769889832,10.714929628372193,8.0,0.04,0.01,0.0,0.0,,,,,,
12,0.2056167170405388,10.42724688053131,8.0,0.04,0.01,0.0,0.0,,,,,,
13,0.17723549380898476,11.51460280418396,8.0,0.04,0.01,0.0,0.0,,,,,,
14,0.16285434290766715,10.382654762268066,8.0,0.04,0.01,0.0,0.0,,,,,,
15,0.22163005843758582,10.55763487815857,8.0,0.04,0.01,0.0,0.0,,,,,,
16,0.36176715344190596,9.691287755966187,8.0,0.04,0.01,0.0,0.0,,,,,,
17,0.4420485123991966,9.51012568473816,8.0,0.04,0.01,0.0,0.0,,,,,,
18,0.35097294598817824,9.507717561721801,8.0,0.04,0.01,0.0,0.0,,,,,,
19,0.2879326894879341,10.474591255187988,8.0,0.04,0.01,0.0,0.0,,,,,,
20,0.2564583972096443,10.756308937072754,8.0,0.04,0.01,0.0,0.0,,,,,,
21,0.23053885921835898,10.523383569717407,8.0,0.04,0.01,0.0,0.0,,,,,,
22,0.3294966548681259,10.045413780212403,8.0,0.04,0.01,0.0,0.0,,,,,,
