direction,method,method_family,cfe_logit,plaintext_logit_recomputed,he_logit,abs_logit_error,label_agreement
disease_to_no_disease,dice_gradient_style,Baseline,-0.1108470857143402,-0.11084712327922297,-0.11058602466063402,0.00026109861858894523,True
disease_to_no_disease,wachter_style,Baseline,-0.1108470857143402,-0.11084712327922297,-0.11057927907159092,0.00026784420763205363,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,0.1108721047639846,0.11087211190649682,0.1119701478922642,0.0010980359857673816,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1108996272087097,-0.11089962675986254,-0.1106231697032345,0.00027645705662802944,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.110902190208435,-0.11090214355152006,-0.11043290283392727,0.0004692407175927865,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1109107732772827,-0.11091082842684274,-0.11031974436882333,0.0005910840580194143,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,0.1109135523438453,0.11091357679781419,0.111569721063112,0.0006561442652978089,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.110924631357193,-0.11092468315668252,-0.1106465069667095,0.0002781761899730284,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.110924631357193,-0.11092468315668252,-0.1106553302604766,0.0002693528962059294,True
no_disease_to_disease,uniform_random,Baseline,0.1109518036246299,0.11095183209406742,0.11096058783421395,8.75574014652658e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,0.1109615787863731,0.1109614886814689,0.11159138018381501,0.0006298915023461027,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1109627187252044,0.11096284632319466,0.1118952498446755,0.0009324035214808429,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,0.1109627187252044,0.11096284632319466,0.11198994135068946,0.0010270950274948037,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1109627187252044,0.11096284632319466,0.11193733424448156,0.000974487921286904,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,0.1109627187252044,0.11096284632319466,0.11194162605369445,0.0009787797304997986,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1110458672046661,-0.11104580347912768,-0.11123097801352207,0.00018517453439438614,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1110619306564331,-0.1110619569957012,-0.11091260045929076,0.0001493565364104471,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,-0.1110805869102478,-0.11108051549407172,-0.11085835007019886,0.00022216542387286375,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1110812127590179,-0.11108121491772721,-0.11141176839684235,0.0003305534791151338,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.1111112534999847,-0.111111109376541,-0.11115085319340798,3.9743816866971704e-05,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1111608296632766,0.11116083412144803,0.1122553754025113,0.0010945412810632743,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,0.1111743152141571,0.11117436351876361,0.11241833720350844,0.0012439736847448257,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1111806184053421,0.11118065923926457,0.11148018827341712,0.0002995290341525486,True
disease_to_no_disease,uniform_random,Baseline,-0.1111954152584075,-0.11119541074992234,-0.11151289362729015,0.0003174828773678112,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1112361103296279,0.11123614613485644,0.11178391020685682,0.000547764072000384,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1112368553876876,0.11123691579798389,0.11234690577417768,0.0011099899761937843,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1112469136714935,-0.11124687112719878,-0.11081701361613146,0.0004298575110673192,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1112592220306396,-0.11125913800122711,-0.11108545330652267,0.00017368469470444015,True
