candidate_cohort_seed,cohort_position,query_id,method,method_family,direction,candidate_budget,rank,cfe_logit
101,807,5,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,7,-0.9359837770462036
101,808,9,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,4,-1.2224414348602295
101,809,14,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,2,-1.731814742088318
101,810,107,dice_gradient_style,Baseline,no_disease_to_disease,1024,2,0.8318045139312744
101,811,112,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,10,0.3225856125354767
101,812,106,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,8,0.6875295639038086
101,813,143,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,2,0.1115071177482605
101,814,133,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,3,0.1213059574365615
101,815,117,proposed_countergan,Non-DP CounterGAN,no_disease_to_disease,1024,9,0.5204664468765259
101,816,51,wachter_style,Baseline,disease_to_no_disease,1024,4,-0.9394237995147704
101,817,58,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,3,-0.4644458591938019
101,818,73,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,9,-0.2728272676467895
101,819,24,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,10,-0.3244631290435791
101,820,54,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,10,-0.6655794382095337
101,821,20,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,2,-1.1441830396652222
101,822,138,genetic_cfe,Baseline,no_disease_to_disease,1024,2,0.1193360388278961
101,823,113,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,4,0.1129418313503265
101,824,170,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,10,0.118292436003685
101,825,161,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,8,0.1498136818408966
101,826,162,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,5,0.116116002202034
101,827,162,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,7,0.5368132591247559
101,828,97,genetic_cfe,Baseline,disease_to_no_disease,1024,5,-0.3508253395557403
101,829,49,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,5,-0.1080965846776962
101,830,73,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,3,-0.6980055570602417
101,831,27,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,8,-1.0224223136901855
101,832,80,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,1,-0.1119831502437591
101,833,49,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,2,-0.1773195564746856
101,834,112,uniform_random,Baseline,no_disease_to_disease,1024,2,0.1373351812362671
101,835,101,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,1,0.1664189398288726
101,836,145,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,6,0.3638132214546203
101,837,113,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,3,0.6480000019073486
101,838,129,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,2,0.1387167870998382
101,839,128,countergan_one_shot,Non-DP CounterGAN,no_disease_to_disease,1024,1,0.1726203560829162
101,840,21,genetic_cfe,Baseline,disease_to_no_disease,1024,3,-0.1062086820602417
101,841,46,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,1,-0.1621874868869781
101,842,60,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,5,-0.392947643995285
101,843,42,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,4,-0.1059174835681915
101,844,18,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,10,-0.1556594669818878
101,845,9,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,1,-2.258249998092652
101,846,108,genetic_cfe,Baseline,no_disease_to_disease,1024,5,0.1236466616392135
101,847,132,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,8,0.1704054027795791
101,848,125,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,3,0.2484348714351654
101,849,144,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,7,0.3530214428901672
101,850,133,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,4,0.1236073225736618
101,851,138,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,5,0.2951197028160095
101,852,25,genetic_cfe,Baseline,disease_to_no_disease,1024,4,-0.306310087442398
101,853,86,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,5,-0.4853997528553009
101,854,25,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,6,-0.9015834331512452
101,855,70,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,9,-0.7410954236984253
101,856,1,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,4,-0.5531545877456665
101,857,24,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,disease_to_no_disease,1024,5,-0.6170309782028198
101,858,126,uniform_random,Baseline,no_disease_to_disease,1024,1,0.1848001480102539
101,859,109,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,6,0.2962634563446045
101,860,100,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,3,0.5568456649780273
101,861,102,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,2,0.2264559864997863
101,862,122,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,4,0.3285724520683288
101,863,152,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,6,0.3743817508220672
101,864,25,genetic_cfe,Baseline,disease_to_no_disease,1024,6,-0.2414454519748687
101,865,92,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,9,-0.3528850972652435
101,866,0,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,7,-1.066232681274414
101,867,64,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,9,-0.2272926867008209
101,868,91,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,8,-0.5542178153991699
101,869,13,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,9,-0.4112062752246856
101,870,131,dice_gradient_style,Baseline,no_disease_to_disease,1024,3,0.7632154226303101
101,871,150,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,2,0.1384003311395645
101,872,121,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,5,0.2507484555244446
101,873,131,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,7,0.1111608296632766
101,874,172,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,9,0.3505609929561615
101,875,155,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,6,0.3279174268245697
101,876,65,uniform_random,Baseline,disease_to_no_disease,1024,8,-0.2180908918380737
101,877,27,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,1,-0.8281518220901489
101,878,58,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,4,-0.4689063131809234
101,879,89,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,10,-0.4040617048740387
101,880,30,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,9,-0.108037918806076
101,881,56,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,4,-0.4263975918292999
101,882,140,uniform_random,Baseline,no_disease_to_disease,1024,1,0.1423648595809936
101,883,109,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,2,0.2304772734642028
101,884,107,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,1,0.1301473677158355
101,885,146,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,2,0.1268079876899719
101,886,121,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,2,0.2312361747026443
101,887,131,proposed_countergan,Non-DP CounterGAN,no_disease_to_disease,1024,7,0.9451932907104492
101,888,17,uniform_random,Baseline,disease_to_no_disease,1024,1,-0.2019098997116089
101,889,49,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,4,-0.1520937979221344
101,890,13,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,1,-0.1403222680091858
101,891,53,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,1,-0.3050694763660431
101,892,41,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,4,-0.2326933443546295
101,893,60,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,6,-0.1184697449207305
101,894,139,dice_gradient_style,Baseline,no_disease_to_disease,1024,2,0.2023943960666656
101,895,149,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,3,0.6680992841720581
101,896,107,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,8,0.5394774675369263
101,897,155,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,1,0.1533695757389068
101,898,109,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,4,0.1017922461032867
101,899,152,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,1,0.2225793302059173
101,900,61,wachter_style,Baseline,disease_to_no_disease,1024,1,-1.6576015949249268
101,901,3,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,5,-0.1483454704284668
101,902,76,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,4,-0.1769042313098907
101,903,51,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,3,-0.1203649044036865
101,904,56,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,1,-0.1864004731178283
101,905,5,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,2,-1.2130990028381348
101,906,121,uniform_random,Baseline,no_disease_to_disease,1024,7,0.4515215754508972
101,907,118,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,9,0.1824254393577575
101,908,102,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,6,0.2790201008319855
101,909,177,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,1,0.1367021650075912
101,910,120,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,5,0.522432804107666
101,911,122,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,9,0.334656298160553
101,912,4,genetic_cfe,Baseline,disease_to_no_disease,1024,1,-0.116472989320755
101,913,90,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,2,-0.101416066288948
101,914,62,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,6,-0.7234135866165161
101,915,86,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,6,-0.4853997528553009
101,916,67,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,3,-0.3613217175006866
101,917,70,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,4,-0.4678492248058319
101,918,104,wachter_style,Baseline,no_disease_to_disease,1024,1,1.0444185733795166
101,919,115,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,6,0.5989958643913269
101,920,104,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,1,0.1391215920448303
101,921,139,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,2,0.1220277473330497
101,922,134,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,2,0.1036109775304794
101,923,132,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,2,0.1402588039636612
101,924,7,uniform_random,Baseline,disease_to_no_disease,1024,7,-0.4410753548145294
101,925,64,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,5,-0.6587108373641968
101,926,99,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,10,-0.9705384969711304
101,927,63,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,3,-0.8032392263412476
101,928,27,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,10,-1.4128938913345337
101,929,58,countergan_one_shot,Non-DP CounterGAN,disease_to_no_disease,1024,1,-1.4144976139068604
101,930,101,genetic_cfe,Baseline,no_disease_to_disease,1024,6,0.7352778911590576
101,931,140,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,2,0.182479053735733
101,932,147,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,9,0.1791517883539199
101,933,147,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,5,0.2119082808494568
101,934,110,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,9,0.230340227484703
101,935,147,proposed_countergan,Non-DP CounterGAN,no_disease_to_disease,1024,4,0.4555723369121551
101,936,86,dice_gradient_style,Baseline,disease_to_no_disease,1024,5,-0.8524817228317261
101,937,19,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,7,-0.3298580050468445
101,938,77,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,1,-0.1132803261280059
101,939,29,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,4,-0.2573163211345672
101,940,62,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,1,-0.2163552641868591
101,941,90,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,disease_to_no_disease,1024,2,-0.100168690085411
101,942,120,wachter_style,Baseline,no_disease_to_disease,1024,3,0.9962561130523682
101,943,171,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,3,0.1143971532583236
101,944,156,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,9,0.6056207418441772
101,945,172,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,5,0.1997290551662445
101,946,159,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,9,0.1050624400377273
101,947,113,proposed_countergan,Non-DP CounterGAN,no_disease_to_disease,1024,8,0.6922605037689209
101,948,62,dice_gradient_style,Baseline,disease_to_no_disease,1024,5,-1.0568902492523191
101,949,19,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,9,-0.6627581119537354
101,950,74,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,2,-0.1155958771705627
101,951,27,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,6,-1.843024969100952
101,952,7,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,9,-0.9772762060165404
101,953,7,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,4,-1.9647941589355469
101,954,121,genetic_cfe,Baseline,no_disease_to_disease,1024,5,0.3353728353977203
101,955,118,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,3,0.2067671120166778
101,956,102,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,1,0.7159982919692993
101,957,103,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,3,0.2317285239696502
101,958,107,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,4,0.7393859624862671
101,959,113,countergan_one_shot,Non-DP CounterGAN,no_disease_to_disease,1024,3,0.804445743560791
101,960,99,genetic_cfe,Baseline,disease_to_no_disease,1024,10,-0.183473527431488
101,961,41,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,8,-0.1279355585575103
101,962,95,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,7,-0.1437712609767913
101,963,32,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,6,-0.487418919801712
101,964,17,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,2,-0.1790740489959716
101,965,32,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,disease_to_no_disease,1024,1,-0.2506910264492035
101,966,126,genetic_cfe,Baseline,no_disease_to_disease,1024,3,0.1829095482826233
101,967,131,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,8,0.7713998556137085
101,968,106,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,7,0.2534304857254028
101,969,102,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,7,0.1050451397895813
101,970,139,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,2,0.1230249851942062
101,971,132,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,5,0.1064928174018859
101,972,40,uniform_random,Baseline,disease_to_no_disease,1024,5,-0.1567010283470153
101,973,93,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,9,-0.1764289438724517
101,974,39,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,3,-0.3373778462409973
101,975,48,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,5,-0.1416775286197662
101,976,29,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,10,-0.2430488169193267
101,977,32,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,7,-1.2455172538757324
101,978,118,uniform_random,Baseline,no_disease_to_disease,1024,1,0.1148867905139923
101,979,121,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,5,0.11385428160429
101,980,127,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,4,0.2856440544128418
101,981,149,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,7,0.5591447949409485
101,982,139,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,1,0.1247484013438224
101,983,127,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,6,0.107207104563713
101,984,28,uniform_random,Baseline,disease_to_no_disease,1024,10,-0.5951471328735352
101,985,76,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,6,-0.1493294537067413
101,986,69,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,4,-0.1435635387897491
101,987,61,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,3,-0.1211251318454742
101,988,5,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,7,-1.1052097082138062
101,989,48,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,5,-0.5084762573242188
101,990,150,wachter_style,Baseline,no_disease_to_disease,1024,1,0.7027827501296997
101,991,109,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,5,0.1680843830108642
101,992,146,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,2,0.1910220086574554
101,993,116,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,4,0.2418901026248932
101,994,146,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,5,0.2925707995891571
101,995,103,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,5,0.4085197448730469
101,996,38,uniform_random,Baseline,disease_to_no_disease,1024,5,-0.1084005534648895
101,997,83,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,9,-0.3913955390453338
101,998,33,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,1,-0.6476062536239624
101,999,59,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,6,-1.037935495376587
101,1000,38,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,3,-0.2975467145442962
101,1001,55,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,9,-1.3858758211135864
101,1002,144,dice_gradient_style,Baseline,no_disease_to_disease,1024,5,0.336310863494873
101,1003,144,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,1,0.317467451095581
101,1004,141,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,6,0.3999823033809662
101,1005,136,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,2,0.5979735851287842
101,1006,132,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,5,0.2614670097827911
101,1007,156,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,2,0.4817329943180084
101,1008,70,genetic_cfe,Baseline,disease_to_no_disease,1024,2,-0.1237757205963134
101,1009,63,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,5,-1.0125043392181396
101,1010,87,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,5,-0.3004803955554962
101,1011,30,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,3,-0.2510919868946075
101,1012,6,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,5,-0.2345091998577118
101,1013,17,proposed_countergan,Non-DP CounterGAN,disease_to_no_disease,1024,1,-1.0608608722686768
101,1014,100,uniform_random,Baseline,no_disease_to_disease,1024,3,0.1564948856830597
101,1015,159,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,8,0.2050901651382446
101,1016,103,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,2,0.354354590177536
101,1017,100,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,3,0.5568456649780273
101,1018,109,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,6,0.2594795823097229
101,1019,150,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,8,0.3429799377918243
101,1020,15,dice_gradient_style,Baseline,disease_to_no_disease,1024,1,-0.895046591758728
101,1021,74,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,2,-0.2146049439907074
101,1022,2,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,1,-0.1613273322582245
101,1023,23,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,6,-0.5337584018707275
202,0,92,uniform_random,Baseline,disease_to_no_disease,1024,3,-0.3592162430286407
202,1,96,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,5,-0.3404250741004944
202,2,99,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,1,-0.3990676701068878
202,3,9,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,1,-0.1434243619441986
202,4,34,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,6,-0.4930182993412018
202,5,36,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,disease_to_no_disease,1024,8,-0.4817216694355011
202,6,148,wachter_style,Baseline,no_disease_to_disease,1024,1,0.2093779891729354
202,7,125,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,5,0.2484348714351654
202,8,131,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,2,0.1790231764316558
202,9,156,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,no_disease_to_disease,1024,9,0.1021427363157272
202,10,115,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,no_disease_to_disease,1024,7,0.4195132553577423
202,11,120,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,no_disease_to_disease,1024,8,0.6682833433151245
202,12,46,uniform_random,Baseline,disease_to_no_disease,1024,1,-0.1865833103656768
202,13,43,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,disease_to_no_disease,1024,3,-0.270298033952713
202,14,61,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,disease_to_no_disease,1024,4,-1.2172417640686035
202,15,50,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,disease_to_no_disease,1024,1,-0.1188856661319732
202,16,33,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,disease_to_no_disease,1024,6,-1.5485424995422363
202,17,10,countergan_one_shot,Non-DP CounterGAN,disease_to_no_disease,1024,6,-1.2650355100631714
202,18,109,genetic_cfe,Baseline,no_disease_to_disease,1024,4,0.2925112247467041
202,19,110,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,no_disease_to_disease,1024,9,0.1053289026021957
202,20,114,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,no_disease_to_disease,1024,4,0.3963680565357208
