epoch,d_loss,g_loss,classification_weight,proximity_weight,sparsity_weight,group_sparsity_weight,diversity_weight,margin_validity,proximity,margin_validity_disease_to_no_disease,margin_validity_no_disease_to_disease,constraint_validity,selection_score
42,0.633699381351471,3.013860899209976,8.266666666666667,0.050666666666666665,0.016,0.01,0.005333333333333333,,,,,,
43,0.6336173117160797,3.677065151929855,8.28888888888889,0.051555555555555556,0.0165,0.010833333333333332,0.0057777777777777775,,,,,,
44,0.6291799277067185,3.0881310939788817,8.311111111111112,0.052444444444444446,0.017,0.011666666666666667,0.006222222222222223,,,,,,
45,0.6282247811555862,3.2174750447273253,8.333333333333334,0.05333333333333333,0.0175,0.012499999999999999,0.006666666666666666,,,,,,
46,0.6188384890556335,3.0585003554821015,8.355555555555556,0.05422222222222223,0.018000000000000002,0.013333333333333334,0.0071111111111111115,,,,,,
47,0.6239618718624115,3.0895602703094482,8.377777777777778,0.05511111111111111,0.018500000000000003,0.014166666666666666,0.007555555555555556,,,,,,
48,0.6241694122552872,3.1466190814971924,8.4,0.056,0.019000000000000003,0.015,0.008,,,,,,
49,0.6286726057529449,3.236772781610489,8.422222222222222,0.05688888888888889,0.019500000000000003,0.01583333333333333,0.008444444444444445,,,,,,
50,0.6254068195819855,2.7886504173278808,8.444444444444445,0.057777777777777775,0.02,0.016666666666666666,0.008888888888888889,,,,,,
51,0.6373875766992569,3.420784282684326,8.466666666666667,0.05866666666666667,0.0205,0.017499999999999998,0.009333333333333334,,,,,,
52,0.6307004004716873,3.513684093952179,8.488888888888889,0.059555555555555556,0.021,0.018333333333333333,0.009777777777777778,,,,,,
53,0.6269363433122634,3.3279504776000977,8.511111111111111,0.06044444444444444,0.0215,0.019166666666666665,0.010222222222222221,,,,,,
54,0.6337076753377915,3.2689616203308107,8.533333333333333,0.06133333333333334,0.022000000000000002,0.02,0.010666666666666666,,,,,,
55,0.6235177755355835,3.4708428621292113,8.555555555555555,0.06222222222222222,0.022500000000000003,0.020833333333333332,0.011111111111111112,,,,,,
56,0.6259290516376496,3.423586845397949,8.577777777777778,0.06311111111111112,0.023,0.021666666666666664,0.011555555555555555,,,,,,
57,0.6222370564937592,3.8584823846817016,8.6,0.064,0.0235,0.0225,0.012,,,,,,
58,0.6206690579652786,3.5494561970233915,8.622222222222222,0.06488888888888888,0.024,0.023333333333333334,0.012444444444444445,,,,,,
59,0.6137818545103073,3.900385797023773,8.644444444444444,0.06577777777777778,0.0245,0.024166666666666666,0.01288888888888889,,,,,,
60,0.6137594699859619,3.6666584491729735,8.666666666666666,0.06666666666666667,0.025,0.024999999999999998,0.013333333333333332,,,,,,
61,0.613901925086975,3.3887453436851502,8.688888888888888,0.06755555555555556,0.025500000000000002,0.025833333333333333,0.013777777777777778,,,,,,
62,0.611931198835373,3.5556272625923158,8.71111111111111,0.06844444444444445,0.026000000000000002,0.02666666666666667,0.014222222222222223,,,,,,
63,0.6107510566711426,3.5795991718769073,8.733333333333333,0.06933333333333333,0.026500000000000003,0.027499999999999997,0.014666666666666666,,,,,,
64,0.6037641763687134,3.1443852186203003,8.755555555555556,0.07022222222222223,0.027000000000000003,0.028333333333333332,0.015111111111111112,,,,,,
65,0.6042755603790283,3.5096491456031798,8.777777777777779,0.07111111111111111,0.027500000000000004,0.029166666666666667,0.015555555555555557,,,,,,
66,0.6012982606887818,3.2857091665267943,8.8,0.07200000000000001,0.028000000000000004,0.03,0.016,,,,,,
67,0.6011084109544754,3.3910707592964173,8.822222222222223,0.07288888888888889,0.028500000000000004,0.03083333333333333,0.016444444444444446,,,,,,
68,0.5913785994052887,3.4271384716033935,8.844444444444445,0.07377777777777778,0.029000000000000005,0.03166666666666666,0.01688888888888889,,,,,,
69,0.6019549071788788,3.3175655364990235,8.866666666666667,0.07466666666666667,0.029500000000000005,0.0325,0.017333333333333336,,,,,,
70,0.5937185376882553,3.4571276187896727,8.88888888888889,0.07555555555555556,0.03,0.03333333333333333,0.017777777777777778,,,,,,
71,0.5866848468780518,3.40159193277359,8.911111111111111,0.07644444444444445,0.0305,0.034166666666666665,0.018222222222222223,,,,,,
72,0.5860081732273101,3.693522071838379,8.933333333333334,0.07733333333333334,0.031,0.034999999999999996,0.018666666666666668,,,,,,
73,0.5963607847690582,3.269438636302948,8.955555555555556,0.07822222222222222,0.03150000000000001,0.035833333333333335,0.019111111111111113,,,,,,
74,0.5923729121685029,3.2148579478263857,8.977777777777778,0.0791111111111111,0.032,0.03666666666666667,0.019555555555555555,,,,,,
75,0.586074948310852,3.482818591594696,9.0,0.08,0.0325,0.0375,0.02,,,,,,
76,0.5825872123241425,3.324724090099335,9.022222222222222,0.08088888888888889,0.033,0.03833333333333333,0.020444444444444442,,,,,,
77,0.578232878446579,3.7602494955062866,9.044444444444444,0.08177777777777778,0.0335,0.03916666666666667,0.02088888888888889,,,,,,
78,0.5810419619083405,3.5901821494102477,9.066666666666666,0.08266666666666667,0.034,0.04,0.021333333333333333,,,,,,
79,0.583467572927475,2.935081386566162,9.088888888888889,0.08355555555555555,0.0345,0.040833333333333326,0.021777777777777778,,,,,,
80,0.5774226516485215,3.262543261051178,9.11111111111111,0.08444444444444445,0.035,0.041666666666666664,0.022222222222222223,,,,,,
81,0.5656292259693145,4.38886022567749,9.133333333333333,0.08533333333333333,0.035500000000000004,0.042499999999999996,0.022666666666666665,,,,,,
82,0.5680594503879547,3.278365957736969,9.155555555555555,0.08622222222222223,0.036000000000000004,0.04333333333333333,0.02311111111111111,,,,,,
83,0.5554045855998992,3.4210475206375124,9.177777777777777,0.08711111111111111,0.036500000000000005,0.04416666666666667,0.023555555555555555,,,,,,
84,0.5777861058712006,3.6347552835941315,9.2,0.088,0.037000000000000005,0.045,0.024,,,,,,
85,0.551719805598259,3.4118633389472963,9.222222222222221,0.08888888888888889,0.037500000000000006,0.04583333333333334,0.024444444444444446,,,,,,
86,0.5686375111341476,3.3928850889205933,9.244444444444444,0.08977777777777779,0.038000000000000006,0.04666666666666667,0.02488888888888889,,,,,,
87,0.568897470831871,3.312423348426819,9.266666666666666,0.09066666666666667,0.0385,0.047499999999999994,0.025333333333333333,,,,,,
88,0.5613182187080383,4.11796909570694,9.28888888888889,0.09155555555555556,0.03900000000000001,0.04833333333333333,0.02577777777777778,,,,,,
89,0.5818313956260681,3.6656678318977356,9.311111111111112,0.09244444444444444,0.0395,0.049166666666666664,0.026222222222222223,,,,,,
90,0.5680704802274704,3.5932098746299745,9.333333333333334,0.09333333333333332,0.04,0.049999999999999996,0.026666666666666665,,,,,,
91,0.5765453189611435,3.7435241460800173,9.355555555555556,0.09422222222222223,0.04050000000000001,0.050833333333333335,0.027111111111111114,,,,,,
92,0.5578273057937622,3.5975384593009947,9.377777777777778,0.09511111111111112,0.041,0.051666666666666666,0.027555555555555555,,,,,,
93,0.5584785848855972,3.351111650466919,9.4,0.096,0.0415,0.0525,0.027999999999999997,,,,,,
94,0.5486733615398407,3.9008142590522765,9.422222222222222,0.09688888888888889,0.04200000000000001,0.05333333333333334,0.028444444444444446,,,,,,
95,0.5612753897905349,4.118479692935944,9.444444444444445,0.09777777777777777,0.0425,0.05416666666666666,0.028888888888888888,,,,,,
96,0.5691966444253922,3.6612403273582457,9.466666666666667,0.09866666666666667,0.043000000000000003,0.05499999999999999,0.029333333333333333,,,,,,
97,0.5549611717462539,3.7420872330665587,9.488888888888889,0.09955555555555556,0.043500000000000004,0.05583333333333333,0.029777777777777778,,,,,,
98,0.5562295079231262,4.013072907924652,9.511111111111111,0.10044444444444445,0.044000000000000004,0.056666666666666664,0.030222222222222223,,,,,,
99,0.5680525004863739,4.249708914756775,9.533333333333333,0.10133333333333333,0.04450000000000001,0.0575,0.03066666666666667,,,,,,
100,0.5648901581764221,3.72378648519516,9.555555555555555,0.10222222222222223,0.045000000000000005,0.058333333333333334,0.031111111111111114,,,,,,
101,0.5675295799970627,4.346040916442871,9.577777777777778,0.1031111111111111,0.045500000000000006,0.05916666666666666,0.03155555555555555,,,,,,
102,0.5599421739578248,4.622844767570496,9.6,0.10400000000000001,0.046000000000000006,0.06,0.032,,,,,,
103,0.5592869311571121,4.755311751365662,9.622222222222222,0.10488888888888889,0.04650000000000001,0.06083333333333333,0.03244444444444444,,,,,,
104,0.5684753209352493,4.689282679557801,9.644444444444444,0.10577777777777778,0.04700000000000001,0.06166666666666666,0.03288888888888889,,,,,,
105,0.5703580409288407,4.383666038513184,9.666666666666666,0.10666666666666666,0.04750000000000001,0.0625,0.03333333333333333,,,,,,
106,0.5610727369785309,4.683743011951447,9.688888888888888,0.10755555555555557,0.04800000000000001,0.06333333333333332,0.03377777777777778,,,,,,
107,0.5638702809810638,5.042453324794769,9.71111111111111,0.10844444444444445,0.0485,0.06416666666666666,0.03422222222222222,,,,,,
108,0.5737167656421661,4.6259057998657225,9.733333333333334,0.10933333333333334,0.04900000000000001,0.065,0.03466666666666667,,,,,,
109,0.5670829325914383,4.80962495803833,9.755555555555556,0.11022222222222222,0.04950000000000001,0.06583333333333333,0.035111111111111114,,,,,,
110,0.571659117937088,5.103951513767242,9.777777777777779,0.1111111111111111,0.05,0.06666666666666667,0.035555555555555556,,,,,,
111,0.5768615037202836,4.957728528976441,9.8,0.11200000000000002,0.05050000000000001,0.0675,0.036000000000000004,,,,,,
112,0.5615253716707229,4.905270278453827,9.822222222222223,0.1128888888888889,0.051000000000000004,0.06833333333333333,0.036444444444444446,,,,,,
113,0.5635528296232224,4.510277485847473,9.844444444444445,0.11377777777777778,0.05150000000000001,0.06916666666666667,0.036888888888888895,,,,,,
114,0.5658733516931533,4.8470858335494995,9.866666666666667,0.11466666666666667,0.052000000000000005,0.06999999999999999,0.037333333333333336,,,,,,
115,0.5660346150398254,4.420991015434265,9.88888888888889,0.11555555555555555,0.052500000000000005,0.07083333333333333,0.03777777777777778,,,,,,
116,0.5596115246415139,4.717402946949005,9.911111111111111,0.11644444444444446,0.05300000000000001,0.07166666666666667,0.03822222222222223,,,,,,
117,0.5750420480966568,4.915136969089508,9.933333333333334,0.11733333333333335,0.053500000000000006,0.0725,0.03866666666666667,,,,,,
118,0.5900911778211594,4.703597867488861,9.955555555555556,0.11822222222222223,0.054000000000000006,0.07333333333333333,0.03911111111111111,,,,,,
119,0.5779585272073746,5.019440567493438,9.977777777777778,0.11911111111111111,0.05450000000000001,0.07416666666666667,0.03955555555555556,,,,,,
120,0.5714264512062073,5.255225360393524,10.0,0.12,0.05500000000000001,0.075,0.04,,,,,,
121,0.5853829354047775,4.5848562002182005,10.022222222222222,0.12088888888888888,0.05550000000000001,0.07583333333333332,0.04044444444444444,,,,,,
122,0.582458770275116,4.593109595775604,10.044444444444444,0.12177777777777776,0.056,0.07666666666666666,0.040888888888888884,,,,,,
123,0.5877893239259719,4.787667167186737,10.066666666666666,0.12266666666666667,0.056500000000000015,0.0775,0.04133333333333334,,,,,,
124,0.5667052537202835,4.6810039520263675,10.088888888888889,0.12355555555555556,0.05700000000000001,0.07833333333333334,0.04177777777777778,,,,,,
125,0.5728091612458229,4.448267924785614,10.11111111111111,0.12444444444444444,0.05750000000000001,0.07916666666666666,0.042222222222222223,,,,,,
126,0.5795510083436965,4.520869529247284,10.133333333333333,0.12533333333333332,0.05800000000000001,0.08,0.042666666666666665,,,,,,
127,0.5784846395254135,4.823752522468567,10.155555555555555,0.1262222222222222,0.0585,0.08083333333333333,0.04311111111111111,,,,,,
128,0.5845707803964615,4.68397810459137,10.177777777777777,0.12711111111111112,0.059000000000000004,0.08166666666666665,0.043555555555555556,,,,,,
129,0.5697150617837906,5.417595744132996,10.2,0.128,0.05950000000000001,0.0825,0.044000000000000004,,,,,,
130,0.5885538190603257,4.627250969409943,10.222222222222221,0.1288888888888889,0.06000000000000001,0.08333333333333333,0.044444444444444446,,,,,,
131,0.5662344917654991,4.588432013988495,10.244444444444444,0.12977777777777777,0.060500000000000005,0.08416666666666667,0.04488888888888889,,,,,,
132,0.5791301101446151,5.360235869884491,10.266666666666666,0.13066666666666665,0.061000000000000006,0.08499999999999999,0.04533333333333333,,,,,,
133,0.5686084881424904,5.308895635604858,10.288888888888888,0.13155555555555556,0.061500000000000006,0.08583333333333333,0.04577777777777778,,,,,,
134,0.5573759749531746,5.55456451177597,10.31111111111111,0.13244444444444445,0.062000000000000006,0.08666666666666666,0.04622222222222222,,,,,,
135,0.547308872640133,5.237265682220459,10.333333333333334,0.13333333333333333,0.06250000000000001,0.08750000000000001,0.04666666666666667,,,,,,
136,0.5478258982300759,5.166708838939667,10.355555555555556,0.13422222222222221,0.063,0.08833333333333333,0.04711111111111111,,,,,,
137,0.5407863080501556,5.2234245300292965,10.377777777777778,0.13511111111111113,0.0635,0.08916666666666666,0.04755555555555556,,,,,,
138,0.5406857818365097,4.292313730716705,10.4,0.136,0.064,0.09,0.048,,,,,,
139,0.5261641964316368,4.505010080337525,10.422222222222222,0.1368888888888889,0.0645,0.09083333333333332,0.04844444444444444,,,,,,
140,0.5462682262063027,4.42601158618927,10.444444444444445,0.13777777777777778,0.06500000000000002,0.09166666666666667,0.04888888888888889,,,,,,
141,0.5424034342169761,4.2829296708107,10.466666666666667,0.1386666666666667,0.0655,0.0925,0.04933333333333334,,,,,,
142,0.5294183596968651,4.373322343826294,10.488888888888889,0.13955555555555557,0.066,0.09333333333333334,0.04977777777777778,,,,,,
143,0.5546839952468872,4.771743988990783,10.511111111111111,0.14044444444444446,0.0665,0.09416666666666666,0.050222222222222224,,,,,,
144,0.5410254403948784,4.535754358768463,10.533333333333333,0.14133333333333334,0.067,0.09499999999999999,0.050666666666666665,,,,,,
145,0.5400761187076568,4.952362692356109,10.555555555555555,0.14222222222222222,0.0675,0.09583333333333333,0.05111111111111111,,,,,,
146,0.5435961455106735,4.996996128559113,10.577777777777778,0.14311111111111113,0.068,0.09666666666666666,0.05155555555555556,,,,,,
147,0.5473120674490929,4.712572920322418,10.6,0.14400000000000002,0.0685,0.0975,0.052000000000000005,,,,,,
148,0.5795684248209,5.3028205871582035,10.622222222222222,0.1448888888888889,0.069,0.09833333333333333,0.052444444444444446,,,,,,
149,0.5622356906533241,4.934211897850036,10.644444444444444,0.14577777777777778,0.0695,0.09916666666666667,0.05288888888888889,,,,,,
150,0.5802867561578751,5.243743920326233,10.666666666666666,0.14666666666666667,0.07,0.09999999999999999,0.05333333333333333,,,,,,
151,0.5806506291031838,4.862844371795655,10.68888888888889,0.14755555555555558,0.07050000000000001,0.10083333333333334,0.053777777777777785,,,,,,
152,0.5976117253303528,5.350446879863739,10.711111111111112,0.14844444444444446,0.07100000000000001,0.10166666666666667,0.05422222222222223,,,,,,
153,0.6049350172281265,5.33594229221344,10.733333333333334,0.14933333333333335,0.07150000000000001,0.1025,0.05466666666666667,,,,,,
154,0.6240848660469055,5.629656648635864,10.755555555555556,0.15022222222222223,0.07200000000000001,0.10333333333333333,0.05511111111111111,,,,,,
155,0.6118069648742676,5.5120935320854185,10.777777777777779,0.1511111111111111,0.0725,0.10416666666666666,0.05555555555555555,,,,,,
156,0.616757583618164,5.5638192057609555,10.8,0.152,0.073,0.105,0.055999999999999994,,,,,,
157,0.6232737243175507,5.883732283115387,10.822222222222223,0.1528888888888889,0.07350000000000001,0.10583333333333333,0.05644444444444445,,,,,,
158,0.6134409010410309,5.981816649436951,10.844444444444445,0.1537777777777778,0.07400000000000001,0.10666666666666667,0.05688888888888889,,,,,,
159,0.6220127135515213,5.747513294219971,10.866666666666667,0.15466666666666667,0.0745,0.1075,0.05733333333333333,,,,,,
160,0.5989646553993225,5.786819183826447,10.88888888888889,0.15555555555555556,0.075,0.10833333333333332,0.057777777777777775,,,,,,
161,0.6312062829732895,5.630182147026062,10.911111111111111,0.15644444444444444,0.0755,0.10916666666666666,0.058222222222222224,,,,,,
162,0.6138288825750351,5.715630078315735,10.933333333333334,0.15733333333333333,0.076,0.10999999999999999,0.058666666666666666,,,,,,
163,0.6111519485712051,5.446089863777161,10.955555555555556,0.15822222222222224,0.07650000000000001,0.11083333333333334,0.059111111111111114,,,,,,
164,0.6020236313343048,5.188048696517944,10.977777777777778,0.15911111111111112,0.077,0.11166666666666666,0.059555555555555556,,,,,,
165,0.6019028544425964,5.16698477268219,11.0,0.16,0.0775,0.11249999999999999,0.06,,,,,,
166,0.5935472801327706,5.0045512318611145,11.022222222222222,0.1608888888888889,0.078,0.11333333333333333,0.060444444444444446,,,,,,
167,0.6160545587539673,5.2168676376342775,11.044444444444444,0.16177777777777777,0.0785,0.11416666666666665,0.06088888888888889,,,,,,
168,0.5958221048116684,4.988219904899597,11.066666666666666,0.16266666666666668,0.07900000000000001,0.115,0.06133333333333334,,,,,,
169,0.6271337002515793,4.863168120384216,11.088888888888889,0.16355555555555557,0.0795,0.11583333333333333,0.06177777777777778,,,,,,
170,0.6100630700588227,4.924774241447449,11.11111111111111,0.16444444444444445,0.08,0.11666666666666667,0.06222222222222223,,,,,,
171,0.6095425575971604,4.807269763946533,11.133333333333333,0.16533333333333333,0.0805,0.1175,0.06266666666666666,,,,,,
172,0.6095048919320106,5.000031113624573,11.155555555555555,0.16622222222222222,0.081,0.11833333333333332,0.0631111111111111,,,,,,
173,0.6120149672031403,4.992769634723663,11.177777777777777,0.16711111111111113,0.0815,0.11916666666666666,0.06355555555555556,,,,,,
174,0.6370101481676101,4.8268383026123045,11.2,0.168,0.082,0.12,0.064,,,,,,
175,0.5954433768987656,5.028260672092438,11.222222222222221,0.1688888888888889,0.0825,0.12083333333333333,0.06444444444444444,,,,,,
176,0.6093803435564041,5.054784524440765,11.244444444444444,0.16977777777777778,0.083,0.12166666666666666,0.06488888888888888,,,,,,
177,0.5986330583691597,4.7866886258125305,11.266666666666666,0.17066666666666666,0.0835,0.1225,0.06533333333333333,,,,,,
178,0.6130840718746186,5.098914527893067,11.288888888888888,0.17155555555555557,0.084,0.12333333333333332,0.06577777777777778,,,,,,
179,0.6059096932411194,4.94725992679596,11.31111111111111,0.17244444444444446,0.0845,0.12416666666666665,0.06622222222222222,,,,,,
180,0.6271082848310471,4.8402771830558775,11.333333333333334,0.17333333333333334,0.085,0.125,0.06666666666666667,,,,,,
181,0.606199660897255,4.839637672901153,11.355555555555556,0.17422222222222222,0.0855,0.12583333333333332,0.06711111111111111,,,,,,
182,0.6024894803762436,4.477644562721252,11.377777777777778,0.17511111111111113,0.08600000000000001,0.12666666666666665,0.06755555555555556,,,,,,
183,0.5966124475002289,4.809532523155212,11.4,0.17600000000000002,0.08650000000000001,0.1275,0.068,,,,,,
184,0.5855863273143769,4.88510547876358,11.422222222222222,0.1768888888888889,0.087,0.12833333333333333,0.06844444444444445,,,,,,
185,0.6135108262300492,4.839050340652466,11.444444444444445,0.17777777777777778,0.08750000000000001,0.12916666666666668,0.06888888888888889,,,,,,
186,0.606772655248642,4.673321175575256,11.466666666666667,0.1786666666666667,0.08800000000000001,0.13,0.06933333333333334,,,,,,
187,0.6038434892892838,4.675557947158813,11.488888888888889,0.17955555555555558,0.08850000000000001,0.13083333333333333,0.06977777777777779,,,,,,
188,0.6224864751100541,4.49123398065567,11.511111111111111,0.18044444444444446,0.08900000000000001,0.13166666666666665,0.07022222222222223,,,,,,
189,0.5992508620023728,4.9267374753952025,11.533333333333333,0.18133333333333335,0.0895,0.13249999999999998,0.07066666666666667,,,,,,
190,0.6060832649469375,4.763971495628357,11.555555555555555,0.18222222222222223,0.09,0.13333333333333333,0.07111111111111111,,,,,,
191,0.6154697299003601,4.7776556491851805,11.577777777777778,0.18311111111111114,0.09050000000000001,0.13416666666666666,0.07155555555555557,,,,,,
192,0.5940524429082871,4.956409847736358,11.6,0.18400000000000002,0.09100000000000001,0.135,0.07200000000000001,,,,,,
193,0.5905506461858749,4.808980965614319,11.622222222222222,0.1848888888888889,0.0915,0.13583333333333333,0.07244444444444445,,,,,,
194,0.5895681917667389,5.098100185394287,11.644444444444444,0.1857777777777778,0.092,0.13666666666666666,0.07288888888888889,,,,,,
195,0.5853219211101532,4.592809879779816,11.666666666666666,0.18666666666666668,0.0925,0.13749999999999998,0.07333333333333333,,,,,,
196,0.5730997323989868,5.045469629764557,11.68888888888889,0.1875555555555556,0.09300000000000001,0.13833333333333334,0.07377777777777779,,,,,,
197,0.6114973619580268,4.4135457396507265,11.711111111111112,0.18844444444444447,0.09350000000000001,0.13916666666666666,0.07422222222222223,,,,,,
198,0.5957060530781746,4.864832520484924,11.733333333333334,0.18933333333333335,0.094,0.13999999999999999,0.07466666666666667,,,,,,
199,0.5925223067402839,4.688443529605865,11.755555555555556,0.19022222222222224,0.0945,0.14083333333333334,0.07511111111111111,,,,,,
200,0.5838250488042831,4.402699518203735,11.777777777777779,0.19111111111111112,0.095,0.14166666666666666,0.07555555555555556,,,,,,
201,0.6097494512796402,4.772737956047058,11.8,0.192,0.0955,0.1425,0.076,,,,,,
202,0.5670771449804306,4.383521246910095,11.822222222222223,0.19288888888888892,0.09600000000000002,0.14333333333333334,0.07644444444444445,,,,,,
203,0.5910473585128784,4.825218772888183,11.844444444444445,0.1937777777777778,0.0965,0.14416666666666667,0.0768888888888889,,,,,,
204,0.6004633903503418,4.757049655914306,11.866666666666667,0.19466666666666668,0.097,0.145,0.07733333333333334,,,,,,
205,0.5905361950397492,4.742347955703735,11.88888888888889,0.19555555555555557,0.0975,0.14583333333333331,0.07777777777777778,,,,,,
206,0.6092394977807999,4.867131018638611,11.911111111111111,0.19644444444444445,0.098,0.14666666666666667,0.07822222222222222,,,,,,
207,0.6093759059906005,4.64841947555542,11.933333333333334,0.19733333333333333,0.0985,0.1475,0.07866666666666666,,,,,,
208,0.6140048503875732,4.697060179710388,11.955555555555556,0.19822222222222224,0.099,0.14833333333333334,0.07911111111111112,,,,,,
209,0.6092215329408646,4.612688446044922,11.977777777777778,0.19911111111111113,0.0995,0.14916666666666667,0.07955555555555556,,,,,,
210,0.6331793546676636,4.566070020198822,12.0,0.2,0.1,0.15,0.08,,,,,,
211,0.6152645349502563,4.830495297908783,12.0,0.2,0.1,0.15,0.08,,,,,,
212,0.6254178762435914,5.188145995140076,12.0,0.2,0.1,0.15,0.08,,,,,,
213,0.6156731650233269,5.412624847888947,12.0,0.2,0.1,0.15,0.08,,,,,,
214,0.6134893476963044,5.230960559844971,12.0,0.2,0.1,0.15,0.08,,,,,,
215,0.5858187273144722,5.287108612060547,12.0,0.2,0.1,0.15,0.08,,,,,,
216,0.5989070504903793,5.19029700756073,12.0,0.2,0.1,0.15,0.08,,,,,,
217,0.5817792102694511,5.1632194995880125,12.0,0.2,0.1,0.15,0.08,,,,,,
218,0.5899636313319206,4.761630606651306,12.0,0.2,0.1,0.15,0.08,,,,,,
219,0.5915449023246765,5.214020848274231,12.0,0.2,0.1,0.15,0.08,,,,,,
220,0.5785937607288361,4.774235796928406,12.0,0.2,0.1,0.15,0.08,,,,,,
221,0.6015510693192482,5.132505238056183,12.0,0.2,0.1,0.15,0.08,,,,,,
222,0.5846744701266289,4.629635441303253,12.0,0.2,0.1,0.15,0.08,,,,,,
223,0.5897287428379059,4.586412858963013,12.0,0.2,0.1,0.15,0.08,,,,,,
224,0.5879884228110314,4.750468683242798,12.0,0.2,0.1,0.15,0.08,,,,,,
225,0.592907789349556,4.529611980915069,12.0,0.2,0.1,0.15,0.08,,,,,,
226,0.5943992614746094,4.700162506103515,12.0,0.2,0.1,0.15,0.08,,,,,,
227,0.5958142846822738,4.937357795238495,12.0,0.2,0.1,0.15,0.08,,,,,,
