epoch,d_loss,g_loss,classification_weight,proximity_weight,sparsity_weight,group_sparsity_weight,diversity_weight,margin_validity,margin_validity_disease_to_no_disease,margin_validity_no_disease_to_disease,proximity,constraint_validity,selection_score
149,0.4041703328490257,1.3982011139392854,10.644444444444444,0.14577777777777778,0.0695,0.09916666666666667,0.05288888888888889,0.99609375,0.9921875,1.0,0.14979864656925201,1.0,1.1886038176715374
150,0.4181902751326561,1.4857312321662903,10.666666666666666,0.14666666666666667,0.07,0.09999999999999999,0.05333333333333333,0.99609375,1.0,0.9921875,0.16313643008470535,1.0,1.1879369284957646
151,0.3749626114964485,1.33706676363945,10.68888888888889,0.14755555555555558,0.07050000000000001,0.10083333333333334,0.053777777777777785,0.9921875,1.0,0.984375,0.1475132703781128,1.0,1.1848118364810942
152,0.4158847898244858,1.425558215379715,10.711111111111112,0.14844444444444446,0.07100000000000001,0.10166666666666667,0.05422222222222223,0.99609375,0.9921875,1.0,0.17228006571531296,1.0,1.1874797467142344
153,0.3951328441500664,1.396703737974167,10.733333333333334,0.14933333333333335,0.07150000000000001,0.1025,0.05466666666666667,1.0,1.0,1.0,0.1506941244006157,1.0,1.1924652937799691
154,0.39314102828502656,1.411374220252037,10.755555555555556,0.15022222222222223,0.07200000000000001,0.10333333333333333,0.05511111111111111,0.9921875,0.984375,1.0,0.1854601353406906,1.0,1.1829144932329654
155,0.4144368603825569,1.5276836693286895,10.777777777777779,0.1511111111111111,0.0725,0.10416666666666666,0.05555555555555555,1.0,1.0,1.0,0.15192580968141556,1.0,1.1924037095159292
156,0.38561165183782575,1.4184189677238463,10.8,0.152,0.073,0.105,0.055999999999999994,1.0,1.0,1.0,0.17737551033496857,1.0,1.1911312244832515
157,0.38147813230752947,1.356036314368248,10.822222222222223,0.1528888888888889,0.07350000000000001,0.10583333333333333,0.05644444444444445,1.0,1.0,1.0,0.158364437520504,1.0,1.1920817781239748
158,0.4028633967041969,1.4723175466060638,10.844444444444445,0.1537777777777778,0.07400000000000001,0.10666666666666667,0.05688888888888889,1.0,1.0,1.0,0.16952765733003616,1.0,1.1915236171334982
159,0.389156112074852,1.3796430289745332,10.866666666666667,0.15466666666666667,0.0745,0.1075,0.05733333333333333,1.0,1.0,1.0,0.1518661454319954,1.0,1.1924066927284003
160,0.3751267373561859,1.348332953453064,10.88888888888889,0.15555555555555556,0.075,0.10833333333333332,0.057777777777777775,0.98828125,0.9921875,0.984375,0.16843579709529877,1.0,1.179859460145235
161,0.3735392615199089,1.3329248189926148,10.911111111111111,0.15644444444444444,0.0755,0.10916666666666666,0.058222222222222224,1.0,1.0,1.0,0.13246021792292595,1.0,1.1933769891038537
162,0.40070517510175707,1.334791401028633,10.933333333333334,0.15733333333333333,0.076,0.10999999999999999,0.058666666666666666,0.99609375,1.0,0.9921875,0.18968596309423447,1.0,1.1866094518452883
163,0.419383792579174,1.47852583527565,10.955555555555556,0.15822222222222224,0.07650000000000001,0.11083333333333334,0.059111111111111114,1.0,1.0,1.0,0.14476896077394485,1.0,1.1927615519613026
164,0.4143295958638191,1.4031619310379029,10.977777777777778,0.15911111111111112,0.077,0.11166666666666666,0.059555555555555556,1.0,1.0,1.0,0.17883901298046112,1.0,1.1910580493509768
165,0.36285894811153413,1.3796609818935395,11.0,0.16,0.0775,0.11249999999999999,0.06,0.99609375,0.9921875,1.0,0.1353897750377655,1.0,1.1893242612481116
166,0.42280777245759965,1.2885778188705443,11.022222222222222,0.1608888888888889,0.078,0.11333333333333333,0.060444444444444446,1.0,1.0,1.0,0.18174665421247482,1.0,1.1909126672893762
167,0.3888822868466377,1.534762167930603,11.044444444444444,0.16177777777777777,0.0785,0.11416666666666665,0.06088888888888889,1.0,1.0,1.0,0.1333947442471981,1.0,1.19333026278764
168,0.41132318377494814,1.306023222208023,11.066666666666666,0.16266666666666668,0.07900000000000001,0.115,0.06133333333333334,0.9921875,0.984375,1.0,0.1838686391711235,1.0,1.1829940680414437
169,0.375906890630722,1.554252177476883,11.088888888888889,0.16355555555555557,0.0795,0.11583333333333333,0.06177777777777778,1.0,1.0,1.0,0.13138125464320183,1.0,1.1934309372678398
170,0.40770505368709564,1.4050490319728852,11.11111111111111,0.16444444444444445,0.08,0.11666666666666667,0.06222222222222223,1.0,1.0,1.0,0.2022901475429535,1.0,1.1898854926228524
171,0.37100216522812846,1.4399268805980683,11.133333333333333,0.16533333333333333,0.0805,0.1175,0.06266666666666666,1.0,1.0,1.0,0.15198427438735962,1.0,1.192400786280632
172,0.3993549183011055,1.3466784209012985,11.155555555555555,0.16622222222222222,0.081,0.11833333333333332,0.0631111111111111,0.99609375,0.9921875,1.0,0.18426333367824554,1.0,1.1868805833160876
173,0.3948964193463326,1.4395889401435853,11.177777777777777,0.16711111111111113,0.0815,0.11916666666666666,0.06355555555555556,1.0,1.0,1.0,0.13976123929023743,1.0,1.193011938035488
174,0.3965124934911728,1.40177880525589,11.2,0.168,0.082,0.12,0.064,0.98828125,0.9765625,1.0,0.17296788096427917,1.0,1.179632855951786
175,0.3761165112257004,1.4209442913532258,11.222222222222221,0.1688888888888889,0.0825,0.12083333333333333,0.06444444444444444,1.0,1.0,1.0,0.1574162244796753,1.0,1.1921291887760161
176,0.39726686626672747,1.4284084260463714,11.244444444444444,0.16977777777777778,0.083,0.12166666666666666,0.06488888888888888,1.0,1.0,1.0,0.17292822152376175,1.0,1.1913535889238118
177,0.3868799164891243,1.5739604532718658,11.266666666666666,0.17066666666666666,0.0835,0.1225,0.06533333333333333,0.99609375,1.0,0.9921875,0.1482759267091751,1.0,1.1886799536645412
178,0.38043655157089235,1.3760733664035798,11.288888888888888,0.17155555555555557,0.084,0.12333333333333332,0.06577777777777778,0.984375,0.96875,1.0,0.15748906135559082,1.0,1.1765005469322205
179,0.40497427731752395,1.5841915607452393,11.31111111111111,0.17244444444444446,0.0845,0.12416666666666665,0.06622222222222222,0.92578125,1.0,0.8515625,0.14273368567228317,1.0,1.1186445657163857
180,0.35741485357284547,1.3619568198919296,11.333333333333334,0.17333333333333334,0.085,0.125,0.06666666666666667,0.9921875,0.984375,1.0,0.1371661014854908,1.0,1.1853291949257254
181,0.39085968732833865,1.5960194170475006,11.355555555555556,0.17422222222222222,0.0855,0.12583333333333332,0.06711111111111111,0.96875,1.0,0.9375,0.14120843261480331,1.0,1.1616895783692598
182,0.3715880446135998,1.6097362518310547,11.377777777777778,0.17511111111111113,0.08600000000000001,0.12666666666666665,0.06755555555555556,0.9921875,0.984375,1.0,0.1303044930100441,1.0,1.1856722753494977
183,0.3712677739560604,1.4562585055828094,11.4,0.17600000000000002,0.08650000000000001,0.1275,0.068,0.9765625,1.0,0.953125,0.15811708569526672,1.0,1.1686566457152365
184,0.413312254846096,1.5310875177383423,11.422222222222222,0.1768888888888889,0.087,0.12833333333333333,0.06844444444444445,1.0,1.0,1.0,0.15512773394584656,1.0,1.1922436133027077
185,0.43153880834579467,1.6046624779701233,11.444444444444445,0.17777777777777778,0.08750000000000001,0.12916666666666668,0.06888888888888889,1.0,1.0,1.0,0.16049987077713013,1.0,1.1919750064611434
186,0.38423522710800173,1.5139886379241942,11.466666666666667,0.1786666666666667,0.08800000000000001,0.13,0.06933333333333334,1.0,1.0,1.0,0.17617735266685486,1.0,1.1911911323666573
187,0.4040323868393898,1.5810156106948852,11.488888888888889,0.17955555555555558,0.08850000000000001,0.13083333333333333,0.06977777777777779,0.9375,1.0,0.875,0.15281176567077637,1.0,1.129859411716461
188,0.3793841913342476,1.4564958035945892,11.511111111111111,0.18044444444444446,0.08900000000000001,0.13166666666666665,0.07022222222222223,1.0,1.0,1.0,0.14857646077871323,1.0,1.1925711769610643
189,0.3834711298346519,1.5445752918720246,11.533333333333333,0.18133333333333335,0.0895,0.13249999999999998,0.07066666666666667,0.99609375,1.0,0.9921875,0.19528436660766602,1.0,1.1863295316696167
190,0.37289463728666306,1.524576836824417,11.555555555555555,0.18222222222222223,0.09,0.13333333333333333,0.07111111111111111,1.0,1.0,1.0,0.14275221154093742,1.0,1.192862389422953
191,0.4278321906924248,1.3819713801145554,11.577777777777778,0.18311111111111114,0.09050000000000001,0.13416666666666666,0.07155555555555557,0.98046875,0.96875,0.9921875,0.20042559504508972,1.0,1.1704474702477454
192,0.41690083146095275,1.5046721637248992,11.6,0.18400000000000002,0.09100000000000001,0.135,0.07200000000000001,0.99609375,1.0,0.9921875,0.1320098415017128,1.0,1.1894932579249142
193,0.40021069422364236,1.2346970289945602,11.622222222222222,0.1848888888888889,0.0915,0.13583333333333333,0.07244444444444445,0.9921875,0.984375,1.0,0.19808831065893173,1.0,1.1822830844670533
194,0.41913255900144575,1.5511933445930481,11.644444444444444,0.1857777777777778,0.092,0.13666666666666666,0.07288888888888889,0.99609375,0.9921875,1.0,0.1325148567557335,1.0,1.1894680071622132
195,0.4041871577501297,1.450698345899582,11.666666666666666,0.18666666666666668,0.0925,0.13749999999999998,0.07333333333333333,0.98828125,1.0,0.9765625,0.19747917354106903,1.0,1.1784072913229464
196,0.37943246960639954,1.4546663641929627,11.68888888888889,0.1875555555555556,0.09300000000000001,0.13833333333333334,0.07377777777777779,1.0,1.0,1.0,0.1443096622824669,1.0,1.1927845168858766
197,0.38636659979820254,1.4012422740459443,11.711111111111112,0.18844444444444447,0.09350000000000001,0.13916666666666666,0.07422222222222223,0.96875,0.96875,0.96875,0.19006331264972687,1.0,1.1592468343675135
198,0.3825809583067894,1.5637755215167999,11.733333333333334,0.18933333333333335,0.094,0.13999999999999999,0.07466666666666667,1.0,1.0,1.0,0.13525795936584473,1.0,1.1932371020317076
199,0.41188016831874846,1.4460318446159364,11.755555555555556,0.19022222222222224,0.0945,0.14083333333333334,0.07511111111111111,0.85546875,0.9921875,0.71875,0.1803644672036171,1.0,1.0464505266398192
200,0.3763174742460251,1.4245520770549773,11.777777777777779,0.19111111111111112,0.095,0.14166666666666666,0.07555555555555556,1.0,1.0,1.0,0.14415178075432777,1.0,1.1927924109622836
201,0.38103882521390914,1.4609987914562226,11.8,0.192,0.0955,0.1425,0.076,0.9453125,0.9921875,0.8984375,0.17324401438236237,1.0,1.1366502992808818
202,0.37561685144901275,1.4535700500011444,11.822222222222223,0.19288888888888892,0.09600000000000002,0.14333333333333334,0.07644444444444445,1.0,1.0,1.0,0.15217341482639313,1.0,1.1923913292586803
203,0.36394574493169785,1.3620554387569428,11.844444444444445,0.1937777777777778,0.0965,0.14416666666666667,0.0768888888888889,0.98046875,1.0,0.9609375,0.16549517959356308,1.0,1.1721939910203218
204,0.3910990208387375,1.5292254090309143,11.866666666666667,0.19466666666666668,0.097,0.145,0.07733333333333334,1.0,1.0,1.0,0.1594613865017891,1.0,1.1920269306749105
205,0.374002730846405,1.4769278705120086,11.88888888888889,0.19555555555555557,0.0975,0.14583333333333331,0.07777777777777778,0.99609375,1.0,0.9921875,0.1636948212981224,1.0,1.1879090089350939
206,0.3700443640351295,1.4564358353614808,11.911111111111111,0.19644444444444445,0.098,0.14666666666666667,0.07822222222222222,1.0,1.0,1.0,0.15169565379619598,1.0,1.19241521731019
207,0.38228502571582795,1.5210049510002137,11.933333333333334,0.19733333333333333,0.0985,0.1475,0.07866666666666666,0.99609375,1.0,0.9921875,0.14908070862293243,1.0,1.1886397145688534
208,0.3694819211959839,1.4662437379360198,11.955555555555556,0.19822222222222224,0.099,0.14833333333333334,0.07911111111111112,1.0,1.0,1.0,0.16269074380397797,1.0,1.191865462809801
209,0.35409616082906725,1.457121342420578,11.977777777777778,0.19911111111111113,0.0995,0.14916666666666667,0.07955555555555556,0.984375,1.0,0.96875,0.15653839707374573,1.0,1.1765480801463126
210,0.38280833065509795,1.441858810186386,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1663236767053604,1.0,1.1916838161647318
211,0.367787167429924,1.5226387619972228,12.0,0.2,0.1,0.15,0.08,0.9921875,1.0,0.984375,0.15340302884578705,1.0,1.1845173485577105
212,0.3802241839468479,1.4414709150791167,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.17383433133363724,1.0,1.1913082834333182
213,0.36225555539131166,1.475345402956009,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.14803580194711685,1.0,1.1886919599026442
214,0.3799806676805019,1.4882567167282104,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.17929920554161072,1.0,1.1871287897229195
215,0.35405795052647593,1.486277312040329,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.14252880588173866,1.0,1.192873559705913
216,0.39230144768953323,1.5589736819267273,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.17175175994634628,1.0,1.1914124120026826
217,0.3616320013999939,1.5858545660972596,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1482672467827797,1.0,1.192586637660861
218,0.38150584399700166,1.4781158447265625,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.17296003550291061,1.0,1.1913519982248544
219,0.37178410217165947,1.6632254004478455,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.14849480241537094,1.0,1.1925752598792314
220,0.38225446045398714,1.466205608844757,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.15956108272075653,1.0,1.188115695863962
221,0.35683130025863646,1.491643452644348,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15235387533903122,1.0,1.1923823062330483
222,0.3813910514116287,1.5358406066894532,12.0,0.2,0.1,0.15,0.08,0.97265625,0.9453125,1.0,0.1689530313014984,1.0,1.164208598434925
223,0.3716548502445221,1.680914616584778,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.14816996082663536,1.0,1.1925915019586681
224,0.3980666235089302,1.504594486951828,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.1802167296409607,1.0,1.187082913517952
225,0.35514750704169273,1.4738658964633942,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1564880944788456,1.0,1.1921755952760578
226,0.3935910701751709,1.5054972648620606,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.17311202734708786,1.0,1.1874381486326455
227,0.3761225983500481,1.6088631629943848,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1338992342352867,1.0,1.1933050382882355
228,0.3881756767630577,1.4987370848655701,12.0,0.2,0.1,0.15,0.08,0.98046875,0.9765625,0.984375,0.1698184385895729,1.0,1.1719778280705213
229,0.3555870294570923,1.51189586520195,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15296699106693268,1.0,1.1923516504466534
230,0.35238601863384245,1.4198867172002791,12.0,0.2,0.1,0.15,0.08,0.98828125,0.9921875,0.984375,0.1586429476737976,1.0,1.18034910261631
231,0.379428032040596,1.5803067088127136,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.14929188042879105,1.0,1.1886291559785604
232,0.35915559381246565,1.4730599880218507,12.0,0.2,0.1,0.15,0.08,0.9921875,0.984375,1.0,0.16421974450349808,1.0,1.183976512774825
233,0.3669395804405212,1.5331486642360688,12.0,0.2,0.1,0.15,0.08,0.9921875,1.0,0.984375,0.1662532091140747,1.0,1.1838748395442962
234,0.3350819557905197,1.5435741364955902,12.0,0.2,0.1,0.15,0.08,0.99609375,0.9921875,1.0,0.14808416366577148,1.0,1.1886895418167114
235,0.3787329837679863,1.5609563946723939,12.0,0.2,0.1,0.15,0.08,0.96484375,1.0,0.9296875,0.16856028139591217,1.0,1.1564157359302043
236,0.362919832020998,1.4414269149303436,12.0,0.2,0.1,0.15,0.08,0.9921875,0.9921875,0.9921875,0.1499682068824768,1.0,1.1846890896558762
237,0.4000410184264183,1.532681119441986,12.0,0.2,0.1,0.15,0.08,0.99609375,0.9921875,1.0,0.1642768681049347,1.0,1.1878799065947532
238,0.36499278247356415,1.557246023416519,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1599106267094612,1.0,1.1920044686645268
239,0.3727232187986374,1.5954634428024292,12.0,0.2,0.1,0.15,0.08,0.94921875,1.0,0.8984375,0.16653243452310562,1.0,1.1408921282738447
240,0.3652506798505783,1.4062025010585786,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15318894386291504,1.0,1.1923405528068542
241,0.3785343237221241,1.4848709464073182,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.17053966969251633,1.0,1.1875667665153742
242,0.3703757427632809,1.7360821783542633,12.0,0.2,0.1,0.15,0.08,0.9921875,1.0,0.984375,0.15390335023403168,1.0,1.1844923324882983
243,0.366886205971241,1.5389873325824737,12.0,0.2,0.1,0.15,0.08,0.9921875,0.9921875,0.9921875,0.1556510105729103,1.0,1.1844049494713544
244,0.3541448935866356,1.4723670423030852,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.17660671472549438,1.0,1.1911696642637253
245,0.34439185336232186,1.4949058830738067,12.0,0.2,0.1,0.15,0.08,0.9921875,1.0,0.984375,0.13433197885751724,1.0,1.185470901057124
246,0.35217587649822235,1.4102641642093658,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.16664262861013412,1.0,1.1916678685694932
247,0.36991127878427504,1.598584419488907,12.0,0.2,0.1,0.15,0.08,0.9921875,1.0,0.984375,0.15269668400287628,1.0,1.1845526657998562
248,0.3511028215289116,1.5311799943447113,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.15237722545862198,1.0,1.1884748887270689
249,0.3754255175590515,1.5223125576972962,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15925707668066025,1.0,1.192037146165967
250,0.3601164221763611,1.4526138305664062,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15706460177898407,1.0,1.1921467699110508
251,0.3706583887338638,1.5613230288028717,12.0,0.2,0.1,0.15,0.08,0.98828125,1.0,0.9765625,0.159138485789299,1.0,1.180324325710535
252,0.35151271522045135,1.5798930943012237,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15283316373825073,1.0,1.1923583418130874
253,0.39419621229171753,1.5173343896865845,12.0,0.2,0.1,0.15,0.08,0.9921875,0.9921875,0.9921875,0.17361755669116974,1.0,1.1835066221654416
254,0.3285661846399307,1.4391715079545975,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.153774231672287,1.0,1.1923112884163856
255,0.3974377281963825,1.4584774285554887,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1891641914844513,1.0,1.1905417904257773
256,0.36178317070007326,1.6383457124233245,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.14644867181777954,1.0,1.192677566409111
257,0.39595600962638855,1.5265440106391908,12.0,0.2,0.1,0.15,0.08,0.99609375,0.9921875,1.0,0.1953647881746292,1.0,1.1863255105912685
258,0.33574169874191284,1.520229882001877,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.14987404644489288,1.0,1.1886000476777554
259,0.3751901380717754,1.4274859607219696,12.0,0.2,0.1,0.15,0.08,0.99609375,0.9921875,1.0,0.1859409138560295,1.0,1.1867967043071985
260,0.34825003072619437,1.5433046102523804,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.14716960489749908,1.0,1.192641519755125
261,0.372002375125885,1.4367096722126007,12.0,0.2,0.1,0.15,0.08,0.953125,0.984375,0.921875,0.18250000476837158,1.0,1.1439999997615813
262,0.33691876009106636,1.518163949251175,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.15002891421318054,1.0,1.188592304289341
263,0.36097614392638205,1.4044173061847687,12.0,0.2,0.1,0.15,0.08,0.9765625,1.0,0.953125,0.17066773027181625,1.0,1.1680291134864091
264,0.3385657422244549,1.5213326036930084,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15140176191926003,1.0,1.192429911904037
265,0.3965565860271454,1.2850775241851806,12.0,0.2,0.1,0.15,0.08,0.9765625,0.9921875,0.9609375,0.15942875295877457,1.0,1.1685910623520612
266,0.3556974820792675,1.4040415823459624,12.0,0.2,0.1,0.15,0.08,0.9921875,1.0,0.984375,0.1466640681028366,1.0,1.184854296594858
267,0.4177229657769203,1.4548352658748627,12.0,0.2,0.1,0.15,0.08,0.99609375,0.9921875,1.0,0.15331143885850906,1.0,1.1884281780570745
268,0.344120929390192,1.3271077871322632,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1461559608578682,1.0,1.1926922019571065
269,0.38761285990476607,1.3677645921707153,12.0,0.2,0.1,0.15,0.08,0.9296875,1.0,0.859375,0.16056974232196808,1.0,1.1216590128839015
270,0.4116272799670696,1.3601776272058488,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.14444435387849808,1.0,1.188871532306075
271,0.41518403887748717,1.536362385749817,12.0,0.2,0.1,0.15,0.08,0.95703125,1.0,0.9140625,0.157491073012352,1.0,1.1491566963493824
272,0.3934347778558731,1.5176535487174987,12.0,0.2,0.1,0.15,0.08,0.99609375,0.9921875,1.0,0.1439039558172226,1.0,1.1888985522091389
273,0.3568832516670227,1.5409874677658082,12.0,0.2,0.1,0.15,0.08,0.97265625,1.0,0.9453125,0.1556088849902153,1.0,1.164875805750489
274,0.38351237028837204,1.4354242622852325,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.171655111014843,1.0,1.191417244449258
275,0.3387272678315639,1.6855588257312775,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1519196406006813,1.0,1.192404017969966
276,0.33892909362912177,1.6318361341953278,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.18185896426439285,1.0,1.1909070517867804
277,0.3440584160387516,1.5715475916862487,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.16280674934387207,1.0,1.1918596625328064
278,0.3445012360811234,1.6189339339733124,12.0,0.2,0.1,0.15,0.08,0.9921875,0.9921875,0.9921875,0.17680183053016663,1.0,1.1833474084734916
279,0.38622336387634276,1.5176115095615388,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.14829915016889572,1.0,1.1925850424915552
280,0.4118889346718788,1.4426407396793366,12.0,0.2,0.1,0.15,0.08,0.9921875,1.0,0.984375,0.18479040265083313,1.0,1.1829479798674583
281,0.38703608289361,1.5893160283565522,12.0,0.2,0.1,0.15,0.08,0.9609375,1.0,0.921875,0.13863348960876465,1.0,1.1540058255195618
282,0.3672311887145042,1.4661371409893036,12.0,0.2,0.1,0.15,0.08,0.98046875,1.0,0.9609375,0.16428881138563156,1.0,1.1722543094307183
283,0.3682057999074459,1.5293918907642365,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.13897909224033356,1.0,1.1930510453879832
284,0.3820971563458443,1.5387334764003753,12.0,0.2,0.1,0.15,0.08,0.91015625,1.0,0.8203125,0.15255896002054214,1.0,1.102528301998973
285,0.3710935994982719,1.6107785820960998,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15448712557554245,1.0,1.1922756437212227
286,0.36310069262981415,1.5357600033283234,12.0,0.2,0.1,0.15,0.08,0.96484375,1.0,0.9296875,0.1571522280573845,1.0,1.1569861385971307
287,0.34756200984120367,1.473330283164978,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15020478516817093,1.0,1.1924897607415914
288,0.3945406287908554,1.5844932556152345,12.0,0.2,0.1,0.15,0.08,0.98046875,1.0,0.9609375,0.16431932151317596,1.0,1.172252783924341
289,0.34836712256073954,1.59640371799469,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15131798386573792,1.0,1.192434100806713
290,0.3897059574723244,1.5230001151561736,12.0,0.2,0.1,0.15,0.08,0.98046875,1.0,0.9609375,0.1605020985007286,1.0,1.1724436450749636
291,0.3531100988388062,1.5854337394237519,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.1519712209701538,1.0,1.1884951889514923
292,0.3427201360464096,1.5210684895515443,12.0,0.2,0.1,0.15,0.08,0.9921875,1.0,0.984375,0.15997007489204407,1.0,1.1841889962553978
293,0.34122926741838455,1.5254974126815797,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15972675010561943,1.0,1.192013662494719
294,0.36164660975337026,1.5503286480903626,12.0,0.2,0.1,0.15,0.08,0.9765625,1.0,0.953125,0.15957648307085037,1.0,1.1685836758464574
295,0.35379171967506406,1.6055741786956788,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.1524992622435093,1.0,1.1923750368878245
296,0.37537337094545364,1.6068492710590363,12.0,0.2,0.1,0.15,0.08,0.98046875,1.0,0.9609375,0.1587679535150528,1.0,1.1725303523242474
297,0.34199821799993513,1.5494626998901366,12.0,0.2,0.1,0.15,0.08,0.99609375,1.0,0.9921875,0.15994393825531006,1.0,1.1880965530872345
298,0.34919036328792574,1.5660944283008575,12.0,0.2,0.1,0.15,0.08,0.95703125,1.0,0.9140625,0.149871364235878,1.0,1.1495376817882061
299,0.3486476495862007,1.665041697025299,12.0,0.2,0.1,0.15,0.08,1.0,1.0,1.0,0.15634912997484207,1.0,1.1921825435012579
300,0.37013931572437286,1.6592696249485015,12.0,0.2,0.1,0.15,0.08,0.9609375,1.0,0.921875,0.15144822001457214,1.0,1.1533650889992713
