epoch,d_loss,g_loss,classification_weight,proximity_weight,sparsity_weight,group_sparsity_weight,diversity_weight,margin_validity,proximity,margin_validity_disease_to_no_disease,margin_validity_no_disease_to_disease,constraint_validity,selection_score
1,0.6825554221868515,10.420669913291931,8.0,0.04,0.01,0.0,0.0,,,,,,
2,0.592165207862854,9.369958448410035,8.0,0.04,0.01,0.0,0.0,,,,,,
3,0.4884695395827293,10.329224324226379,8.0,0.04,0.01,0.0,0.0,,,,,,
4,0.4092304974794388,10.21035556793213,8.0,0.04,0.01,0.0,0.0,,,,,,
5,0.42964177429676054,9.335410833358765,8.0,0.04,0.01,0.0,0.0,,,,,,
6,0.5767629146575928,9.78509612083435,8.0,0.04,0.01,0.0,0.0,,,,,,
7,0.47829305827617646,9.563094139099121,8.0,0.04,0.01,0.0,0.0,,,,,,
8,0.40425082892179487,10.07293758392334,8.0,0.04,0.01,0.0,0.0,,,,,,
9,0.318098184466362,10.371710681915284,8.0,0.04,0.01,0.0,0.0,,,,,,
10,0.25834465101361276,10.886611938476562,8.0,0.04,0.01,0.0,0.0,,,,,,
11,0.20800314843654633,10.774327707290649,8.0,0.04,0.01,0.0,0.0,,,,,,
12,0.17846589013934136,10.959613609313966,8.0,0.04,0.01,0.0,0.0,,,,,,
13,0.16828689500689506,10.626610827445983,8.0,0.04,0.01,0.0,0.0,,,,,,
14,0.27256901636719705,9.22201464176178,8.0,0.04,0.01,0.0,0.0,,,,,,
15,0.4842499688267708,9.2676598072052,8.0,0.04,0.01,0.0,0.0,,,,,,
16,0.37406163215637206,9.891386532783509,8.0,0.04,0.01,0.0,0.0,,,,,,
17,0.3022884413599968,10.190418195724487,8.0,0.04,0.01,0.0,0.0,,,,,,
18,0.2769621044397354,10.95299596786499,8.0,0.04,0.01,0.0,0.0,,,,,,
19,0.23885803371667863,10.795373487472535,8.0,0.04,0.01,0.0,0.0,,,,,,
20,0.266949025541544,10.342879962921142,8.0,0.04,0.01,0.0,0.0,,,,,,
21,0.36480319797992705,10.335110282897949,8.0,0.04,0.01,0.0,0.0,,,,,,
22,0.44362434595823286,10.050737714767456,8.0,0.04,0.01,0.0,0.0,,,,,,
23,0.5683538541197777,10.075916862487793,8.0,0.04,0.01,0.0,0.0,,,,,,
24,0.7922931402921677,9.797150564193725,8.0,0.04,0.01,0.0,0.0,,,,,,
25,0.7978458017110824,10.153129243850708,8.0,0.04,0.01,0.0,0.0,,,,,,
26,0.6517803877592087,10.273821020126343,8.0,0.04,0.01,0.0,0.0,,,,,,
27,0.6483470410108566,10.660217332839967,8.0,0.04,0.01,0.0,0.0,,,,,,
28,0.48024833351373675,10.808840990066528,8.0,0.04,0.01,0.0,0.0,,,,,,
29,0.39698915034532545,11.153897666931153,8.0,0.04,0.01,0.0,0.0,,,,,,
30,0.3760717898607254,10.626713085174561,8.0,0.04,0.01,0.0,0.0,,,,,,
31,0.46244739294052123,10.993467807769775,8.022222222222222,0.04088888888888889,0.0105,0.0008333333333333334,0.00044444444444444447,,,,,,
32,0.47763424813747407,10.860871839523316,8.044444444444444,0.04177777777777778,0.011000000000000001,0.0016666666666666668,0.0008888888888888889,,,,,,
33,0.5495357409119606,10.76937394142151,8.066666666666666,0.042666666666666665,0.0115,0.0025,0.0013333333333333333,,,,,,
34,0.7545962810516358,9.562167930603028,8.088888888888889,0.043555555555555556,0.012,0.0033333333333333335,0.0017777777777777779,,,,,,
