direction,method,method_family,candidate_cohort_seed,plaintext_logit,he_logit,abs_logit_error,label_agreement
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,0.7630094293578118,0.7630146186460379,5.1892882261261875e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,0.1262939388092592,0.126298789716674,4.85090741478289e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,202,3.5298334969565985,3.529839138355605,5.641399006606207e-06,True
disease_to_no_disease,dice_gradient_style,Baseline,202,-10.915665874613705,-10.915663278697624,2.5959160812050186e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-23.139237320975205,-23.139237402927808,8.195260292609419e-08,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-2.409233710913097,-2.409228703251774,5.00766132294217e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-5.048928542577416,-5.048924424463173,4.118114243389925e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-13.885072732893542,-13.885070289658145,2.4432353971093335e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,-11.505264426464079,-11.505261447959203,2.9785048756281185e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,8.259560193952897,8.259567263843847,7.069890950006652e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,2.712493964859357,2.7124996422211196,5.6773617624905626e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,0.5419901292071785,0.5419950415646748,4.912357496333897e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,0.8338450394713917,0.8338500319906496,4.9925192578959e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,4.375672238599197,4.37567909178813,6.853188932787191e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,5.09342948684786,5.09343624681871,6.759970849756769e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-4.832724937533449,-4.832720238873883,4.698659566315655e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-5.4834467849226876,-5.483442903649258,3.881273429762189e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-31.19382061450459,-31.193822549083077,1.9345784849633674e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-14.661117232972812,-14.66111505164519,2.1813276216420263e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-13.090970060174637,-13.090967145156007,2.915018630034183e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,-4.436549737533803,-4.436545764187356,3.973346447416759e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,5.507945717234941,5.507952752934175,7.035699233881587e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,0.9772602727953057,0.9772652213101599,4.948514854219432e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,5.164664783029707,5.164670973844631,6.190814923812127e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,0.9779137572479364,0.9779187566511041,4.999403167671446e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,1.3664398923803258,1.366445334934337,5.442554011247935e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,202,9.586164897076657,9.586172493645249,7.596568591949904e-06,True
disease_to_no_disease,dice_gradient_style,Baseline,202,-1.2006966872157099,-1.2006908768882756,5.81032743429688e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-11.436099980578401,-11.436097626110277,2.354468124465825e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-3.7780254475160966,-3.778020936135375,4.5113807214391954e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-6.021557010821562,-6.021553178708192,3.832113369739432e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-2.552532581050883,-2.5525280572761515,4.523774731701735e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,202,-5.9638177095678335,-5.963813545173866,4.1643939674429475e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,1.523813731425225,1.523819730803806,5.999378581034165e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,0.5052884794929273,0.5052934257877786,4.946294851260191e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,2.889352252383624,2.8893579779375727,5.725553948732198e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,2.668275027088516,2.6682811035879284,6.076499412532854e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,3.4144807373742605,3.414486903670213,6.166295952514389e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,2.383838075936339,2.3838434076435666,5.331707227718141e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-1.9141061745585137,-1.9141004480636612,5.726494852531516e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-12.867104568453872,-12.867102162421006,2.406032866275609e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-12.37016303454305,-12.37016064500545,2.389537600677727e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-3.586581506856695,-3.586577184875714,4.321980981103479e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-4.4300167708504965,-4.4300123952852735,4.375565223035949e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,202,-3.230166225172008,-3.2301619318107826,4.293361225204961e-06,True
no_disease_to_disease,uniform_random,Baseline,202,15.85057964732341,15.850588987592994,9.340269583546501e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,10.79255535196712,10.792562842084623,7.4901175022290545e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,26.829704224090094,26.82971633469761,1.2110607517712424e-05,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,1.316734283421356,1.3167396103923936,5.326971037611372e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,13.113515188247653,13.113522923198113,7.734950459692413e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,202,7.063881411594368,7.063888349546759,6.937952391261604e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-0.7025996363291576,-0.702594605514189,5.030814968609576e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-1.618958751704339,-1.618953860518722,4.891185616973104e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-2.803883022337507,-2.803878579565163,4.442772343793422e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-6.03745894093873,-6.037454770991044,4.1699476858170215e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-3.244541918164317,-3.2445372832144916,4.634949825277346e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,202,-4.183261881740716,-4.183257801577994,4.080162721464831e-06,True
no_disease_to_disease,dice_gradient_style,Baseline,202,7.418218554346787,7.418225498993654,6.944646867346194e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,14.248224400545297,14.248233562019118,9.161473821350796e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,5.807479841246749,5.807485936061397,6.0948146476391685e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,16.42406865689955,16.424078607044855,9.950145305026581e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,4.250586309385254,4.250592903473969,6.59408871506173e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,4.516227980457625,4.516233831929466,5.851471841289424e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-6.450623284784433,-6.4506191565372895,4.128247143242447e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-4.872864750646295,-4.872860081175701,4.66947059418743e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-0.20449674655208572,-0.20449170177204407,5.044780041651986e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-3.1876795436318925,-3.187675302868649,4.240763243679169e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-0.9037092616135158,-0.9037042884516759,4.973161839894047e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,202,-8.713988781573503,-8.713985816447343,2.965126160603404e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,5.358650124180404,5.35865690370204,6.779521636524066e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,6.3858564676110525,6.385863110467628,6.642856575034273e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,2.5243997196421866,2.524405404722292,5.685080105344298e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,2.303500869994254,2.303506627672581,5.757678327000804e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,3.0036929193968565,3.0036984733915544,5.553994697926612e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,8.2922757835873,8.292283137013968,7.353426667577878e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-0.618177703124732,-0.618172944957494,4.758167237994826e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-16.603863031051766,-16.60386176774572,1.2633060464395385e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-5.987060449336814,-5.987056923335497,3.5260013167004445e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-1.296585113515433,-1.2965804582318345,4.655283598387072e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-9.165233369197082,-9.165230370153655,2.9990434278204248e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,-14.84781157796057,-14.84780910177131,2.476189260747219e-06,True
no_disease_to_disease,uniform_random,Baseline,202,1.326671966429947,1.3266775216002151,5.555170268234377e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,3.335541032808006,3.335547196221568,6.16341356174388e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,1.6916142606586781,1.6916193458725812,5.085213903077701e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,2.7217234647119657,2.721729240652277,5.775940311369965e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,10.669365227850719,10.669372844469079,7.616618360017924e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,0.8456746752187527,0.8456796553233971,4.980104644336514e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-0.4278342380513269,-0.4278283786932151,5.859358111814927e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-18.80314423214083,-18.803142791889208,1.4402516228528839e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-4.1696215801933825,-4.169617599369113,3.9808242693339935e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-1.694675419686595,-1.694670200711678,5.218974916898489e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-16.64528401786864,-16.64528238281196,1.6350566802714184e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,202,-1.5054257489146057,-1.5054208257849528,4.923129652834035e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,0.25391971415227665,0.25392500384174044,5.289689463783276e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,2.5930663525185977,2.593071736102806,5.3835842082072816e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,5.7880156209309455,5.788022726819684,7.105888738756505e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,0.3629627409384355,0.3629675958984172,4.854959981703821e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,0.5634581473828959,0.5634631297114278,4.982328531855096e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,6.542102895397196,6.54210947823168,6.582834483737088e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-13.55374793510203,-13.553746026618775,1.9084832540983143e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-8.672458813057894,-8.672455804779464,3.0082784299167997e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-2.4683858105944196,-2.468381333978505,4.476615914850157e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-0.5469697481780749,-0.5469646955920522,5.052586022680217e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-1.6516446688357735,-1.6516398393110017,4.829524771876592e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,-6.167355668022315,-6.16735203260698,3.635415334990455e-06,True
no_disease_to_disease,uniform_random,Baseline,202,1.8161620103079574,1.8161674239988765,5.413690919109371e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,7.348890972188396,7.348897396934852,6.4247464557354306e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,1.274024378823924,1.2740297469270523,5.36810312823377e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,2.9513999244128257,2.951406001163653,6.076750827421762e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,0.2082823027279499,0.20828776117650316,5.458448553263828e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,11.868456243037222,11.86846446889673,8.225859508215194e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-1.8909040847167216,-1.8908995831532691,4.501563452441459e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-9.042367858903672,-9.042364186530746,3.6723729266441296e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-18.128831379504746,-18.1288301536101,1.225894646239567e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-5.115296156043847,-5.115292482443206,3.6736006414628264e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-9.242420836265024,-9.242417892618557,2.943646467912231e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,-5.651598010040819,-5.651594190286027,3.819754791578589e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,11.45099302313237,11.451001223062722,8.19993035250377e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,10.730119080416863,10.730127732727265,8.652310402368357e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,6.129555720887785,6.129563134711468,7.413823682966836e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,0.42203793954260505,0.42204314266981224,5.203127207198399e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,1.3393942093170992,1.339399895418828,5.6861017287968e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,9.997694531939572,9.997702819961436,8.288021863478434e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-1.0082614144862525,-1.0082563357684309,5.0787178216271656e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-1.1907655284959429,-1.190761007792559,4.520703383859015e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-6.97650347801594,-6.976499795388111,3.6826278284607383e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-5.995497200744292,-5.995493001971208,4.198773083885499e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-14.766779618732754,-14.766777774752997,1.8439797564440141e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,202,-5.260874905115574,-5.2608709897739985,3.9153415754000775e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,7.016026639466691,7.016033353082339,6.713615647413462e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,0.3949987941138886,0.3950041302882216,5.33617433301492e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,18.12274655102651,18.122756605239427,1.0054212918220173e-05,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,2.730847262341374,2.730853405235231,6.14289385669764e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,2.639078180646351,2.639083614179157,5.433532806353725e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,5.340746714437119,5.3407527972578235,6.082820704911285e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-0.957519887139,-0.9575146170956854,5.270043314631323e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-14.314070077146688,-14.314067736969054,2.340177633897156e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-1.5506577195451499,-1.5506523197550455,5.399790104387847e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-9.550724186583345,-9.55072137055182,2.8160315252989676e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-5.8532836902142265,-5.853279355216999,4.334997227850579e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,202,-5.342006220916258,-5.3420023316251095,3.889291148695406e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,4.253881969334504,4.253887868535071,5.899200567149876e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,42.759615892535166,42.759632601980506,1.6709445340268303e-05,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,13.928489122425852,13.928497061973955,7.939548103408356e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,0.3124793013772127,0.3124841536569857,4.852279772982193e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,3.706254375494254,3.7062602986626683,5.9231684144123165e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,202,3.7420775630517937,3.7420832546672935,5.691615499792135e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-2.5678970810038013,-2.567892313714956,4.767288845464179e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-3.3229954381420352,-3.322990673565996,4.764576039040236e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-16.4045484066432,-16.40454712082429,1.285818910901071e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-8.385220623792188,-8.385217380750568,3.2430416201378875e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-2.705909544922438,-2.705905332019918,4.212902520173145e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,202,-0.5406290017843327,-0.5406231253533571,5.876430975604308e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,15.419881436246534,15.419891058406767,9.62216023303597e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,1.0353023446485174,1.0353073527800851,5.008131567674212e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,11.544586340938373,11.544595036965108,8.69602673425618e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,40.1659137486041,40.165930072555184,1.632395108686069e-05,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,0.49026268538904816,0.4902683879376547,5.702548606545399e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,5.983809211616327,5.983816038579607,6.826963280026632e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-15.096415006792805,-15.096413180728184,1.8260646204026898e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-2.472458327125036,-2.4724539901016955,4.337023340461599e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-5.075778823919144,-5.075775167900199,3.656018945363826e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-2.2957071521323096,-2.2957019457256735,5.206406636037997e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-1.9663916238446069,-1.9663868265153632,4.797329243633186e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,-1.8089882352196964,-1.8089836761612381,4.55905845830884e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,2.658308365529919,2.658314096793487,5.7312635677320145e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,2.170956988230909,2.170962610789225,5.622558315820925e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,6.976034061127908,6.976040552503116,6.491375208028671e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,11.156768881456244,11.156776677884563,7.79642831894023e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,2.815752824487964,2.815758153775747,5.329287783073511e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,3.9017428555984726,3.901748523720356,5.668121883406485e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-2.200713095419669,-2.2007086308473505,4.46457231850772e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-23.15429566535957,-23.154295752453184,8.709361409842131e-08,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-0.9300044509723104,-0.9299993921919046,5.058780405797769e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-1.2158196156901244,-1.2158147875794505,4.828110673926744e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-1.1656925540849024,-1.1656878592621611,4.694822741235782e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,202,-2.4148585557152904,-2.4148539096120074,4.64610328299031e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,9.340987964068653,9.340995465730074,7.501661421827066e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,0.6581977014927034,0.658202668484633,4.966991929644671e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,4.228043296770956,4.228048989203211,5.692432255344215e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,0.2446690249103156,0.24467387148425312,4.8465739375114225e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,7.618680135640718,7.618686717463934,6.581823216222915e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,202,10.604480563807506,10.604488774299671,8.210492165261485e-06,True
disease_to_no_disease,wachter_style,Baseline,202,-10.233033820159928,-10.23303079323609,3.0269238386892994e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-5.691420837651785,-5.691416913986341,3.923665444105495e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-10.233820853502598,-10.233817998536102,2.8549664961019516e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-0.9708913267715076,-0.9708867254367312,4.601334776421773e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-35.04719161099989,-35.04719438304842,2.7720485320514854e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,-12.270341139314933,-12.27033821171461,2.9276003239431247e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,6.115523436579734,6.115530225388785,6.788809050917166e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,0.9789802758206534,0.9789857634873216,5.487666668191338e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,1.431516234609317,1.431522146680582,5.912071264990715e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,2.591252035804459,2.5912580859116723,6.050107213440015e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,3.222309577250819,3.2223157404321334,6.163181314633448e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,202,11.625893801781544,11.625902676649776,8.874868232311428e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-8.502152220435768,-8.502149141762317,3.0786734512844305e-06,True
