direction,method,method_family,candidate_cohort_seed,plaintext_logit,he_logit,abs_logit_error,label_agreement
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,101,-10.291867735009689,-10.291865157630147,2.577379541790492e-06,True
no_disease_to_disease,dice_gradient_style,Baseline,101,10.92652856447079,10.926536623595954,8.059125164550096e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,1.6943822291344368,1.6943884755264085,6.2463919716648775e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,6.573635814967563,6.5736432100705695,7.395103006402337e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,11.406652099111003,11.406660670770124,8.571659121159314e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,11.35086057715646,11.350867990733583,7.41357712286117e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,101,4.5618484877399705,4.561854282569587,5.79482961615696e-06,True
disease_to_no_disease,uniform_random,Baseline,101,-6.31552427763471,-6.315520446722561,3.830912148394816e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-9.380213446176228,-9.380210069945154,3.3762310742702084e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-0.6315837494431591,-0.6315782588334136,5.4906097455287295e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-3.0537374201988783,-3.0537326160227196,4.8041761586681275e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-20.968137608863458,-20.968136857969693,7.508937649447489e-07,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,-1.6641719730299132,-1.664167213907845,4.75912206820972e-06,True
no_disease_to_disease,genetic_cfe,Baseline,101,19.959663173623394,19.95967383117975,1.0657556355653242e-05,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,3.1565338971726344,3.1565395422202958,5.6450476613179035e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,1.9302906803505024,1.930296575414411,5.895063908578635e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,1.7760337938037942,1.7760395624020742,5.768598279942694e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,0.8576981597599787,0.8577036575559316,5.497795952935647e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,5.253991280537656,5.25399737024184,6.08970418358723e-06,True
disease_to_no_disease,uniform_random,Baseline,101,-4.097377178962033,-4.0973728555547,4.32340733258485e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-2.942881360491654,-2.9428770609037116,4.299587942568905e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-0.8915241488635992,-0.891518760808655,5.388054944210907e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-7.684851782415407,-7.68484803434786,3.7480675469936386e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-10.196934169788781,-10.196931422662649,2.747126131907862e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,101,-5.618587453414953,-5.618583542967704,3.910447249566573e-06,True
no_disease_to_disease,genetic_cfe,Baseline,101,2.8197162152508817,2.8197217532478915,5.53799700986346e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,4.443177199029806,4.443183643437081,6.444407274486252e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,8.540056729022083,8.540064387023996,7.658001912602685e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,0.5585691172454474,0.5585740025809771,4.885335529669632e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,4.444706680482151,4.44471275205651,6.071574359722831e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,1.670684720222532,1.6706900050270714,5.284804539540389e-06,True
disease_to_no_disease,genetic_cfe,Baseline,101,-13.83182138685118,-13.831818828740502,2.558110677952641e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-3.7281035935545708,-3.7280992777743625,4.315780208319353e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-11.908720499037491,-11.908717616101368,2.8829361227167283e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-6.143952460650956,-6.143948791606588,3.6690443678821794e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-27.8010074146951,-27.801008600035775,1.1853406753914442e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,101,-0.8617459690435467,-0.861740097384035,5.871659511713645e-06,True
no_disease_to_disease,uniform_random,Baseline,101,3.584781629094529,3.5847877660299217,6.136935392753173e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,15.55528800396663,15.55529785316922,9.849202589506945e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,3.097772123018622,3.0977779288304093,5.805811787329418e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,2.42511460991685,2.4251202882598535,5.6783430033569005e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,4.375672238599197,4.375679100298282,6.861699085369821e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,15.380051285664592,15.380059864188247,8.578523654989567e-06,True
disease_to_no_disease,uniform_random,Baseline,101,-10.132699410082239,-10.132696113603798,3.2964784413280768e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-2.4817270490476266,-2.4817224677018745,4.581345752097121e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-16.270088814712988,-16.27008719998399,1.6147289976231605e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-0.15735220947649964,-0.1573464742202466,5.735256253025511e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-9.109285344456318,-9.10928250172294,2.8427333766956053e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,-6.7169432871588555,-6.716939899095809,3.3880630461169403e-06,True
no_disease_to_disease,uniform_random,Baseline,101,4.82611700034774,4.82612295634026,5.9559925205121544e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,0.3316734248295923,0.3316784188343263,4.994004734026891e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,0.6248501300976077,0.6248557170656058,5.586967998127967e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,16.972733660412167,16.972743258669105,9.598256937692895e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,4.504104452286828,4.504110909983744,6.457696915873612e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,1.1344966806629024,1.134502627496011,5.946833108616545e-06,True
disease_to_no_disease,uniform_random,Baseline,101,-5.670979769804123,-5.670975806893665,3.962910457566693e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-1.0379319211131426,-1.0379268762094633,5.044903679252144e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-8.67611882819656,-8.676115329711108,3.4984854533348653e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-1.3222863488544343,-1.322281420681738,4.928172696372357e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-3.039627653164252,-3.039623171954695,4.481209556761456e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,-11.567745001156414,-11.567742532694622,2.4684617923043106e-06,True
no_disease_to_disease,genetic_cfe,Baseline,101,3.3207689105374882,3.3207748125313956,5.901993907375669e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,18.610338287908128,18.610348965436817,1.0677528688773918e-05,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,2.024038919327193,2.024044332011717,5.4126845241420085e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,2.2157562288181296,2.215761949488426,5.720670296582853e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,1.707494385188129,1.7074995815215197,5.196333390689034e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,101,11.762426432996058,11.762435072086229,8.63909017034814e-06,True
disease_to_no_disease,genetic_cfe,Baseline,101,-9.830429401318622,-9.83042654093978,2.8603788422287835e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-2.061813569560007,-2.061809202527265,4.367032742091936e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-26.936953950061234,-26.936954230296806,2.8023557163692203e-07,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-2.2517319000620866,-2.2517273018739794,4.598188107163281e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-29.684638589446024,-29.684639967619844,1.3781738203988425e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,-11.281332100026642,-11.281329531416226,2.5686104159206025e-06,True
no_disease_to_disease,genetic_cfe,Baseline,101,5.087185352018098,5.087191169205269,5.8171871710754885e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,0.4975948562779742,0.4976000365858116,5.180307837415743e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,7.231193948345199,7.231201135334644,7.186989445351344e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,0.42112082367921566,0.4211264586579563,5.634978740620689e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,3.66088275673825,3.6608883308160105,5.574077760694962e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,101,8.520744228707656,8.520751452185786,7.223478130313765e-06,True
disease_to_no_disease,genetic_cfe,Baseline,101,-3.382587694521529,-3.3825823663882937,5.3281332355048505e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-7.110177267150149,-7.110173692830381,3.5743197681625816e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-0.7807685478806032,-0.7807634261821182,5.12169848498889e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-8.438273509516527,-8.438270316941923,3.1925746046823633e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-2.200780071205994,-2.2007750158835746,5.055322419345032e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,101,-3.7684982317741724,-3.7684939487974325,4.282976739933275e-06,True
no_disease_to_disease,uniform_random,Baseline,101,3.78134953952409,3.781355735580858,6.196056768104086e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,0.43108527742705505,0.43109050890768486,5.231480629808161e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,1.4822726116582619,1.4822780605202983,5.448862036461222e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,1.4308187092660276,1.4308240997543722,5.3904883445810015e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,0.26726940271152344,0.26727432579629035,4.923084766905728e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,101,1.5967058983592821,1.5967110194185776,5.121059295509767e-06,True
disease_to_no_disease,genetic_cfe,Baseline,101,-5.297931765551301,-5.2979275896855995,4.1758657012280764e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-15.609399798661425,-15.60939823717365,1.5614877746372713e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-4.408698378523022,-4.408694151727219,4.22679580314167e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-9.962164729926837,-9.962161687671456,3.0422553809472674e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-15.012574864765114,-15.012572999663423,1.865101690867732e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,101,-1.1928011004731633,-1.192796079377602,5.0210955613305686e-06,True
no_disease_to_disease,wachter_style,Baseline,101,11.215470623641913,11.21547881728429,8.193642376141952e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,42.759615892535166,42.75963260444874,1.6711913573885795e-05,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,2.357048319220123,2.3570538621281094,5.542907986377799e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,2.6617209912618964,2.661727374798666,6.383536769405396e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,0.9753780421228839,0.9753833548358393,5.31271295534097e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,101,1.192756203484457,1.1927623626314614,6.159147004414223e-06,True
disease_to_no_disease,genetic_cfe,Baseline,101,-3.872308403923678,-3.8723036986974306,4.7052262472924156e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-2.1675513980596754,-2.1675467534247095,4.644634965966787e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-2.214638416858344,-2.214633355334005,5.061524339211587e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-0.7719497247393292,-0.7719446627639927,5.061975336562163e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-2.7550099749385906,-2.7550055037709877,4.471167602826398e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,101,-8.20128488198619,-8.201281380223898,3.5017622916910796e-06,True
no_disease_to_disease,dice_gradient_style,Baseline,101,8.73869205499161,8.738699777414022,7.722422411760022e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,2.424463425762406,2.4244695031154464,6.077353040367939e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,11.24799122876221,11.247998727000223,7.498238012715319e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,8.988071938284584,8.988079236302664,7.2980180796378136e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,3.8798861351628915,3.879892446042248,6.310879356430377e-06,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,101,2.3738227755750394,2.373828078447192,5.302872152501692e-06,True
disease_to_no_disease,uniform_random,Baseline,101,-0.1645897676763468,-0.164584549231228,5.218445118804205e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,-6.801914284733494,-6.801910590627207,3.6941062866446828e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,101,-20.383167516664034,-20.383167103766905,4.1289712982006677e-07,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,101,-36.96112450552528,-36.961127109845656,2.6043203789072322e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,101,-2.8396363673894136,-2.8396318873980486,4.4799913649917755e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,101,-2.2114136493418624,-2.2114090801734028,4.569168459589434e-06,True
no_disease_to_disease,uniform_random,Baseline,101,2.704046251383595,2.70405217735342,5.92596982507132e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,101,11.590884296176757,11.590891738664313,7.442487556019728e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-6.522379974904476,-6.522376370228958,3.6046755180763057e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-13.343720416064908,-13.343718480690239,1.9353746694150686e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-15.652266537584651,-15.652265183312698,1.3542719532466663e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-4.697901533450898,-4.697897717773223,3.815677674268159e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-13.176002408766262,-13.176000156997143,2.251769119610003e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,202,-7.397157671231091,-7.397154254247083,3.416984007742485e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,1.2222727373357394,1.2222781261353934,5.38879965406025e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,8.265858043067542,8.26586554184067,7.498773127778691e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,1.8206466423791206,1.8206524982002141,5.855821093581071e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,21.497756554866967,21.497767243007225,1.0688140257286705e-05,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,1.0601517090782,1.0601566884507934,4.97937259336112e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,7.840514874311154,7.840522259498542,7.385187387853875e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-1.4072270413583947,-1.407222228670533,4.812687861788234e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-17.437200893122395,-17.437199617569334,1.2755530605090826e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-17.29938499285192,-17.299383647648384,1.3452035361183334e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-1.7768949512249899,-1.7768902384267613,4.712798228556636e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-0.9078012250644276,-0.9077956987296216,5.526334805994182e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,202,-6.414363018781129,-6.414358784941734,4.233839395517691e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,2.079331408822693,2.0793371033336205,5.694510927689578e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,0.24176455727010193,0.24176942884884317,4.871578741239002e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,4.08361117118228,4.083616952127089,5.780944809075095e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,1.1819435917217795,1.1819488777821257,5.286060346110233e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,0.44500045901604324,0.44500591916808985,5.460152046610212e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,9.818687008110949,9.818694770007715,7.761896766211862e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-0.404551793664611,-0.4045461427883743,5.6508762367180054e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-34.2238503469154,-34.22385225305346,1.9061380598373034e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-11.109906250651179,-11.109903845020408,2.4056307701414426e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-2.9632579657115468,-2.963253786780614,4.178930932852154e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-5.665191592481698,-5.665187453223538,4.1392581593413524e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,202,-5.182373513942116,-5.182369345344893,4.168597222964365e-06,True
no_disease_to_disease,uniform_random,Baseline,202,4.024173449782719,4.0241796958413065,6.246058587677794e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,36.995804830226675,36.99581965973666,1.4829509986213907e-05,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,0.26724008259696674,0.2672449864648634,4.9038678966439875e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,2.3629456531606685,2.3629511930789318,5.539918263242072e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,0.48406977299704046,0.4840753847866978,5.611789657355981e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,0.9060567124050039,0.9060621826778797,5.470272875895965e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-0.636982744859278,-0.6369774359818434,5.308877434551107e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-25.357824917056064,-25.357825427475568,5.104195039962178e-07,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-44.570722569861545,-44.570727316222246,4.746360701801677e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-2.8114085189511266,-2.811403912945889,4.606005237661748e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-7.013503542192345,-7.013500076937742,3.4652546032631903e-06,True
disease_to_no_disease,countergan_one_shot,Non-DP CounterGAN,202,-1.712273614566942,-1.7122688247174047,4.7898495372233896e-06,True
no_disease_to_disease,uniform_random,Baseline,202,3.238757250540173,3.2387631021399734,5.851599800266172e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,2.214978109715698,2.214984054367494,5.944651795708467e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,0.8051026000935,0.8051076497165759,5.049623075903398e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,1.2916488232922525,1.2916539016546853,5.0783624327976895e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,0.999418789524789,0.9994241180633747,5.328538585702702e-06,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,2.1092561214129155,2.1092620976995806,5.976286665099195e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-1.9242705638004995,-1.9242652771264108,5.2866740887225205e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-14.88986084317023,-14.889859057341868,1.7858283616334347e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-8.359027781348768,-8.359024657021452,3.124327315973119e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-36.96112450552528,-36.961127092149766,2.586624489708811e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-0.3009227759987594,-0.3009178627532669,4.913245492510487e-06,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,202,-0.2564455892937465,-0.2564404056963692,5.1835973772784705e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,4.477863874806609,4.47787028985554,6.415048931174283e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,6.414082986058075,6.414090229065153,7.243007078550079e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,3.0153567972497974,3.0153624413826003,5.644132802906654e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,1.8523243274254817,1.8523297751735874,5.4477481057357835e-06,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,1.0705450188781125,1.0705502786427725,5.259764660037192e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,12.140748748735803,12.14075759974306,8.851007256893695e-06,True
disease_to_no_disease,genetic_cfe,Baseline,202,-10.02935411803081,-10.029351380759392,2.737271417529996e-06,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,-4.773211735065605,-4.773207839561303,3.8955043013544355e-06,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,-1.6621427193268543,-1.6621381544651357,4.564861718625579e-06,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,-2.462485557912898,-2.462481214053172,4.343859726141375e-06,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,-11.6998055872269,-11.69980254163988,3.0455870199119772e-06,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,202,-3.5369188680488035,-3.5369139377082703,4.930340533171318e-06,True
no_disease_to_disease,genetic_cfe,Baseline,202,11.316571613966364,11.316579685405404,8.071439040691075e-06,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,202,0.30210351248205036,0.30210895137505794,5.438893007581047e-06,True
no_disease_to_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,202,0.9793865643832973,0.9793921739586682,5.609575370879583e-06,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,202,30.120360917291848,30.1203740980602,1.3180768352327732e-05,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,202,1.935589543145987,1.935594976757532,5.433611544924943e-06,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,202,9.743116106684795,9.743123770964676,7.66427988097007e-06,True
disease_to_no_disease,uniform_random,Baseline,202,-0.5335936213575945,-0.533588807043916,4.814313678491722e-06,True
