epoch,d_loss,g_loss,classification_weight,proximity_weight,sparsity_weight,group_sparsity_weight,diversity_weight,margin_validity,proximity,margin_validity_disease_to_no_disease,margin_validity_no_disease_to_disease,constraint_validity,selection_score
1,0.667502549290657,74.48397521972656,8.0,0.04,0.01,0.0,0.0,,,,,,
2,0.6677843689918518,46.32315311431885,8.0,0.04,0.01,0.0,0.0,,,,,,
3,0.6724580109119416,28.681062316894533,8.0,0.04,0.01,0.0,0.0,,,,,,
4,0.6702060341835022,20.639138317108156,8.0,0.04,0.01,0.0,0.0,,,,,,
5,0.6761203795671463,17.486674070358276,8.0,0.04,0.01,0.0,0.0,,,,,,
6,0.6745675414800644,14.110157489776611,8.0,0.04,0.01,0.0,0.0,,,,,,
7,0.6637856781482696,11.403520584106445,8.0,0.04,0.01,0.0,0.0,,,,,,
8,0.6684341669082642,9.75635724067688,8.0,0.04,0.01,0.0,0.0,,,,,,
9,0.6721399158239365,8.816265892982482,8.0,0.04,0.01,0.0,0.0,,,,,,
10,0.6675873905420303,7.811503219604492,8.0,0.04,0.01,0.0,0.0,,,,,,
11,0.6671396970748902,7.070589756965637,8.0,0.04,0.01,0.0,0.0,,,,,,
12,0.6641380846500397,6.715171480178833,8.0,0.04,0.01,0.0,0.0,,,,,,
13,0.660787257552147,6.0023199081420895,8.0,0.04,0.01,0.0,0.0,,,,,,
14,0.6579803615808487,5.7143940925598145,8.0,0.04,0.01,0.0,0.0,,,,,,
15,0.6545256853103638,5.263898849487305,8.0,0.04,0.01,0.0,0.0,,,,,,
16,0.6521600365638733,5.079714274406433,8.0,0.04,0.01,0.0,0.0,,,,,,
17,0.6507122099399567,5.088527190685272,8.0,0.04,0.01,0.0,0.0,,,,,,
18,0.6519174307584763,4.867954647541046,8.0,0.04,0.01,0.0,0.0,,,,,,
19,0.6507862240076066,5.360915112495422,8.0,0.04,0.01,0.0,0.0,,,,,,
20,0.6516303360462189,4.772233116626739,8.0,0.04,0.01,0.0,0.0,,,,,,
21,0.6540513694286346,4.641989612579346,8.0,0.04,0.01,0.0,0.0,,,,,,
22,0.6568420231342316,4.469850170612335,8.0,0.04,0.01,0.0,0.0,,,,,,
23,0.6649483859539032,5.502956211566925,8.0,0.04,0.01,0.0,0.0,,,,,,
24,0.671356126666069,4.848784732818603,8.0,0.04,0.01,0.0,0.0,,,,,,
25,0.675550127029419,5.340058112144471,8.0,0.04,0.01,0.0,0.0,,,,,,
26,0.6816698104143143,6.113381028175354,8.0,0.04,0.01,0.0,0.0,,,,,,
27,0.6873579502105713,6.2035891771316525,8.0,0.04,0.01,0.0,0.0,,,,,,
28,0.6819469690322876,6.583413887023926,8.0,0.04,0.01,0.0,0.0,,,,,,
29,0.680444985628128,6.282059192657471,8.0,0.04,0.01,0.0,0.0,,,,,,
30,0.6702964991331101,5.670010673999786,8.0,0.04,0.01,0.0,0.0,,,,,,
31,0.6674646228551865,5.994953346252442,8.022222222222222,0.04088888888888889,0.0105,0.0008333333333333334,0.00044444444444444447,,,,,,
32,0.6622409850358963,5.8049429774284365,8.044444444444444,0.04177777777777778,0.011000000000000001,0.0016666666666666668,0.0008888888888888889,,,,,,
33,0.6586843818426132,5.618648791313172,8.066666666666666,0.042666666666666665,0.0115,0.0025,0.0013333333333333333,,,,,,
34,0.6559370160102844,4.7609440088272095,8.088888888888889,0.043555555555555556,0.012,0.0033333333333333335,0.0017777777777777779,,,,,,
35,0.6512034922838211,4.741779792308807,8.11111111111111,0.044444444444444446,0.0125,0.004166666666666667,0.0022222222222222222,,,,,,
36,0.6450211971998214,4.584060823917389,8.133333333333333,0.04533333333333334,0.013000000000000001,0.005,0.0026666666666666666,,,,,,
37,0.6427007764577866,3.8842471480369567,8.155555555555555,0.04622222222222222,0.013500000000000002,0.005833333333333334,0.0031111111111111114,,,,,,
38,0.6397456765174866,3.911672043800354,8.177777777777777,0.04711111111111111,0.014000000000000002,0.006666666666666667,0.0035555555555555557,,,,,,
39,0.6367884248495101,3.7371675252914427,8.2,0.048,0.0145,0.0075,0.004,,,,,,
40,0.6359113425016403,3.5184845685958863,8.222222222222221,0.04888888888888889,0.015,0.008333333333333333,0.0044444444444444444,,,,,,
41,0.6333970338106155,3.344784069061279,8.244444444444444,0.04977777777777778,0.0155,0.009166666666666667,0.004888888888888889,,,,,,
42,0.6373336285352706,3.3794171452522277,8.266666666666667,0.050666666666666665,0.016,0.01,0.005333333333333333,,,,,,
43,0.6381773203611374,3.288887417316437,8.28888888888889,0.051555555555555556,0.0165,0.010833333333333332,0.0057777777777777775,,,,,,
44,0.6335650950670242,3.2710565328598022,8.311111111111112,0.052444444444444446,0.017,0.011666666666666667,0.006222222222222223,,,,,,
