round,candidates,candidates_cumulative,feasible_candidates,margin_valid_candidates,archive_size,round_elapsed_seconds,cumulative_elapsed_seconds,query_id,method,method_seed,run_seed,robustness_seed,generator_training_seed,candidate_budget,direction,base_candidates,prune_candidates,fill_candidates,prune_valid_candidates,proposal_adapts_to_oracle,acceptance_denominator_kind
3,64,192,64,41,41,0.25130103300034534,0.7476112759995885,35,proposed_dp_eps4_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,30.0,2.0,22.0,True,all scored base+prune/fill candidates
4,64,256,64,38,63,0.24955645500085666,0.9971677310004452,35,proposed_dp_eps4_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,27.0,5.0,14.0,True,all scored base+prune/fill candidates
5,64,320,64,42,82,0.2464394029993855,1.2436071339998307,35,proposed_dp_eps4_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,28.0,4.0,14.0,True,all scored base+prune/fill candidates
6,64,384,64,42,103,0.26006140900062746,1.5036685430004582,35,proposed_dp_eps4_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,27.0,5.0,12.0,True,all scored base+prune/fill candidates
7,64,448,64,38,125,0.2550382979989081,1.7587068409993662,35,proposed_dp_eps4_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,26.0,6.0,10.0,True,all scored base+prune/fill candidates
8,64,512,64,37,144,0.25686886600124126,2.0155757070006075,35,proposed_dp_eps4_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,25.0,7.0,8.0,True,all scored base+prune/fill candidates
1,64,64,64,62,24,0.2506312089990388,0.2506312089990388,35,proposed_dp_eps2_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,30.0,2.0,29.0,True,all scored base+prune/fill candidates
2,64,128,64,59,51,0.25533039000038116,0.50596159899942,35,proposed_dp_eps2_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,29.0,3.0,28.0,True,all scored base+prune/fill candidates
3,64,192,64,57,78,0.25246611300099175,0.7584277120004117,35,proposed_dp_eps2_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,27.0,5.0,22.0,True,all scored base+prune/fill candidates
4,64,256,64,58,107,0.25455670500014094,1.0129844170005526,35,proposed_dp_eps2_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,26.0,6.0,22.0,True,all scored base+prune/fill candidates
5,64,320,64,59,135,0.2558868199994322,1.2688712369999848,35,proposed_dp_eps2_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,27.0,5.0,22.0,True,all scored base+prune/fill candidates
6,64,384,64,60,158,0.26294588199925784,1.5318171189992427,35,proposed_dp_eps2_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,26.0,6.0,22.0,True,all scored base+prune/fill candidates
7,64,448,64,57,185,0.267267664999963,1.7990847839992057,35,proposed_dp_eps2_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,24.0,8.0,18.0,True,all scored base+prune/fill candidates
8,64,512,64,56,215,0.2743078670009709,2.0733926510001766,35,proposed_dp_eps2_sparse_diverse,11,40125900,47125900,11,512,disease_to_no_disease,32.0,25.0,7.0,17.0,True,all scored base+prune/fill candidates
1,512,512,512,512,10,0.053403011999762384,0.053403011999762384,36,countergan_one_shot,11,41125903,48125903,11,512,disease_to_no_disease,,,,,,
1,64,64,64,64,5,0.04611786300120002,0.04611786300120002,36,proposed_countergan,11,41125903,48125903,11,512,disease_to_no_disease,,,,,,
2,64,128,64,54,10,0.04567720099839789,0.09179506399959791,36,proposed_countergan,11,41125903,48125903,11,512,disease_to_no_disease,,,,,,
1,64,64,64,8,4,0.24270016300033603,0.24270016300033603,36,countergan_sparse_diverse_no_dp,11,41125903,48125903,11,512,disease_to_no_disease,32.0,9.0,23.0,6.0,True,all scored base+prune/fill candidates
2,64,128,64,24,15,0.2478011660004995,0.49050132900083554,36,countergan_sparse_diverse_no_dp,11,41125903,48125903,11,512,disease_to_no_disease,32.0,21.0,11.0,14.0,True,all scored base+prune/fill candidates
3,64,192,64,32,31,0.2500819289998617,0.7405832580006972,36,countergan_sparse_diverse_no_dp,11,41125903,48125903,11,512,disease_to_no_disease,32.0,19.0,13.0,13.0,True,all scored base+prune/fill candidates
4,64,256,64,34,57,0.24463831599859986,0.9852215739992971,36,countergan_sparse_diverse_no_dp,11,41125903,48125903,11,512,disease_to_no_disease,32.0,12.0,20.0,8.0,True,all scored base+prune/fill candidates
5,64,320,64,34,83,0.2510916460014414,1.2363132200007385,36,countergan_sparse_diverse_no_dp,11,41125903,48125903,11,512,disease_to_no_disease,32.0,12.0,20.0,8.0,True,all scored base+prune/fill candidates
6,64,384,64,34,109,0.2893268169991643,1.5256400369999028,36,countergan_sparse_diverse_no_dp,11,41125903,48125903,11,512,disease_to_no_disease,32.0,14.0,18.0,9.0,True,all scored base+prune/fill candidates
7,64,448,64,35,133,0.28549963099976594,1.8111396679996687,36,countergan_sparse_diverse_no_dp,11,41125903,48125903,11,512,disease_to_no_disease,32.0,15.0,17.0,9.0,True,all scored base+prune/fill candidates
8,64,512,64,34,157,0.24978363900117984,2.0609233070008486,36,countergan_sparse_diverse_no_dp,11,41125903,48125903,11,512,disease_to_no_disease,32.0,15.0,17.0,8.0,True,all scored base+prune/fill candidates
1,64,64,64,28,8,0.2420926340000733,0.2420926340000733,36,proposed_dp_eps16_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,26.0,6.0,14.0,True,all scored base+prune/fill candidates
2,64,128,64,38,26,0.24470422699960181,0.4867968609996751,36,proposed_dp_eps16_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,17.0,15.0,12.0,True,all scored base+prune/fill candidates
3,64,192,64,47,57,0.24720151300061843,0.7339983740002936,36,proposed_dp_eps16_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,8.0,24.0,7.0,True,all scored base+prune/fill candidates
4,64,256,64,43,88,0.2504462489996513,0.9844446229999448,36,proposed_dp_eps16_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,4.0,28.0,2.0,True,all scored base+prune/fill candidates
5,64,320,64,40,121,0.256002449999869,1.2404470729998138,36,proposed_dp_eps16_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,4.0,28.0,0.0,True,all scored base+prune/fill candidates
6,64,384,64,40,150,0.252141221999409,1.4925882949992229,36,proposed_dp_eps16_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,5.0,27.0,1.0,True,all scored base+prune/fill candidates
7,64,448,64,44,182,0.2512818800005334,1.7438701749997563,36,proposed_dp_eps16_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,5.0,27.0,0.0,True,all scored base+prune/fill candidates
8,64,512,64,35,211,0.25943569199989724,2.0033058669996535,36,proposed_dp_eps16_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,5.0,27.0,1.0,True,all scored base+prune/fill candidates
1,64,64,64,24,14,0.24444818499978282,0.24444818499978282,36,proposed_dp_eps8_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,17.0,15.0,8.0,True,all scored base+prune/fill candidates
2,64,128,64,33,40,0.2896293550002156,0.5340775399999984,36,proposed_dp_eps8_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,10.0,22.0,4.0,True,all scored base+prune/fill candidates
3,64,192,64,40,70,0.2470839559991873,0.7811614959991857,36,proposed_dp_eps8_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,10.0,22.0,6.0,True,all scored base+prune/fill candidates
4,64,256,64,43,98,0.24440643300113152,1.0255679290003172,36,proposed_dp_eps8_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,10.0,22.0,6.0,True,all scored base+prune/fill candidates
5,64,320,64,44,130,0.25564516999838816,1.2812130989987054,36,proposed_dp_eps8_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,8.0,24.0,4.0,True,all scored base+prune/fill candidates
6,64,384,64,47,162,0.24973739000051864,1.530950488999224,36,proposed_dp_eps8_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,7.0,25.0,3.0,True,all scored base+prune/fill candidates
7,64,448,64,44,194,0.2654397999995126,1.7963902889987367,36,proposed_dp_eps8_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,8.0,24.0,4.0,True,all scored base+prune/fill candidates
8,64,512,64,38,224,0.260959510000248,2.0573497989989846,36,proposed_dp_eps8_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,6.0,26.0,1.0,True,all scored base+prune/fill candidates
1,64,64,64,28,12,0.2480286360005266,0.2480286360005266,36,proposed_dp_eps4_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,27.0,5.0,17.0,True,all scored base+prune/fill candidates
2,64,128,64,38,30,0.25385495199952857,0.5018835880000552,36,proposed_dp_eps4_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,28.0,4.0,20.0,True,all scored base+prune/fill candidates
3,64,192,64,48,53,0.26250547699964955,0.7643890649997047,36,proposed_dp_eps4_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,27.0,5.0,18.0,True,all scored base+prune/fill candidates
4,64,256,64,40,75,0.2596139180004684,1.0240029830001731,36,proposed_dp_eps4_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,25.0,7.0,12.0,True,all scored base+prune/fill candidates
5,64,320,64,38,95,0.2538994559999992,1.2779024390001723,36,proposed_dp_eps4_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,24.0,8.0,10.0,True,all scored base+prune/fill candidates
6,64,384,64,35,118,0.25521888100047363,1.533121320000646,36,proposed_dp_eps4_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,25.0,7.0,8.0,True,all scored base+prune/fill candidates
7,64,448,64,33,139,0.26091908699891064,1.7940404069995566,36,proposed_dp_eps4_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,26.0,6.0,8.0,True,all scored base+prune/fill candidates
8,64,512,64,35,160,0.2634886819996609,2.0575290889992175,36,proposed_dp_eps4_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,26.0,6.0,8.0,True,all scored base+prune/fill candidates
1,64,64,64,61,25,0.2556793599997036,0.2556793599997036,36,proposed_dp_eps2_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,28.0,4.0,27.0,True,all scored base+prune/fill candidates
2,64,128,64,59,48,0.2499161620016821,0.5055955220013857,36,proposed_dp_eps2_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,25.0,7.0,24.0,True,all scored base+prune/fill candidates
3,64,192,64,58,74,0.25081050299922936,0.756406025000615,36,proposed_dp_eps2_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,26.0,6.0,23.0,True,all scored base+prune/fill candidates
4,64,256,64,58,101,0.25470929199946113,1.0111153170000762,36,proposed_dp_eps2_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,27.0,5.0,21.0,True,all scored base+prune/fill candidates
5,64,320,64,54,129,0.25920224800029246,1.2703175650003686,36,proposed_dp_eps2_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,27.0,5.0,17.0,True,all scored base+prune/fill candidates
6,64,384,64,50,154,0.270310010000685,1.5406275750010536,36,proposed_dp_eps2_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,26.0,6.0,13.0,True,all scored base+prune/fill candidates
7,64,448,64,51,177,0.2904848429989215,1.8311124179999752,36,proposed_dp_eps2_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,27.0,5.0,14.0,True,all scored base+prune/fill candidates
8,64,512,64,49,205,0.2687625710004795,2.0998749890004547,36,proposed_dp_eps2_sparse_diverse,11,41125903,48125903,11,512,disease_to_no_disease,32.0,27.0,5.0,12.0,True,all scored base+prune/fill candidates
1,512,512,512,503,8,0.061699113000941,0.061699113000941,37,countergan_one_shot,11,42125906,49125906,11,512,disease_to_no_disease,,,,,,
1,64,64,64,64,5,0.04381060199921194,0.04381060199921194,37,proposed_countergan,11,42125906,49125906,11,512,disease_to_no_disease,,,,,,
2,64,128,64,54,10,0.04453778700008115,0.08834838899929309,37,proposed_countergan,11,42125906,49125906,11,512,disease_to_no_disease,,,,,,
1,64,64,64,0,0,0.16165108699897246,0.16165108699897246,37,countergan_sparse_diverse_no_dp,11,42125906,49125906,11,512,disease_to_no_disease,32.0,0.0,32.0,0.0,True,all scored base+prune/fill candidates
2,64,128,64,23,10,0.2422662600001786,0.40391734699915105,37,countergan_sparse_diverse_no_dp,11,42125906,49125906,11,512,disease_to_no_disease,32.0,23.0,9.0,16.0,True,all scored base+prune/fill candidates
3,64,192,64,33,32,0.24317277800037118,0.6470901249995222,37,countergan_sparse_diverse_no_dp,11,42125906,49125906,11,512,disease_to_no_disease,32.0,15.0,17.0,11.0,True,all scored base+prune/fill candidates
4,64,256,64,34,60,0.24136723099945812,0.8884573559989803,37,countergan_sparse_diverse_no_dp,11,42125906,49125906,11,512,disease_to_no_disease,32.0,5.0,27.0,5.0,True,all scored base+prune/fill candidates
5,64,320,64,32,89,0.2416906430007657,1.130147998999746,37,countergan_sparse_diverse_no_dp,11,42125906,49125906,11,512,disease_to_no_disease,32.0,4.0,28.0,3.0,True,all scored base+prune/fill candidates
6,64,384,64,32,118,0.24245659699954558,1.3726045959992916,37,countergan_sparse_diverse_no_dp,11,42125906,49125906,11,512,disease_to_no_disease,32.0,3.0,29.0,2.0,True,all scored base+prune/fill candidates
7,64,448,64,32,148,0.2527839060003316,1.6253885019996233,37,countergan_sparse_diverse_no_dp,11,42125906,49125906,11,512,disease_to_no_disease,32.0,3.0,29.0,2.0,True,all scored base+prune/fill candidates
8,64,512,64,32,180,0.25158719399951224,1.8769756959991355,37,countergan_sparse_diverse_no_dp,11,42125906,49125906,11,512,disease_to_no_disease,32.0,2.0,30.0,1.0,True,all scored base+prune/fill candidates
1,64,64,64,28,10,0.2433964850006305,0.2433964850006305,37,proposed_dp_eps16_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,23.0,9.0,15.0,True,all scored base+prune/fill candidates
2,64,128,64,29,30,0.24552367599972058,0.4889201610003511,37,proposed_dp_eps16_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,15.0,17.0,8.0,True,all scored base+prune/fill candidates
3,64,192,64,44,55,0.247866466999767,0.7367866280001181,37,proposed_dp_eps16_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,10.0,22.0,6.0,True,all scored base+prune/fill candidates
4,64,256,64,40,84,0.2540434210004605,0.9908300490005786,37,proposed_dp_eps16_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,10.0,22.0,5.0,True,all scored base+prune/fill candidates
5,64,320,64,41,111,0.24540683000122954,1.2362368790018081,37,proposed_dp_eps16_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,10.0,22.0,5.0,True,all scored base+prune/fill candidates
6,64,384,64,38,140,0.24899540199839976,1.4852322810002079,37,proposed_dp_eps16_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,12.0,20.0,4.0,True,all scored base+prune/fill candidates
7,64,448,64,38,167,0.25762881100126833,1.7428610920014762,37,proposed_dp_eps16_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,11.0,21.0,3.0,True,all scored base+prune/fill candidates
8,64,512,64,39,194,0.2558911129999615,1.9987522050014377,37,proposed_dp_eps16_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,10.0,22.0,1.0,True,all scored base+prune/fill candidates
1,64,64,64,26,9,0.25805337199926726,0.25805337199926726,37,proposed_dp_eps8_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,22.0,10.0,13.0,True,all scored base+prune/fill candidates
2,64,128,64,30,32,0.2425284710006963,0.5005818429999636,37,proposed_dp_eps8_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,14.0,18.0,6.0,True,all scored base+prune/fill candidates
3,64,192,64,43,67,0.245141548999527,0.7457233919994906,37,proposed_dp_eps8_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,8.0,24.0,5.0,True,all scored base+prune/fill candidates
4,64,256,64,43,99,0.2576709570003004,1.003394348999791,37,proposed_dp_eps8_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,7.0,25.0,3.0,True,all scored base+prune/fill candidates
5,64,320,64,42,130,0.24811171300098067,1.2515060620007716,37,proposed_dp_eps8_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,7.0,25.0,4.0,True,all scored base+prune/fill candidates
6,64,384,64,34,158,0.26534700299998804,1.5168530650007597,37,proposed_dp_eps8_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,7.0,25.0,3.0,True,all scored base+prune/fill candidates
7,64,448,64,40,191,0.2681344299999182,1.7849874950006779,37,proposed_dp_eps8_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,7.0,25.0,3.0,True,all scored base+prune/fill candidates
8,64,512,64,36,224,0.2606018669994228,2.0455893620001007,37,proposed_dp_eps8_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,8.0,24.0,2.0,True,all scored base+prune/fill candidates
1,64,64,64,25,11,0.24386985399905825,0.24386985399905825,37,proposed_dp_eps4_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,28.0,4.0,15.0,True,all scored base+prune/fill candidates
2,64,128,64,24,19,0.24674123600016173,0.49061108999922,37,proposed_dp_eps4_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,26.0,6.0,14.0,True,all scored base+prune/fill candidates
3,64,192,64,37,37,0.2518211500009784,0.7424322400001984,37,proposed_dp_eps4_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,25.0,7.0,15.0,True,all scored base+prune/fill candidates
4,64,256,64,37,58,0.2778573060004419,1.0202895460006403,37,proposed_dp_eps4_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,25.0,7.0,12.0,True,all scored base+prune/fill candidates
5,64,320,64,36,80,0.2458622819995071,1.2661518280001474,37,proposed_dp_eps4_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,25.0,7.0,12.0,True,all scored base+prune/fill candidates
6,64,384,64,40,102,0.24814297099874238,1.5142947989988897,37,proposed_dp_eps4_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,25.0,7.0,11.0,True,all scored base+prune/fill candidates
7,64,448,64,35,124,0.25242696100031026,1.7667217599992,37,proposed_dp_eps4_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,24.0,8.0,8.0,True,all scored base+prune/fill candidates
8,64,512,64,30,145,0.2508992120001494,2.0176209719993494,37,proposed_dp_eps4_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,23.0,9.0,7.0,True,all scored base+prune/fill candidates
1,64,64,64,59,23,0.24892327100133116,0.24892327100133116,37,proposed_dp_eps2_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,23.0,9.0,20.0,True,all scored base+prune/fill candidates
2,64,128,64,57,52,0.24369029799890995,0.4926135690002411,37,proposed_dp_eps2_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,23.0,9.0,19.0,True,all scored base+prune/fill candidates
3,64,192,64,56,83,0.24666778500068176,0.7392813540009229,37,proposed_dp_eps2_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,21.0,11.0,16.0,True,all scored base+prune/fill candidates
4,64,256,64,55,114,0.2539837049989728,0.9932650589998957,37,proposed_dp_eps2_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,24.0,8.0,17.0,True,all scored base+prune/fill candidates
5,64,320,64,55,146,0.25692066000010527,1.250185719000001,37,proposed_dp_eps2_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,22.0,10.0,13.0,True,all scored base+prune/fill candidates
6,64,384,64,50,175,0.259120160000748,1.509305879000749,37,proposed_dp_eps2_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,22.0,10.0,11.0,True,all scored base+prune/fill candidates
7,64,448,64,55,202,0.26875835600003484,1.7780642350007838,37,proposed_dp_eps2_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,21.0,11.0,12.0,True,all scored base+prune/fill candidates
8,64,512,64,53,231,0.2633994219995657,2.0414636570003495,37,proposed_dp_eps2_sparse_diverse,11,42125906,49125906,11,512,disease_to_no_disease,32.0,21.0,11.0,12.0,True,all scored base+prune/fill candidates
1,512,512,512,512,10,0.05098030899898731,0.05098030899898731,38,countergan_one_shot,11,43125909,50125909,11,512,disease_to_no_disease,,,,,,
1,64,64,64,64,10,0.04429805600011605,0.04429805600011605,38,proposed_countergan,11,43125909,50125909,11,512,disease_to_no_disease,,,,,,
1,64,64,64,50,12,0.25075954499880027,0.25075954499880027,38,countergan_sparse_diverse_no_dp,11,43125909,50125909,11,512,disease_to_no_disease,32.0,29.0,3.0,22.0,True,all scored base+prune/fill candidates
2,64,128,64,49,31,0.24701376400116715,0.4977733089999674,38,countergan_sparse_diverse_no_dp,11,43125909,50125909,11,512,disease_to_no_disease,32.0,27.0,5.0,22.0,True,all scored base+prune/fill candidates
3,64,192,64,54,52,0.24490141599926574,0.7426747249992331,38,countergan_sparse_diverse_no_dp,11,43125909,50125909,11,512,disease_to_no_disease,32.0,28.0,4.0,20.0,True,all scored base+prune/fill candidates
4,64,256,64,49,75,0.25030150299971865,0.9929762279989518,38,countergan_sparse_diverse_no_dp,11,43125909,50125909,11,512,disease_to_no_disease,32.0,29.0,3.0,15.0,True,all scored base+prune/fill candidates
5,64,320,64,45,95,0.24748038500001712,1.240456612998969,38,countergan_sparse_diverse_no_dp,11,43125909,50125909,11,512,disease_to_no_disease,32.0,28.0,4.0,12.0,True,all scored base+prune/fill candidates
6,64,384,64,44,117,0.2529339140000957,1.4933905269990646,38,countergan_sparse_diverse_no_dp,11,43125909,50125909,11,512,disease_to_no_disease,32.0,27.0,5.0,8.0,True,all scored base+prune/fill candidates
7,64,448,64,41,140,0.256655690000116,1.7500462169991806,38,countergan_sparse_diverse_no_dp,11,43125909,50125909,11,512,disease_to_no_disease,32.0,27.0,5.0,7.0,True,all scored base+prune/fill candidates
8,64,512,64,38,160,0.25196960600078455,2.002015822999965,38,countergan_sparse_diverse_no_dp,11,43125909,50125909,11,512,disease_to_no_disease,32.0,25.0,7.0,5.0,True,all scored base+prune/fill candidates
1,64,64,64,64,24,0.2101645679995272,0.2101645679995272,38,proposed_dp_eps16_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,32.0,0.0,32.0,True,all scored base+prune/fill candidates
2,64,128,64,63,49,0.2857323139996879,0.4958968819992151,38,proposed_dp_eps16_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,29.0,3.0,29.0,True,all scored base+prune/fill candidates
3,64,192,64,62,74,0.25827292500071053,0.7541698069999256,38,proposed_dp_eps16_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,31.0,1.0,29.0,True,all scored base+prune/fill candidates
4,64,256,64,62,104,0.2677142920001643,1.02188409900009,38,proposed_dp_eps16_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,27.0,5.0,25.0,True,all scored base+prune/fill candidates
5,64,320,64,61,132,0.2686613480000233,1.2905454470001132,38,proposed_dp_eps16_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,22.0,10.0,19.0,True,all scored base+prune/fill candidates
6,64,384,64,59,160,0.26537217799887003,1.5559176249989832,38,proposed_dp_eps16_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,19.0,13.0,14.0,True,all scored base+prune/fill candidates
7,64,448,64,59,187,0.25925302200084843,1.8151706469998317,38,proposed_dp_eps16_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,20.0,12.0,15.0,True,all scored base+prune/fill candidates
8,64,512,64,58,214,0.2890403649998916,2.1042110119997233,38,proposed_dp_eps16_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,20.0,12.0,14.0,True,all scored base+prune/fill candidates
1,64,64,64,64,22,0.1755911920008657,0.1755911920008657,38,proposed_dp_eps8_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,32.0,0.0,32.0,True,all scored base+prune/fill candidates
2,64,128,64,63,51,0.2564233079992846,0.4320145000001503,38,proposed_dp_eps8_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,30.0,2.0,30.0,True,all scored base+prune/fill candidates
3,64,192,64,64,77,0.24709039200024563,0.6791048920003959,38,proposed_dp_eps8_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,30.0,2.0,30.0,True,all scored base+prune/fill candidates
4,64,256,64,64,105,0.25387147499895946,0.9329763669993554,38,proposed_dp_eps8_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,29.0,3.0,29.0,True,all scored base+prune/fill candidates
5,64,320,64,63,135,0.2719596460010507,1.204936013000406,38,proposed_dp_eps8_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,26.0,6.0,25.0,True,all scored base+prune/fill candidates
6,64,384,64,62,163,0.2576470309995784,1.4625830439999845,38,proposed_dp_eps8_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,24.0,8.0,22.0,True,all scored base+prune/fill candidates
7,64,448,64,59,190,0.26165627100090205,1.7242393150008866,38,proposed_dp_eps8_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,24.0,8.0,19.0,True,all scored base+prune/fill candidates
8,64,512,64,57,217,0.26872005599943805,1.9929593710003246,38,proposed_dp_eps8_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,22.0,10.0,15.0,True,all scored base+prune/fill candidates
1,64,64,64,63,30,0.17112087999885262,0.17112087999885262,38,proposed_dp_eps4_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,32.0,0.0,31.0,True,all scored base+prune/fill candidates
2,64,128,64,63,58,0.24807464600053208,0.4191955259993847,38,proposed_dp_eps4_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,29.0,3.0,28.0,True,all scored base+prune/fill candidates
3,64,192,64,61,92,0.24832813700049883,0.6675236629998835,38,proposed_dp_eps4_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,30.0,2.0,27.0,True,all scored base+prune/fill candidates
4,64,256,64,59,126,0.25830621999921277,0.9258298829990963,38,proposed_dp_eps4_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,26.0,6.0,21.0,True,all scored base+prune/fill candidates
5,64,320,64,56,158,0.26228310000078636,1.1881129829998827,38,proposed_dp_eps4_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,25.0,7.0,17.0,True,all scored base+prune/fill candidates
6,64,384,64,55,190,0.26270641699920816,1.4508193999990908,38,proposed_dp_eps4_sparse_diverse,11,43125909,50125909,11,512,disease_to_no_disease,32.0,25.0,7.0,16.0,True,all scored base+prune/fill candidates
